"","X","Unnamed..0.1","category","RECORDING_SESSION_LABEL","IA_DWELL_TIME","IA_REGRESSION_PATH_DURATION","IA_AVERAGE_FIX_PUPIL_SIZE","IA_REGRESSION_IN_COUNT","IA_REGRESSION_OUT_FULL_COUNT","word","anger","disgust","fear","joy","neutral","sadness","surprise","negative","neutral.1","positive","word_length","concreteness","Unnamed..0","X0","engagement_score","highlight","story","norm_dt"
"1066",50,50,0,"15",6904,11810,116.252941176471,11,13,24,0.0344462133944034,0.750901162624359,0.0066325403749942,0.0045562810264527,0.184770300984383,0.0166998095810413,0.0019937090110033,0.749874353408813,0.229774072766304,0.0203515589237213,4.04166666666667,2.46125,50,"He was kind, soft, naive, and he did not understand this coarse life, just as at the examination he did not know the prayers.",1.71,0,"SM",287.666666666667
"1067",51,51,0,"15",6572,9204,122.84375,6,8,26,0.110601328313351,0.305184632539749,0.003424196736887,0.127803593873978,0.433740854263306,0.0154490852728486,0.003796212375164,0.0184229649603366,0.381951808929443,0.5996253490448,4.96153846153846,2.46384615384615,51,"He subscribed nothing to the schools but globes, and genuinely regarded himself as a useful person and a prominent worker in the cause of popular education.",1.71,0,"SM",252.769230769231
"1068",52,52,0,"15",224,224,150,0,0,7,0.176818698644638,0.121436044573784,0.0053190635517239,0.0038582009728997,0.38212513923645,0.0190428383648395,0.291400045156479,0.176988661289215,0.794915616512299,0.0280957110226154,3.85714285714286,2.71571428571429,52,"And what use were his globes here?",1.71,0,"SM",32
"1069",53,53,0,"15",502,196,135.5,2,0,3,0.719672858715057,0.0267693810164928,0.212427482008934,0.0035851914435625,0.0214782692492008,0.0100931841880083,0.0059736249968409,0.114720642566681,0.752161026000977,0.133118286728859,5.66666666666667,3.465,53,"""Hold on, Vassilyevna!""",1.71,0,"SM",167.333333333333
"1070",54,54,0,"15",4236,3392,161.94,3,2,2,0.0068347188644111,0.024813113734126,0.0089765489101409,0.0192626807838678,0.764721870422363,0.0830069631338119,0.0923841819167137,0.151123404502869,0.766073167324066,0.0828034058213234,5,2.58,54,"said Semyon.",1.71,0,"SM",2118
"1071",55,55,0,"15",9920,10364,132.932,16,11,24,0.242938801646233,0.0615698955953121,0.678278863430023,0.0024909402709454,0.0038906321860849,0.0036670607514679,0.0071638678200542,0.6715367436409,0.312508583068848,0.0159546378999948,4.65384615384615,2.72826086956522,55,"The cart lurched violently and was on the point of upsetting; something heavy rolled on to Marya Vassilyevna’s feet—it was her parcel of purchases.",1.71,0,"SM",413.333333333333
"1072",56,56,0,"15",6354,11232,130.678,7,9,17,0.0049471817910671,0.903609454631805,0.0636502876877784,0.0010323318419978,0.0111066810786724,0.011868261732161,0.0037858181167393,0.139592707157135,0.76520973443985,0.0951976105570793,4.88235294117647,2.911875,56,"There was a steep ascent uphill through the clay; here in the winding ditches rivulets were gurgling.",1.71,0,"SM",373.764705882353
"1073",57,57,0,"15",2450,5032,106.071428571429,4,2,16,0.0591065399348735,0.0560475476086139,0.0272856038063764,0.0036220645997673,0.0480852983891963,0.063188761472702,0.742664158344269,0.525763630867004,0.433767706155777,0.0404687263071537,3.9375,2.500625,57,"The water seemed to have gnawed away the road; and how could one get along here!",1.71,0,"SM",153.125
"1074",58,58,0,"15",440,696,178.25,1,1,4,0.0138836074620485,0.800725996494293,0.0138962632045149,0.0016570814186707,0.0836000367999076,0.0818541720509529,0.0043828608468174,0.0713344365358352,0.815932750701904,0.112732842564583,5.25,3.565,58,"The horses breathed hard.",1.71,0,"SM",110
"1075",59,59,0,"15",2874,3974,145.833333333333,4,3,18,0.0513824336230754,0.101033046841621,0.765335559844971,0.0048691406846046,0.0549191422760486,0.0052734217606484,0.0171873290091753,0.0919704213738441,0.862816452980042,0.0452130921185016,3.77777777777778,2.89529411764706,59,"Hanov got out of his carriage and walked at the side of the road in his long overcoat.",1.71,0,"SM",159.666666666667
"1076",60,60,0,"15",1032,10132,126.666666666667,1,3,3,0.0333524085581302,0.501856207847595,0.0078313574194908,0.0056434324942529,0.373074114322662,0.0319582298398017,0.0462843403220176,0.0086264675483107,0.114590413868427,0.87678325176239,2.66666666666667,3.36333333333333,60,"He was hot.",1.71,0,"SM",344
"1077",61,61,0,"15",518,1338,183,0,1,3,0.0926509425044059,0.0693366304039955,0.0158684980124235,0.0058758677914738,0.0139544578269124,0.0107381241396069,0.791575491428375,0.0657425969839096,0.391002923250198,0.543254315853119,3,2.73666666666667,61,"""What a road!""",1.71,0,"SM",172.666666666667
"1078",62,62,0,"15",2010,950,167.61,3,3,5,0.0191852375864982,0.0231139026582241,0.0018547150539234,0.727470099925995,0.171500951051712,0.0161795038729906,0.0406956262886524,0.0195676945149898,0.432948708534241,0.547483563423157,4.2,2.848,62,"he said, and laughed again.",1.71,0,"SM",402
"1079",63,63,0,"15",2688,2570,117.721666666667,5,5,7,0.212174952030182,0.100023329257965,0.393645882606506,0.0038790565449744,0.208452016115189,0.0133038200438022,0.068520963191986,0.569359123706818,0.387097626924515,0.0435432828962802,3.875,3.16714285714286,63,"""It would soon smash up one’s carriage.""",1.71,0,"SM",384
"1080",64,64,0,"15",3266,13462,146.425555555556,4,7,12,0.368784129619598,0.406664341688156,0.021927885711193,0.0069036451168358,0.165548577904701,0.0284131150692701,0.0017581641441211,0.48607075214386,0.479630589485168,0.0342987030744552,4.83333333333333,2.623,64,"""Nobody obliges you to drive about in such weather,"" said Semyon surlily.",1.71,0,"SM",272.166666666667
"1081",65,65,0,"15",1342,9186,154.776666666667,1,3,5,0.10723178088665,0.156210571527481,0.0776125416159629,0.0048282025381922,0.496258050203323,0.153939589858055,0.0039192861877381,0.241596654057503,0.697065711021423,0.061337687075138,3.8,2.794,65,"""You should stay at home.""",1.71,0,"SM",268.4
"1082",66,66,0,"15",214,214,193,1,0,6,0.0017454857006669,0.0077927089296281,0.0017007210990414,0.0015048936475068,0.0079785771667957,0.97757488489151,0.0017027489375323,0.551175653934479,0.408960253000259,0.0398641191422939,4,3.19833333333333,66,"""I am dull at home, grandfather.",1.71,0,"SM",35.6666666666667
"1083",67,67,0,"15",2162,15612,162.3,2,5,6,0.0525962188839912,0.655240058898926,0.011793190613389,0.0077037792652845,0.0204785857349634,0.251063078641891,0.001125119277276,0.791889786720276,0.190248504281044,0.0178616754710674,3.28571428571429,2.67,67,"I don’t like staying at home.""",1.71,0,"SM",360.333333333333
"1084",68,68,0,"15",6975,8710,146.533333333333,12,7,35,0.0067429412156343,0.518732786178589,0.0275782719254493,0.0857383906841278,0.156723827123642,0.199810147285461,0.0046737021766602,0.607674837112427,0.356296747922897,0.0360284335911273,4.45714285714286,2.47647058823529,68,"Beside old Semyon he looked graceful and vigorous, but yet in his walk there was something just perceptible which betrayed in him a being already touched by decay, weak, and on the road to ruin.",1.71,0,"SM",199.285714285714
"1085",69,69,0,"15",1368,2176,167.1,0,2,13,0.0036609868984669,0.933681786060333,0.0176080260425806,0.001833357149735,0.0316864773631095,0.0048128091730177,0.0067165773361921,0.15606877207756,0.778372526168823,0.0655587092041969,3.38461538461538,2.26384615384615,69,"And all at once there was a whiff of spirits in the wood.",1.71,0,"SM",105.230769230769
"1086",70,70,0,"15",8770,14218,137.218076923077,7,5,48,0.0115242032334208,0.011470372788608,0.939418077468872,0.0028291831258684,0.0149636678397655,0.0182808972895145,0.001513642957434,0.694198608398438,0.281583935022354,0.0242174994200468,3.97916666666667,2.44652173913043,70,"Marya Vassilyevna was filled with dread and pity for this man going to his ruin for no visible cause or reason, and it came into her mind that if she had been his wife or sister she would have devoted her whole life to saving him from ruin.",1.71,0,"SM",182.708333333333
"1087",71,71,0,"15",578,2468,151,0,2,2,0.551554322242737,0.308737456798553,0.0055630812421441,0.0064560938626527,0.0143293803557753,0.0197351966053247,0.0936245173215866,0.189962282776832,0.634337425231934,0.175700336694717,3.5,3.635,71,"His wife!",1.71,0,"SM",289
"1088",72,72,0,"15",6720,11294,128.5,9,10,47,0.101190403103828,0.278640121221542,0.180821433663368,0.0082388641312718,0.0467221513390541,0.0222722217440605,0.362114936113357,0.593804121017456,0.343370199203491,0.0628256648778915,4.14583333333333,2.40695652173913,72,"Life was so ordered that here he was living in his great house alone, and she was living in a God-forsaken village alone, and yet for some reason the mere thought that he and she might be close to one another and equals seemed impossible and absurd.",1.71,0,"SM",142.978723404255
"1089",73,73,5,"15",8048,10246,127.484545454545,6,5,28,0.0023723184131085,0.0038676934782415,0.42683619260788,0.0020791019778698,0.0138821434229612,0.0095170112326741,0.541445553302765,0.819672048091888,0.166414842009544,0.0139130828902125,4.93103448275862,2.58035714285714,73,"In reality, life was arranged and human relations were complicated so utterly beyond all understanding that when one thought about it one felt uncanny and one’s heart sank.",1.71,1,"SM",287.428571428571
"1090",74,74,0,"15",8130,9780,119.995555555556,15,16,27,0.0080707231536507,0.0285170283168554,0.0030065283644944,0.283055275678635,0.230662778019905,0.403269112110138,0.0434186123311519,0.0490804687142372,0.19769024848938,0.753229260444641,4.75,2.5237037037037,74,"""And it is beyond all understanding,"" she thought, ""why God gives beauty, this graciousness, and sad, sweet eyes to weak, unlucky, useless people—why they are so charming.""",1.71,0,"SM",301.111111111111
"1091",75,75,0,"15",2398,4228,145.083333333333,3,4,14,0.0404753684997558,0.0342824757099151,0.374296575784683,0.0031945605296641,0.497367084026337,0.0365768112242221,0.0138070853427052,0.0824889093637466,0.874090015888214,0.0434209927916526,4.14285714285714,2.79076923076923,75,"""Here we must turn off to the right,"" said Hanov, getting into his carriage.",1.71,0,"SM",171.285714285714
"1092",76,76,0,"15",128,128,121,0,0,1,0.0123939365148544,0.0029780981130898,0.0022192238830029,0.723735570907593,0.200178653001785,0.0052775675430893,0.0532168969511985,0.0192089024931192,0.428882926702499,0.551908195018768,3,1.595,76,"""Good-by!",1.71,0,"SM",128
"1093",77,77,0,"15",828,828,92.6666666666667,1,0,6,0.0378440916538238,0.0127562349662184,0.0151035068556666,0.222072035074234,0.139464005827904,0.226566433906555,0.346193641424179,0.001799615449272,0.0457104332745075,0.952489912509918,3.5,2.815,77,"I wish you all things good!""",1.71,0,"SM",138
"1094",78,78,0,"15",5796,11058,110.973684210526,9,9,34,0.0157981868833303,0.0831666588783264,0.795062184333801,0.0116837928071618,0.0587685815989971,0.0248850639909505,0.0106357289478182,0.125468522310257,0.826814532279968,0.04771688580513,4.76470588235294,2.3671875,78,"And again she thought of her pupils, of the examination, of the watchman, of the School Council; and when the wind brought the sound of the retreating carriage these thoughts were mingled with others.",1.71,0,"SM",170.470588235294
"1095",79,79,0,"15",2540,3052,119.666666666667,1,2,17,0.0285853222012519,0.0684245303273201,0.0071695670485496,0.0119007993489503,0.420003741979599,0.144833818078041,0.319082200527191,0.0701974257826805,0.347127705812454,0.582674741744995,4.16666666666667,2.33555555555556,79,"She longed to think of beautiful eyes, of love, of the happiness which would never be....His wife?",1.71,0,"SM",149.411764705882
"1096",80,80,0,"15",11376,10991,151.307692307692,23,16,43,0.029772600159049,0.271168231964111,0.211055442690849,0.0276985615491867,0.309262931346893,0.132575333118439,0.0184669233858585,0.898387253284454,0.0911338850855827,0.0104790208861231,4.06976744186047,2.58813953488372,80,"It was cold in the morning, there was no one to heat the stove, the watchman disappeared; the children came in as soon as it was light, bringing in snow and mud and making a noise: it was all so inconvenient, so comfortless.",1.71,0,"SM",264.558139534884
"1097",81,81,0,"15",6324,11476,147.462,6,7,12,0.0096949813887476,0.138966396450996,0.0191833544522523,0.0201504342257976,0.64858090877533,0.03037647344172,0.133047416806221,0.037706047296524,0.879437685012817,0.0828562378883361,4.33333333333333,2.98,81,"Her abode consisted of one little room and the kitchen close by.",1.71,0,"SM",527
"1098",82,82,0,"15",3212,13492,126.785714285714,2,5,14,0.0084281032904982,0.162105932831764,0.0242223367094993,0.0034807466436177,0.0564757697284221,0.735659003257751,0.0096280798316001,0.909579575061798,0.0838714092969894,0.0065490035340189,4.06666666666667,3.21933333333333,82,"Her head ached every day after her work, and after dinner she had heart-burn.",1.71,0,"SM",229.428571428571
"1099",83,83,0,"15",11176,27388,127.272962962963,16,15,36,0.649304509162903,0.21745927631855,0.0049790381453931,0.0057909698225557,0.0520425774157047,0.0676327422261238,0.0027907388284802,0.488445430994034,0.47970974445343,0.0318447202444076,4.125,2.65138888888889,83,"She had to collect money from the school-children for wood and for the watchman, and to give it to the school guardian, and then to entreat him—that overfed, insolent peasant—for God’s sake to send her wood.",1.71,0,"SM",310.444444444444
"1100",84,84,0,"15",3712,3884,129.534,3,4,9,0.0020516598597168,0.0016323239542543,0.990130662918091,0.0006532245897687,0.0010545288678258,0.0022038486786186,0.0022737651597708,0.282804876565933,0.660275220870972,0.0569199249148368,5.77777777777778,3.15666666666667,84,"And at night she dreamed of examinations, peasants, snowdrifts.",1.71,0,"SM",412.444444444444
"1101",85,85,0,"15",5364,20104,119.392857142857,4,5,23,0.0177717022597789,0.951945245265961,0.0035187979228794,0.0009811029303818,0.0166244804859161,0.0085347555577754,0.0006239520735107,0.934086203575134,0.0613625682890415,0.0045510558411479,4.08695652173913,2.45304347826087,85,"And this life was making her grow old and coarse, making her ugly, angular, and awkward, as though she were made of lead.",1.71,0,"SM",233.217391304348
"1102",86,86,0,"15",1918,2052,154.25,2,1,31,0.0015579790342599,0.0020410118158906,0.985782265663147,0.0011709474492818,0.0058391038328409,0.0024366870056837,0.0011721339542418,0.506651639938354,0.477740168571472,0.0156082892790436,3.87096774193548,2.50633333333333,86,"She was always afraid, and she would get up from her seat and not venture to sit down in the presence of a member of the Zemstvo or the school guardian.",1.71,0,"SM",61.8709677419355
"1103",87,87,0,"15",2138,4368,147.375,3,4,14,0.0658934190869331,0.761205673217773,0.0038929295260459,0.0017180005088448,0.157783508300781,0.0056369011290371,0.0038694608956575,0.083048291504383,0.849627017974854,0.0673247501254081,4.57142857142857,2.55571428571429,87,"And she used formal, deferential expressions when she spoke of any one of them.",1.71,0,"SM",152.714285714286
"1104",88,88,0,"15",4626,5100,151.246666666667,7,6,19,0.0176350735127925,0.137666597962379,0.0337190851569175,0.0052684880793094,0.0365145839750766,0.767623841762543,0.0015723551623523,0.703399300575256,0.261159837245941,0.0354408733546733,6.47368421052632,2.35736842105263,88,"And no one thought her attractive, and life was passing drearily, without affection, without friendly sympathy, without interesting acquaintances.",1.71,0,"SM",243.473684210526
"1105",89,89,0,"15",3836,10716,131.784,3,4,15,0.0240429919213056,0.587408125400543,0.3325015604496,0.002689070533961,0.0066506760194897,0.031451266258955,0.0152563359588384,0.888372302055359,0.102095454931259,0.0095321703702211,3.73333333333333,2.37933333333333,89,"How awful it would have been in her position if she had fallen in love!",1.71,0,"SM",255.733333333333
"1106",90,90,0,"15",404,1448,116,1,2,3,0.719672858715057,0.0267693810164928,0.212427482008934,0.0035851914435625,0.0214782692492008,0.0100931841880083,0.0059736249968409,0.114720702171326,0.752161026000977,0.133118346333504,5.66666666666667,3.465,90,"""Hold on, Vassilyevna!""",1.71,0,"SM",134.666666666667
"1107",91,91,0,"15",448,746,136,1,1,5,0.0385714508593082,0.0438842847943306,0.233117714524269,0.0054710707627236,0.449251383543015,0.0616508796811103,0.168053239583969,0.115635551512241,0.763799786567688,0.120564736425877,4.6,2.706,91,"Again a sharp ascent uphill....",1.71,0,"SM",89.6
"1108",92,92,5,"15",11246,11688,108.072333333333,16,12,50,0.0333388149738311,0.142888128757477,0.278189271688461,0.199637651443481,0.0398455113172531,0.301263749599457,0.0048368498682975,0.102832764387131,0.678910255432129,0.218257009983063,4.8,2.2448,92,"She had become a schoolmistress from necessity, without feeling any vocation for it; and she had never thought of a vocation, of serving the cause of enlightenment; and it always seemed to her that what was most important in her work was not the children, nor enlightenment, but the examinations.",1.71,1,"SM",224.92
"1109",93,93,0,"15",3614,3292,118.379090909091,6,2,15,0.0204463731497526,0.0234006494283676,0.0149082234129309,0.0021954884286969,0.799520254135132,0.0067052459344267,0.132823780179024,0.0574445873498916,0.88603413105011,0.0565212853252887,4.66666666666667,2.17133333333333,93,"And what time had she for thinking of vocation, of serving the cause of enlightenment?",1.71,0,"SM",240.933333333333
"1110",94,94,0,"15",10692,16390,111.58875,10,12,50,0.0523895919322967,0.835101187229156,0.0100085008889436,0.001431634183973,0.072656475007534,0.0245411023497581,0.0038715016562491,0.914422512054443,0.0795774534344673,0.0060000419616699,4.54,2.6944,94,"Teachers, badly paid doctors, and their assistants, with their terribly hard work, have not even the comfort of thinking that they are serving an idea or the people, as their heads are always stuffed with thoughts of their daily bread, of wood for the fire, of bad roads, of illnesses.",1.71,0,"SM",213.84
"1111",95,95,0,"15",8332,86858,134.726818181818,9,12,45,0.0160570200532674,0.130984351038933,0.0298052318394184,0.0379141792654991,0.434924960136414,0.343209087848663,0.00710508832708,0.509226143360138,0.422225892543793,0.0685480013489723,4.57446808510638,2.50644444444444,95,"It is a hard-working, an uninteresting life, and only silent, patient cart-horses like Mary Vassilyevna could put up with it for long; the lively, nervous, impressionable people who talked about vocation and serving the idea were soon weary of it and gave up the work.",1.71,0,"SM",185.155555555556
"1112",96,96,0,"15",10661,33621,152.7975,15,15,63,0.1851606965065,0.763383567333221,0.0175096094608306,0.0006749422755092,0.0216009877622127,0.0084324441850185,0.0032377433963119,0.347160398960114,0.598349809646606,0.0544897019863128,3.921875,2.68155172413793,96,"Semyon kept picking out the driest and shortest way, first by a meadow, then by the backs of the village huts; but in one place the peasants would not let them pass, in another it was the priest’s land and they could not cross it, in another Ivan Ionov had bought a plot from the landowner and had dug a ditch round it.",1.71,0,"SM",169.222222222222
"1113",97,97,0,"15",616,1480,158.25,1,1,6,0.269222646951675,0.159305453300476,0.0127399712800979,0.0046247732825577,0.489756196737289,0.0474543012678623,0.0168966855853796,0.506186127662659,0.467586427927017,0.0262275356799364,4,2.8,97,"They kept having to turn back.",1.71,0,"SM",102.666666666667
"1114",98,98,0,"15",676,2190,144.666666666667,1,1,4,0.0191407334059476,0.029645824804902,0.0534009374678134,0.0178420264273881,0.781851649284363,0.0215516928583383,0.0765672028064727,0.0614757053554058,0.86892420053482,0.0696000382304191,7.5,3.315,98,"They reached Nizhneye Gorodistche.",1.71,0,"SM",169
"1115",99,99,0,"15",5126,13568,164.010625,7,7,25,0.0063154324889183,0.979147791862488,0.00373868457973,0.0004031161370221,0.0065285386517643,0.0031372914090752,0.0007290553767234,0.145723268389702,0.780404031276703,0.073872685432434,4.61538461538461,2.98461538461538,99,"Near the tavern on the dung-strewn earth, where the snow was still lying, there stood wagons that had brought great bottles of crude sulphuric acid.",1.71,0,"SM",205.04
"1116",100,100,0,"15",4794,5302,162.264166666667,6,7,21,0.0027067433111369,0.974239587783814,0.0052747414447367,0.0008347815019078,0.0130737051367759,0.0019526813412085,0.0019178277580067,0.239742189645767,0.560360550880432,0.199897140264511,4.28571428571429,2.82142857142857,100,"There were a great many people in the tavern, all drivers, and there was a smell of vodka, tobacco, and sheepskins.",1.71,0,"SM",228.285714285714
"1117",101,101,0,"15",3568,3158,178.299,7,5,13,0.0160277802497148,0.736838221549988,0.184767946600914,0.0018646273529157,0.0247280448675155,0.0061681615188717,0.0296051427721977,0.11637083441019,0.785883963108063,0.0977451875805854,4.21428571428571,2.60642857142857,101,"There was a loud noise of conversation and the banging of the swing-door.",1.71,0,"SM",274.461538461538
"1118",102,102,0,"15",5806,9704,147.160714285714,5,7,19,0.0130594968795776,0.370653390884399,0.270731806755066,0.0222787857055664,0.0594244077801704,0.0095780044794082,0.254274189472198,0.0419186018407344,0.8125079870224,0.145573422312737,4.36842105263158,2.40222222222222,102,"Through the wall, without ceasing for a moment, came the sound of a concertina being played in the shop.",1.71,0,"SM",305.578947368421
"1119",103,103,0,"15",10162,12168,152.256923076923,12,11,34,0.0074468990787863,0.9726482629776,0.004292378667742,0.0008193925605155,0.0102658728137612,0.0032108596060425,0.0013162358663976,0.368714153766632,0.569660782814026,0.061625026166439,4.67647058823529,2.95806451612903,103,"Marya Vassilyevna sat down and drank some tea, while at the next table peasants were drinking vodka and beer, perspiring from the tea they had just swallowed and the stifling fumes of the tavern.",1.71,0,"SM",298.882352941176
"1120",104,104,0,"15",762,1576,137.5,0,2,3,0.602027654647827,0.072842426598072,0.0798490196466445,0.0709617882966995,0.0719736292958259,0.0152029925957322,0.0871425196528434,0.0432250760495662,0.784020066261292,0.172754928469658,3,3.255,104,"""I say, Kuzma!""",1.71,0,"SM",254
"1121",105,105,0,"15",348,1228,110.5,0,1,5,0.123998187482357,0.082398384809494,0.319678872823715,0.0027055223472416,0.41375806927681,0.0401319973170757,0.017328979447484,0.64639937877655,0.338402569293976,0.0151980482041835,5.8,3.182,105,"voices kept shouting in confusion.",1.71,0,"SM",69.6
"1122",106,106,0,"15",386,386,168,0,0,2,0.109456904232502,0.0433382540941238,0.0180472284555435,0.0074460534378886,0.0191071517765522,0.0100184315815567,0.792585968971252,0.167961046099663,0.627483546733856,0.20455539226532,4.5,2.1,106,"""What there!""",1.71,0,"SM",193
"1123",107,107,0,"15",814,562,177.75,0,0,4,0.0277937185019254,0.0173389930278062,0.0039313700981438,0.744766592979431,0.164779081940651,0.0059235887601971,0.0354666076600551,0.0021407678723335,0.070028007030487,0.927831172943115,3.5,2.39666666666667,107,"""The Lord bless us!""",1.71,0,"SM",203.5
"1124",108,108,0,"15",1322,5464,149.75,0,1,7,0.276117503643036,0.072416067123413,0.042332537472248,0.153103545308113,0.116806663572788,0.0153332510963082,0.3238904774189,0.246614515781403,0.607448995113373,0.145936578512192,4.28571428571429,3.406,108,"""Ivan Dementyitch, I can tell you that!""",1.71,0,"SM",188.857142857143
"1125",109,109,0,"15",1120,1120,116.666666666667,2,0,4,0.643446147441864,0.125754997134209,0.150184720754623,0.006873033940792,0.0294616352766752,0.0196528136730194,0.0246266983449459,0.201806202530861,0.697085738182068,0.101108111441135,3.25,3.3,109,"""Look out, old man!""",1.71,0,"SM",280
"1126",110,110,0,"15",7602,11148,131.816666666667,11,10,22,0.0044347196817398,0.0251942239701747,0.0063654840923845,0.0024421135894954,0.0078203473240137,0.0012132852571085,0.952529788017273,0.762056529521942,0.224904209375381,0.0130392368882894,4.60869565217391,2.55863636363636,110,"A little pock-marked man with a black beard, who was quite drunk, was suddenly surprised by something and began using bad language.",1.71,0,"SM",345.545454545455
"1127",111,111,0,"15",1750,2088,94.25,3,2,7,0.423990875482559,0.312219709157944,0.0450517684221267,0.0040732729248702,0.0483591705560684,0.0122142788022756,0.15409092605114,0.569293200969696,0.412235528230667,0.0184711627662181,4,2.68428571428571,111,"""What are you swearing at, you there?""",1.71,0,"SM",250
"1128",112,112,0,"15",2008,4214,139.6,2,3,9,0.907612860202789,0.0439916513860225,0.0066070957109332,0.0009829374030232,0.0297843515872955,0.0061234920285642,0.0048976419493556,0.380249351263046,0.593856513500214,0.0258940923959016,5,2.645,112,"Semyon, who was sitting some way off, responded angrily.",1.71,0,"SM",223.111111111111
"1129",113,113,0,"15",984,776,115.333333333333,2,0,6,0.408755779266357,0.398245126008987,0.121074162423611,0.0024217700120061,0.0320741720497608,0.0137801701202988,0.0236488934606313,0.142464071512222,0.809489488601685,0.0480464585125446,3.28571428571429,2.96857142857143,113,"""Don’t you see the young lady?""",1.71,0,"SM",164
"1130",114,114,0,"15",816,456,92.335,1,0,3,0.252787679433823,0.169918537139892,0.0273505337536335,0.0478900969028472,0.0643843412399292,0.008957227692008,0.428711622953415,0.0445390827953815,0.718133449554443,0.237327441573143,4,2.97333333333333,114,"""The young lady!""",1.71,0,"SM",272
"1131",115,115,0,"15",1590,9070,128.7,5,4,5,0.0084060486406087,0.981913149356842,0.0012414765078574,0.0009672493324615,0.0049819550476968,0.0012580911861732,0.0012320864479988,0.293180167675018,0.669902801513672,0.0369170308113098,6,3.446,115,"someone mimicked in another corner.",1.71,0,"SM",318
"1132",116,116,0,"15",2204,784,143.9,2,4,2,0.116023525595665,0.024571830406785,0.0103449458256363,0.0242931433022022,0.638054311275482,0.0118111558258533,0.174901053309441,0.0704458802938461,0.778966844081879,0.150587245821953,5.5,4.93,116,"""Swinish crow!""",1.71,0,"SM",1102
"1133",117,117,0,"15",3198,16650,146.291666666667,1,6,9,0.0772767215967178,0.135918915271759,0.148017540574074,0.0045013441704213,0.57866382598877,0.0221908912062644,0.0334307216107845,0.495923101902008,0.473225474357605,0.0308513920754194,4.55555555555556,2.83333333333333,117,"""We meant nothing..."" said the little man in confusion.",1.71,0,"SM",355.333333333333
"1134",118,118,0,"15",222,222,133,0,0,4,0.184162333607674,0.0691345855593681,0.110357083380222,0.0137149421498179,0.351432412862778,0.265716284513474,0.0054824268445372,0.181221976876259,0.710158467292786,0.108619548380375,3.5,2.875,118,"""I beg your pardon.",1.71,0,"SM",55.5
"1135",119,119,0,"15",1140,1820,78,4,5,11,0.13138635456562,0.167497217655182,0.0028468570671975,0.0188958048820495,0.657633662223816,0.0163500551134347,0.0053900321945548,0.0570660680532455,0.784779667854309,0.158154204487801,3.63636363636364,2.74363636363636,119,"We pay with our money and the young lady with hers.",1.71,0,"SM",103.636363636364
"1136",120,120,0,"15",0,0,NA,0,0,1,0.0152210276573896,0.0040622507221996,0.0032518091611564,0.682363331317902,0.227601110935211,0.0107173062860965,0.0567831546068191,0.0029799425974488,0.121327549219131,0.875692486763,5.5,2.54,120,"Good-morning!""",1.71,0,"SM",0
"1137",121,121,0,"15",190,190,67,0,0,4,0.0085028540343046,0.0060191196389496,0.0053382539190351,0.303767681121826,0.647644877433777,0.0105845006182789,0.0181426927447319,0.0147564094513654,0.585500657558441,0.399742901325226,7.2,2.718,121,"""Good-morning,"" answered the schoolmistress.",1.71,0,"SM",47.5
"1138",122,122,0,"15",4062,4054,120.4,7,3,6,0.0126914447173476,0.0166653450578451,0.0021488149650394,0.74069607257843,0.200065463781357,0.0102852182462811,0.0174476988613605,0.0033267433755099,0.0817084312438964,0.914964854717255,4.33333333333333,2.655,122,"""And we thank you most feelingly.""",1.71,0,"SM",677
"1139",123,123,1,"15",5245,6001,135.647058823529,9,7,26,0.0682343021035194,0.402778178453445,0.0040702456608414,0.126056477427483,0.358131945133209,0.0318624898791313,0.0088663017377257,0.107980892062187,0.690086364746094,0.201932772994041,5.11538461538461,2.77291666666667,123,"Marya Vassilyevna drank her tea with satisfaction, and she, too, began turning red like the peasants, and fell to thinking again about firewood, about the watchman....",1.71,1,"SM",201.730769230769
"1140",124,124,0,"15",3688,11312,139.181818181818,6,6,14,0.0298522543162107,0.15589927136898,0.0221836138516664,0.0089239189401268,0.71325272321701,0.0275054015219211,0.0423828214406967,0.0930240228772163,0.84424901008606,0.0627268329262733,4.46666666666667,2.89846153846154,124,"""Stay, old man,"" she heard from the next table, ""it’s the schoolmistress from Vyazovye....",1.71,0,"SM",263.428571428571
"1141",125,125,0,"15",2570,5342,132.15625,4,6,8,0.01277706772089,0.0416445583105087,0.0037905862554907,0.46676978468895,0.455449253320694,0.0060993027873337,0.0134694706648588,0.0045637865550816,0.105014443397522,0.890421748161316,3.11111111111111,2.75875,125,"We know her; she’s a good young lady.""",1.71,0,"SM",321.25
"1142",126,126,0,"15",624,1956,109.5,1,1,3,0.397402912378311,0.0373853631317615,0.0097513832151889,0.236111715435982,0.287561625242233,0.0067525375634431,0.0250344686210155,0.0070241051726043,0.228775590658188,0.764200389385223,3.25,3.03333333333333,126,"""She’s all right!""",1.71,0,"SM",208
"1143",127,127,0,"15",4830,7534,137.72875,3,5,11,0.192090690135956,0.254076719284058,0.156108289957047,0.0038243343587964,0.204002559185028,0.0231465920805931,0.166750863194466,0.163262650370598,0.770352780818939,0.0663844868540763,4.91666666666667,2.85666666666667,127,"The swing-door was continually banging, some coming in, others going out.",1.71,0,"SM",439.090909090909
