,sentence,word,word_length,concreteness
2808,156,the,3,1.43
2809,156,horse,5,5.0
2810,157,what,4,2.0
2811,158,look,4,2.96
2812,158,Hanov,5,.
2813,158,be,2,1.85
2814,158,drive,7,3.86
2815,158,to,2,1.55
2816,158,the,3,1.43
2817,158,bridge,6,4.97
2818,158,say,4,2.58
2819,158,Marya,5,.
2820,158,Vassilyevna,11,.
2821,158,see,6,3.21
2822,158,the,3,1.43
2823,158,four,4,3.37
2824,158,horse,6,5.0
2825,158,far,3,2.71
2826,158,away,4,2.23
2827,158,to,2,1.55
2828,158,the,3,1.43
2829,158,right,5,3.47
2830,159,it,2,2.81
2831,159,be,2,1.85
2832,159,he,2,3.93
2833,159,I,1,3.93
2834,159,think,5,2.41
2835,160,it,2,2.81
2836,160,be,2,1.85
2837,161,so,2,1.42
2838,161,he,2,3.93
2839,161,do,3,2.46
2840,161,not,3,2.08
2841,161,find,4,2.63
2842,161,Bakvist,7,.
2843,161,at,2,2.07
2844,161,home,4,4.11
2845,162,what,4,2.0
2846,162,a,1,1.46
2847,162,pig,3,5.0
2848,162,head,6,4.75
2849,162,fellow,6,3.67
2850,162,he,2,3.93
2851,162,be,2,1.85
2852,163,Lord,4,.
2853,163,have,4,2.18
2854,163,mercy,5,1.57
2855,163,upon,4,2.83
2856,163,we,2,3.08
2857,164,he,2,3.93
2858,164,’s,2,.
2859,164,drive,6,3.86
2860,164,over,4,2.46
2861,164,there,5,2.2
2862,164,and,3,1.52
2863,164,what,4,2.0
2864,164,for,3,1.63
2865,165,it,2,2.81
2866,165,’,2,.
2867,165,fully,5,1.89
2868,165,two,3,4.18
2869,165,mile,5,3.63
2870,165,near,6,2.79
2871,165,this,4,2.14
2872,165,way,3,2.34
2873,166,they,4,2.93
2874,166,reach,7,3.7
2875,166,the,3,1.43
2876,166,river,5,4.89
2877,167,in,2,3.0
2878,167,the,3,1.43
2879,167,summer,6,3.64
2880,167,it,2,2.81
2881,167,be,3,1.85
2882,167,a,1,1.46
2883,167,little,6,3.67
2884,167,stream,6,4.5
2885,167,easily,6,1.8
2886,167,cross,7,4.44
2887,167,by,2,1.55
2888,167,wade,6,3.47
2889,168,it,2,2.81
2890,168,usually,7,2.04
2891,168,dry,5,3.77
2892,168,up,2,3.83
2893,168,in,2,3.0
2894,168,August,6,.
2895,168,but,3,2.04
2896,168,now,3,1.48
2897,168,after,5,2.12
2898,168,the,3,1.43
2899,168,spring,6,3.89
2900,168,flood,6,4.62
2901,168,it,2,2.81
2902,168,be,3,1.85
2903,168,a,1,1.46
2904,168,river,5,4.89
2905,168,forty,5,4.14
2906,168,foot,4,4.9
2907,168,in,2,3.0
2908,168,breadth,7,2.23
2909,168,rapid,5,3.07
2910,168,muddy,5,4.32
2911,168,and,3,1.52
2912,168,cold,4,3.85
2913,168,on,2,3.25
2914,168,the,3,1.43
2915,168,bank,4,4.78
2916,168,and,3,1.52
2917,168,right,5,3.47
2918,168,up,2,3.83
2919,168,to,2,1.55
2920,168,the,3,1.43
2921,168,water,5,5.0
2922,168,there,5,2.2
2923,168,be,4,1.85
2924,168,fresh,5,1.97
2925,168,track,6,4.31
2926,168,of,2,1.67
2927,168,wheel,6,4.86
2928,168,so,2,1.42
2929,168,it,2,2.81
2930,168,have,3,2.18
2931,168,be,4,1.85
2932,168,cross,7,4.44
2933,168,here,4,3.13
2934,169,go,2,3.15
2935,169,on,2,3.25
2936,170,shout,7,4.17
2937,170,Semyon,6,.
2938,170,angrily,7,2.52
2939,170,and,3,1.52
2940,170,anxiously,9,2.08
2941,170,tug,7,3.5
2942,170,violently,9,1.9
2943,170,at,2,2.07
2944,170,the,3,1.43
2945,170,rein,5,.
2946,170,and,3,1.52
2947,170,jerk,7,3.26
2948,170,his,3,3.14
2949,170,elbow,6,5.0
2950,170,as,2,1.33
2951,170,a,1,1.46
2952,170,bird,4,5.0
2953,170,do,4,2.46
2954,170,its,3,1.9
2955,170,wing,5,4.86
2956,171,go,2,3.15
2957,171,on,2,3.25
2958,172,the,3,1.43
2959,172,horse,5,5.0
2960,172,go,4,3.15
2961,172,on,2,3.25
2962,172,into,4,2.3
2963,172,the,3,1.43
2964,172,water,5,5.0
2965,172,up,2,3.83
2966,172,to,2,1.55
2967,172,his,3,3.14
2968,172,belly,5,4.8
2969,172,and,3,1.52
2970,172,stop,7,3.68
2971,172,but,3,2.04
2972,172,at,2,2.07
2973,172,once,4,2.74
2974,172,go,4,3.15
2975,172,on,2,3.25
2976,172,again,5,2.0
2977,172,with,4,2.0
2978,172,an,2,1.46
2979,172,effort,6,2.33
2980,172,and,3,1.52
2981,172,Marya,5,.
2982,172,Vassilyevna,11,.
2983,172,be,3,1.85
2984,172,aware,5,2.0
2985,172,of,2,1.67
2986,172,a,1,1.46
2987,172,keen,4,1.61
2988,172,chilliness,10,2.9
2989,172,in,2,3.0
2990,172,her,3,3.0
2991,172,foot,4,4.9
2992,173,go,2,3.15
2993,173,on,2,3.25
2994,174,she,3,3.36
2995,174,too,3,1.7
2996,174,shout,7,4.17
2997,174,get,7,2.38
2998,174,up,2,3.83
2999,175,go,2,3.15
3000,175,on,2,3.25
3001,176,they,4,2.93
3002,176,get,3,2.38
3003,176,out,3,2.73
3004,176,on,2,3.25
3005,176,the,3,1.43
3006,176,bank,4,4.78
3007,177,nice,4,2.18
3008,177,mess,4,3.9
3009,177,it,2,2.81
3010,177,be,2,1.85
3011,177,Lord,4,.
3012,177,have,4,2.18
3013,177,mercy,5,1.57
3014,177,upon,4,2.83
3015,177,we,2,3.08
3016,178,muttered,8,.
3017,178,Semyon,6,.
3018,178,set,7,3.41
3019,178,straight,8,2.76
3020,178,the,3,1.43
3021,178,harness,7,4.14
3022,179,it,2,2.81
3023,179,’,2,.
3024,179,a,1,1.46
3025,179,perfect,7,1.69
3026,179,plague,6,3.41
3027,179,with,4,2.0
3028,179,this,4,2.14
3029,179,Zemstvo,7,.
3030,180,her,3,3.0
3031,180,shoe,5,4.97
3032,180,and,3,1.52
3033,180,golosh,8,.
3034,180,be,4,1.85
3035,180,full,4,3.59
3036,180,of,2,1.67
3037,180,water,5,5.0
3038,180,the,3,1.43
3039,180,low,5,3.34
3040,180,part,4,3.29
3041,180,of,2,1.67
3042,180,her,3,3.0
3043,180,dress,5,4.93
3044,180,and,3,1.52
3045,180,of,2,1.67
3046,180,her,3,3.0
3047,180,coat,4,4.97
3048,180,and,3,1.52
3049,180,one,3,3.97
3050,180,sleeve,6,4.84
3051,180,be,4,1.85
3052,180,wet,3,4.46
3053,180,and,3,1.52
3054,180,dripping,8,3.89
3055,180,the,3,1.43
3056,180,sugar,5,4.87
3057,180,and,3,1.52
3058,180,flour,5,4.97
3059,180,have,3,2.18
3060,180,get,3,2.38
3061,180,wet,3,4.46
3062,180,and,3,1.52
3063,180,that,4,1.54
3064,180,be,3,1.85
3065,180,bad,5,1.68
3066,180,of,2,1.67
3067,180,all,3,2.27
3068,180,and,3,1.52
3069,180,Marya,5,.
3070,180,Vassilyevna,11,.
3071,180,could,5,1.34
3072,180,only,4,2.41
3073,180,clasp,5,4.41
3074,180,her,3,3.0
3075,180,hand,5,4.72
3076,180,in,2,3.0
3077,180,despair,7,2.21
3078,180,and,3,1.52
3079,180,say,3,2.58
3080,180,oh,2,1.48
3081,180,Semyon,6,.
3082,180,Semyon,6,.
3083,181,how,3,1.35
3084,181,tiresome,8,2.08
3085,181,you,3,4.11
3086,181,be,3,1.85
3087,181,really,6,1.44
3088,182,the,3,1.43
3089,182,barrier,7,4.41
3090,182,be,3,1.85
3091,182,down,4,3.52
3092,182,at,2,2.07
3093,182,the,3,1.43
3094,182,railway,7,4.63
3095,182,crossing,8,3.42
3096,183,a,1,1.46
3097,183,train,5,4.79
3098,183,be,3,1.85
3099,183,come,6,2.72
3100,183,out,3,2.73
3101,183,of,2,1.67
3102,183,the,3,1.43
3103,183,station,7,4.32
3104,184,Marya,5,.
3105,184,Vassilyevna,11,.
3106,184,stand,5,4.16
3107,184,at,2,2.07
3108,184,the,3,1.43
3109,184,crossing,8,3.42
3110,184,wait,7,2.68
3111,184,till,4,4.0
3112,184,it,2,2.81
3113,184,should,6,1.53
3114,184,pass,4,2.71
3115,184,and,3,1.52
3116,184,shiver,9,3.88
3117,184,all,3,2.27
3118,184,over,4,2.46
3119,184,with,4,2.0
3120,184,cold,4,3.85
3121,185,Vyazovye,8,.
3122,185,be,3,1.85
3123,185,in,2,3.0
3124,185,sight,5,3.21
3125,185,now,3,1.48
3126,185,and,3,1.52
3127,185,the,3,1.43
3128,185,school,6,4.79
3129,185,with,4,2.0
3130,185,the,3,1.43
3131,185,green,5,4.07
3132,185,roof,4,4.79
3133,185,and,3,1.52
3134,185,the,3,1.43
3135,185,church,6,4.9
3136,185,with,4,2.0
3137,185,its,3,1.9
3138,185,crosse,7,.
3139,185,flash,8,3.67
3140,185,in,2,3.0
3141,185,the,3,1.43
3142,185,evening,7,3.26
3143,185,sun,3,4.83
3144,185,and,3,1.52
3145,185,the,3,1.43
3146,185,station,7,4.32
3147,185,window,7,4.86
3148,185,flash,7,3.67
3149,185,too,3,1.7
3150,185,and,3,1.52
3151,185,a,1,1.46
3152,185,pink,4,3.93
3153,185,smoke,5,4.96
3154,185,rise,4,4.04
3155,185,from,4,1.84
3156,185,the,3,1.43
3157,185,engine,6,4.86
3158,185,and,3,1.52
3159,185,it,2,2.81
3160,185,seem,6,1.75
3161,185,to,2,1.55
3162,185,she,3,3.36
3163,185,that,4,1.54
3164,185,everything,10,2.3
3165,185,be,3,1.85
3166,185,tremble,9,3.61
3167,185,with,4,2.0
3168,185,cold,4,3.85
3169,186,here,4,3.13
3170,186,be,3,1.85
3171,186,the,3,1.43
3172,186,train,5,4.79
3173,186,the,3,1.43
3174,186,window,7,4.86
3175,186,reflect,9,2.81
3176,186,the,3,1.43
3177,186,gleam,8,3.28
3178,186,light,5,4.21
3179,186,like,4,1.89
3180,186,the,3,1.43
3181,186,crosse,7,.
3182,186,on,2,3.25
3183,186,the,3,1.43
3184,186,church,6,4.9
3185,186,it,2,2.81
3186,186,make,4,2.67
3187,186,her,3,3.0
3188,186,eye,4,4.9
3189,186,ache,4,3.43
3190,186,to,2,1.55
3191,186,look,4,2.96
3192,186,at,2,2.07
3193,186,they,4,2.93
3194,187,on,2,3.25
3195,187,the,3,1.43
3196,187,little,6,3.67
3197,187,platform,8,4.48
3198,187,between,7,2.72
3199,187,two,3,4.18
3200,187,first,5,2.76
3201,187,class,5,3.85
3202,187,carriage,9,4.86
3203,187,a,1,1.46
3204,187,lady,4,4.33
3205,187,be,3,1.85
3206,187,stand,8,4.16
3207,187,and,3,1.52
3208,187,Marya,5,.
3209,187,Vassilyevna,11,.
3210,187,glance,7,3.48
3211,187,at,2,2.07
3212,187,she,3,3.36
3213,187,as,2,1.33
3214,187,she,3,3.36
3215,187,pass,6,2.71
3216,188,her,3,3.0
3217,188,mother,6,4.6
3218,189,what,4,2.0
3219,189,a,1,1.46
3220,189,resemblance,11,2.07
3221,190,her,3,3.0
3222,190,mother,6,4.6
3223,190,have,3,2.18
3224,190,have,3,2.18
3225,190,just,4,1.52
3226,190,such,4,1.48
3227,190,luxuriant,9,1.71
3228,190,hair,4,4.97
3229,190,just,4,1.52
3230,190,such,4,1.48
3231,190,a,1,1.46
3232,190,brow,4,4.39
3233,190,and,3,1.52
3234,190,bend,4,3.88
3235,190,of,2,1.67
3236,190,the,3,1.43
3237,190,head,4,4.75
3238,191,and,3,1.52
3239,191,with,4,2.0
3240,191,amazing,7,1.55
3241,191,distinctness,12,2.0
3242,191,for,3,1.63
3243,191,the,3,1.43
3244,191,first,5,2.76
3245,191,time,4,3.07
3246,191,in,2,3.0
3247,191,those,5,2.32
3248,191,thirteen,8,3.69
3249,191,year,5,3.25
3250,191,there,5,2.2
3251,191,rise,4,4.04
3252,191,before,6,1.96
3253,191,her,3,3.0
3254,191,mind,4,2.5
3255,191,a,1,1.46
3256,191,vivid,5,2.04
3257,191,picture,7,4.52
3258,191,of,2,1.67
3259,191,her,3,3.0
3260,191,mother,6,4.6
3261,191,her,3,3.0
3262,191,father,6,4.52
3263,191,her,3,3.0
3264,191,brother,7,4.43
3265,191,their,5,3.34
3266,191,flat,4,4.07
3267,191,in,2,3.0
3268,191,Moscow,6,.
3269,191,the,3,1.43
3270,191,aquarium,8,4.77
3271,191,with,4,2.0
3272,191,little,6,3.67
3273,191,fish,4,5.0
3274,191,everything,10,2.3
3275,191,to,2,1.55
3276,191,the,3,1.43
3277,191,tiny,7,3.11
3278,191,detail,6,2.5
3279,191,she,3,3.36
3280,191,hear,5,3.66
3281,191,the,3,1.43
3282,191,sound,5,3.7
3283,191,of,2,1.67
3284,191,the,3,1.43
3285,191,piano,5,4.9
3286,191,her,3,3.0
3287,191,father,6,4.52
3288,191,’s,2,.
3289,191,voice,5,4.13
3290,191,she,3,3.36
3291,191,feel,4,2.28
3292,191,as,2,1.33
3293,191,she,3,3.36
3294,191,have,3,2.18
3295,191,be,4,1.85
3296,191,then,4,1.44
3297,191,young,5,3.16
3298,191,good,4,1.64
3299,191,look,7,2.96
3300,191,well,4,3.33
3301,191,dress,7,4.93
3302,191,in,2,3.0
3303,191,a,1,1.46
3304,191,bright,6,3.92
3305,191,warm,4,3.56
3306,191,room,4,4.79
3307,191,among,5,2.38
3308,191,her,3,3.0
3309,191,own,3,1.96
3310,191,people,6,4.82
3311,192,a,1,1.46
3312,192,feeling,7,1.68
3313,192,of,2,1.67
3314,192,joy,3,2.37
3315,192,and,3,1.52
3316,192,happiness,9,2.6
3317,192,suddenly,8,1.84
3318,192,come,4,2.72
3319,192,over,4,2.46
3320,192,she,3,3.36
3321,192,she,3,3.36
3322,192,press,7,3.9
3323,192,her,3,3.0
3324,192,hand,5,4.72
3325,192,to,2,1.55
3326,192,her,3,3.0
3327,192,temple,7,4.53
3328,192,in,2,3.0
3329,192,an,2,1.46
3330,192,ecstacy,7,.
3331,192,and,3,1.52
3332,192,call,6,4.0
3333,192,softly,6,3.07
3334,192,beseechingly,12,1.83
3335,192,Mother,6,.
3336,193,and,3,1.52
3337,193,she,3,3.36
3338,193,begin,5,2.56
3339,193,cry,6,4.0
3340,193,she,3,3.36
3341,193,do,3,2.46
3342,193,not,3,2.08
3343,193,know,4,1.68
3344,193,why,3,1.86
3345,194,just,4,1.52
3346,194,at,2,2.07
3347,194,that,4,1.54
3348,194,instant,7,2.7
3349,194,Hanov,5,.
3350,194,drive,5,3.86
3351,194,up,2,3.83
3352,194,with,4,2.0
3353,194,his,3,3.14
3354,194,team,4,3.79
3355,194,of,2,1.67
3356,194,four,4,3.37
3357,194,horse,6,5.0
3358,194,and,3,1.52
3359,194,see,6,3.21
3360,194,he,3,3.93
3361,194,she,3,3.36
3362,194,imagine,8,1.53
3363,194,happiness,9,2.6
3364,194,such,4,1.48
3365,194,as,2,1.33
3366,194,she,3,3.36
3367,194,have,3,2.18
3368,194,never,5,1.59
3369,194,have,3,2.18
3370,194,and,3,1.52
3371,194,smile,6,4.5
3372,194,and,3,1.52
3373,194,nod,6,4.62
3374,194,to,2,1.55
3375,194,he,3,3.93
3376,194,as,2,1.33
3377,194,an,2,1.46
3378,194,equal,5,2.56
3379,194,and,3,1.52
3380,194,a,1,1.46
3381,194,friend,6,3.07
3382,194,and,3,1.52
3383,194,it,2,2.81
3384,194,seem,6,1.75
3385,194,to,2,1.55
3386,194,she,3,3.36
3387,194,that,4,1.54
3388,194,her,3,3.0
3389,194,happiness,9,2.6
3390,194,her,3,3.0
3391,194,triumph,7,2.17
3392,194,be,3,1.85
3393,194,glow,7,3.65
3394,194,in,2,3.0
3395,194,the,3,1.43
3396,194,sky,3,4.45
3397,194,and,3,1.52
3398,194,on,2,3.25
3399,194,all,3,2.27
3400,194,side,5,3.68
3401,194,in,2,3.0
3402,194,the,3,1.43
3403,194,window,7,4.86
3404,194,and,3,1.52
3405,194,on,2,3.25
3406,194,the,3,1.43
3407,194,tree,5,5.0
3408,195,her,3,3.0
3409,195,father,6,4.52
3410,195,and,3,1.52
3411,195,mother,6,4.6
3412,195,have,3,2.18
3413,195,never,5,1.59
3414,195,die,4,3.07
3415,195,she,3,3.36
3416,195,have,3,2.18
3417,195,never,5,1.59
3418,195,be,4,1.85
3419,195,a,1,1.46
3420,195,schoolmistress,14,4.19
3421,195,it,2,2.81
3422,195,be,3,1.85
3423,195,a,1,1.46
3424,195,long,4,3.18
3425,195,tedious,7,1.97
3426,195,strange,7,1.86
3427,195,dream,5,2.6
3428,195,and,3,1.52
3429,195,now,3,1.48
3430,195,she,3,3.36
3431,195,have,3,2.18
3432,195,awaken,8,3.45
3433,195,Vassilyevna,11,.
3434,195,get,3,2.38
3435,195,in,2,3.0
3436,196,and,3,1.52
3437,196,at,2,2.07
3438,196,once,4,2.74
3439,196,it,2,2.81
3440,196,all,3,2.27
3441,196,vanish,8,2.77
3442,197,the,3,1.43
3443,197,barrier,7,4.41
3444,197,be,3,1.85
3445,197,slowly,6,3.1
3446,197,raise,6,3.8
3447,198,Marya,5,.
3448,198,Vassilyevna,11,.
3449,198,shiver,9,3.88
3450,198,and,3,1.52
3451,198,numb,4,3.1
3452,198,with,4,2.0
3453,198,cold,4,3.85
3454,198,get,3,2.38
3455,198,into,4,2.3
3456,198,the,3,1.43
3457,198,cart,4,4.89
3458,199,the,3,1.43
3459,199,carriage,8,4.86
3460,199,with,4,2.0
3461,199,the,3,1.43
3462,199,four,4,3.37
3463,199,horse,6,5.0
3464,199,cross,7,4.44
3465,199,the,3,1.43
3466,199,railway,7,4.63
3467,199,line,4,4.5
3468,199,Semyon,6,.
3469,199,follow,8,3.26
3470,199,it,2,2.81
3471,200,the,3,1.43
3472,200,signalman,9,4.33
3473,200,take,4,3.06
3474,200,off,3,2.79
3475,200,his,3,3.14
3476,200,cap,3,4.59
3477,201,and,3,1.52
3478,201,here,4,3.13
3479,201,be,2,1.85
3480,201,Vyazovye,8,.
3481,202,here,4,3.13
3482,202,we,2,3.08
3483,202,be,3,1.85
