,sentence,word,word_length,concreteness
0,0,at,2,2.07
1,0,half,4,3.27
2,0,past,4,1.7
3,0,eight,5,4.04
4,0,they,4,2.93
5,0,drive,5,3.86
6,0,out,3,2.73
7,0,of,2,1.67
8,0,the,3,1.43
9,0,town,4,4.64
10,1,the,3,1.43
11,1,highroad,8,2.59
12,1,be,3,1.85
13,1,dry,3,3.77
14,1,a,1,1.46
15,1,lovely,6,2.29
16,1,April,5,.
17,1,sun,3,4.83
18,1,be,3,1.85
19,1,shine,7,3.85
20,1,warmly,6,2.13
21,1,but,3,2.04
22,1,the,3,1.43
23,1,snow,4,4.85
24,1,be,3,1.85
25,1,still,5,3.46
26,1,lie,5,3.11
27,1,in,2,3.0
28,1,the,3,1.43
29,1,ditch,7,4.5
30,1,and,3,1.52
31,1,in,2,3.0
32,1,the,3,1.43
33,1,wood,5,4.85
34,2,winter,6,3.84
35,2,dark,4,4.29
36,2,long,4,3.18
37,2,and,3,1.52
38,2,spiteful,8,2.34
39,2,be,3,1.85
40,2,hardly,6,1.62
41,2,over,4,2.46
42,2,spring,6,3.89
43,2,have,3,2.18
44,2,come,4,2.72
45,2,all,3,2.27
46,2,of,2,1.67
47,2,a,1,1.46
48,2,sudden,6,2.07
49,3,but,3,2.04
50,3,neither,7,1.64
51,3,the,3,1.43
52,3,warmth,6,3.39
53,3,nor,3,1.8
54,3,the,3,1.43
55,3,languid,7,.
56,3,transparent,11,3.18
57,3,wood,5,4.85
58,3,warm,6,3.56
59,3,by,2,1.55
60,3,the,3,1.43
61,3,breath,6,4.36
62,3,of,2,1.67
63,3,spring,6,3.89
64,3,nor,3,1.8
65,3,the,3,1.43
66,3,black,5,3.76
67,3,flock,6,4.67
68,3,of,2,1.67
69,3,bird,5,5.0
70,3,fly,6,4.64
71,3,over,4,2.46
72,3,the,3,1.43
73,3,huge,4,3.54
74,3,puddle,7,4.67
75,3,that,4,1.54
76,3,be,4,1.85
77,3,like,4,1.89
78,3,lake,5,4.88
79,3,nor,3,1.8
80,3,the,3,1.43
81,3,marvelous,9,2.04
82,3,fathomless,10,2.12
83,3,sky,3,4.45
84,3,into,4,2.3
85,3,which,5,1.54
86,3,it,2,2.81
87,3,seem,6,1.75
88,3,one,3,3.97
89,3,would,5,1.12
90,3,have,4,2.18
91,3,go,4,3.15
92,3,away,4,2.23
93,3,so,2,1.42
94,3,joyfully,8,2.19
95,3,present,9,3.39
96,3,anything,8,1.38
97,3,new,3,2.81
98,3,or,2,1.72
99,3,interesting,11,1.6
100,3,to,2,1.55
101,3,Marya,5,.
102,3,Vassilyevna,11,.
103,3,who,3,1.74
104,3,be,3,1.85
105,3,sit,7,4.8
106,3,in,2,3.0
107,3,the,3,1.43
108,3,cart,4,4.89
109,4,for,3,1.63
110,4,thirteen,8,3.69
111,4,year,5,3.25
112,4,she,3,3.36
113,4,have,3,2.18
114,4,be,4,1.85
115,4,schoolmistress,14,4.19
116,4,and,3,1.52
117,4,there,5,2.2
118,4,be,3,1.85
119,4,no,2,2.45
120,4,reckon,9,1.74
121,4,how,3,1.35
122,4,many,4,2.37
123,4,time,5,3.07
124,4,during,6,1.48
125,4,all,3,2.27
126,4,those,5,2.32
127,4,year,5,3.25
128,4,she,3,3.36
129,4,have,3,2.18
130,4,be,4,1.85
131,4,to,2,1.55
132,4,the,3,1.43
133,4,town,4,4.64
134,4,for,3,1.63
135,4,her,3,3.0
136,4,salary,6,3.69
137,4,and,3,1.52
138,4,whether,7,1.59
139,4,it,2,2.81
140,4,be,4,1.85
141,4,spring,6,3.89
142,4,as,2,1.33
143,4,now,3,1.48
144,4,or,2,1.72
145,4,a,1,1.46
146,4,rainy,5,4.32
147,4,autumn,6,3.27
148,4,evening,7,3.26
149,4,or,2,1.72
150,4,winter,6,3.84
151,4,it,2,2.81
152,4,be,3,1.85
153,4,all,3,2.27
154,4,the,3,1.43
155,4,same,4,2.64
156,4,to,2,1.55
157,4,she,3,3.36
158,4,and,3,1.52
159,4,she,3,3.36
160,4,always,6,1.71
161,4,invariably,10,1.92
162,4,long,6,3.18
163,4,for,3,1.63
164,4,one,3,3.97
165,4,thing,5,3.17
166,4,only,4,2.41
167,4,to,2,1.55
168,4,get,3,2.38
169,4,to,2,1.55
170,4,the,3,1.43
171,4,end,3,3.14
172,4,of,2,1.67
173,4,her,3,3.0
174,4,journey,7,2.57
175,4,as,2,1.33
176,4,quickly,7,2.36
177,4,as,2,1.33
178,4,could,5,1.34
179,4,be,2,1.85
180,5,she,3,3.36
181,5,feel,4,2.28
182,5,as,2,1.33
183,5,though,6,1.2
184,5,she,3,3.36
185,5,have,3,2.18
186,5,be,4,1.85
187,5,live,6,3.57
188,5,in,2,3.0
189,5,that,4,1.54
190,5,part,4,3.29
191,5,of,2,1.67
192,5,the,3,1.43
193,5,country,7,4.17
194,5,for,3,1.63
195,5,age,4,2.86
196,5,and,3,1.52
197,5,age,4,2.86
198,5,for,3,1.63
199,5,a,1,1.46
200,5,hundred,7,3.2
201,5,year,5,3.25
202,5,and,3,1.52
203,5,it,2,2.81
204,5,seem,6,1.75
205,5,to,2,1.55
206,5,she,3,3.36
207,5,that,4,1.54
208,5,she,3,3.36
209,5,know,4,1.68
210,5,every,5,2.28
211,5,stone,5,4.72
212,5,every,5,2.28
213,5,tree,4,5.0
214,5,on,2,3.25
215,5,the,3,1.43
216,5,road,4,4.75
217,5,from,4,1.84
218,5,the,3,1.43
219,5,town,4,4.64
220,5,to,2,1.55
221,5,her,3,3.0
222,5,school,6,4.79
223,6,her,3,3.0
224,6,past,4,1.7
225,6,be,3,1.85
226,6,here,4,3.13
227,6,her,3,3.0
228,6,present,7,3.39
229,6,be,3,1.85
230,6,here,4,3.13
231,6,and,3,1.52
232,6,she,3,3.36
233,6,could,5,1.34
234,6,imagine,7,1.53
235,6,no,2,2.45
236,6,other,5,2.04
237,6,future,6,1.86
238,6,than,4,1.69
239,6,the,3,1.43
240,6,school,6,4.79
241,6,the,3,1.43
242,6,road,4,4.75
243,6,to,2,1.55
244,6,the,3,1.43
245,6,town,4,4.64
246,6,and,3,1.52
247,6,back,4,4.33
248,6,again,5,2.0
249,6,and,3,1.52
250,6,again,5,2.0
251,6,the,3,1.43
252,6,school,6,4.79
253,6,and,3,1.52
254,6,again,5,2.0
255,6,the,3,1.43
256,6,road,4,4.75
257,7,she,3,3.36
258,7,have,3,2.18
259,7,get,3,2.38
260,7,out,3,2.73
261,7,of,2,1.67
262,7,the,3,1.43
263,7,habit,5,2.76
264,7,of,2,1.67
265,7,thinking,8,1.96
266,7,of,2,1.67
267,7,her,3,3.0
268,7,past,4,1.7
269,7,before,6,1.96
270,7,she,3,3.36
271,7,become,6,1.54
272,7,a,1,1.46
273,7,schoolmistress,14,4.19
274,7,and,3,1.52
275,7,have,3,2.18
276,7,almost,6,1.66
277,7,forget,9,2.04
278,7,it,2,2.81
279,8,she,3,3.36
280,8,have,3,2.18
281,8,once,4,2.74
282,8,have,3,2.18
283,8,a,1,1.46
284,8,father,6,4.52
285,8,and,3,1.52
286,8,mother,6,4.6
287,8,they,4,2.93
288,8,have,3,2.18
289,8,live,5,3.57
290,8,in,2,3.0
291,8,Moscow,6,.
292,8,in,2,3.0
293,8,a,1,1.46
294,8,big,3,3.66
295,8,flat,4,4.07
296,8,near,4,2.79
297,8,the,3,1.43
298,8,Red,3,.
299,8,Gate,4,.
300,8,but,3,2.04
301,8,of,2,1.67
302,8,all,3,2.27
303,8,that,4,1.54
304,8,life,4,2.69
305,8,there,5,2.2
306,8,be,3,1.85
307,8,leave,4,2.53
308,8,in,2,3.0
309,8,her,3,3.0
310,8,memory,6,2.38
311,8,only,4,2.41
312,8,something,9,1.82
313,8,vague,5,1.55
314,8,and,3,1.52
315,8,fluid,5,4.73
316,8,like,4,1.89
317,8,a,1,1.46
318,8,dream,5,2.6
319,9,her,3,3.0
320,9,father,6,4.52
321,9,have,3,2.18
322,9,die,4,3.07
323,9,when,4,1.6
324,9,she,3,3.36
325,9,be,3,1.85
326,9,ten,3,3.39
327,9,year,5,3.25
328,9,old,3,2.72
329,9,and,3,1.52
330,9,her,3,3.0
331,9,mother,6,4.6
332,9,have,3,2.18
333,9,die,4,3.07
334,9,soon,4,1.79
335,9,after,5,2.12
336,10,she,3,3.36
337,10,have,3,2.18
338,10,a,1,1.46
339,10,brother,7,4.43
340,10,an,2,1.46
341,10,officer,7,4.8
342,10,at,2,2.07
343,10,first,5,2.76
344,10,they,4,2.93
345,10,use,4,2.78
346,10,to,2,1.55
347,10,write,5,4.22
348,10,to,2,1.55
349,10,each,4,2.03
350,10,other,5,2.04
351,10,then,4,1.44
352,10,her,3,3.0
353,10,brother,7,4.43
354,10,have,3,2.18
355,10,give,5,2.83
356,10,up,2,3.83
357,10,answer,9,2.89
358,10,her,3,3.0
359,10,letter,7,4.7
360,10,he,2,3.93
361,10,have,3,2.18
362,10,get,3,2.38
363,10,out,3,2.73
364,10,of,2,1.67
365,10,the,3,1.43
366,10,way,3,2.34
367,10,of,2,1.67
368,10,writing,7,3.7
369,11,of,2,1.67
370,11,her,3,3.0
371,11,old,3,2.72
372,11,belonging,10,1.92
373,11,all,3,2.27
374,11,that,4,1.54
375,11,be,3,1.85
376,11,leave,4,2.53
377,11,be,3,1.85
378,11,a,1,1.46
379,11,photograph,10,4.89
380,11,of,2,1.67
381,11,her,3,3.0
382,11,mother,6,4.6
383,11,but,3,2.04
384,11,it,2,2.81
385,11,have,3,2.18
386,11,grow,5,3.03
387,11,dim,3,3.31
388,11,from,4,1.84
389,11,the,3,1.43
390,11,dampness,8,4.15
391,11,of,2,1.67
392,11,the,3,1.43
393,11,school,6,4.79
394,11,and,3,1.52
395,11,now,3,1.48
396,11,nothing,7,2.21
397,11,could,5,1.34
398,11,be,2,1.85
399,11,see,4,3.21
400,11,but,3,2.04
401,11,the,3,1.43
402,11,hair,4,4.97
403,11,and,3,1.52
404,11,the,3,1.43
405,11,eyebrow,8,4.85
406,12,when,4,1.6
407,12,they,4,2.93
408,12,have,3,2.18
409,12,drive,6,3.86
410,12,a,1,1.46
411,12,couple,6,3.93
412,12,of,2,1.67
413,12,mile,5,3.63
414,12,old,3,2.72
415,12,Semyon,6,.
416,12,who,3,1.74
417,12,be,3,1.85
418,12,drive,7,3.86
419,12,turn,6,3.44
420,12,round,5,3.9
421,12,and,3,1.52
422,12,say,4,2.58
423,12,they,4,2.93
424,12,have,4,2.18
425,12,catch,6,4.11
426,12,a,1,1.46
427,12,government,10,2.88
428,12,clerk,5,4.28
429,12,in,2,3.0
430,12,the,3,1.43
431,12,town,4,4.64
432,13,they,4,2.93
433,13,have,4,2.18
434,13,take,5,3.06
435,13,he,3,3.93
436,13,away,4,2.23
437,14,the,3,1.43
438,14,story,5,3.3
439,14,be,2,1.85
440,14,that,4,1.54
441,14,with,4,2.0
442,14,some,4,2.48
443,14,Germans,7,.
444,14,he,2,3.93
445,14,kill,6,3.9
446,14,Alexeyev,8,.
447,14,the,3,1.43
448,14,Mayor,5,.
449,14,in,2,3.0
450,14,Moscow,6,.
451,15,who,3,1.74
452,15,tell,4,2.9
453,15,you,3,4.11
454,15,that,4,1.54
455,16,they,4,2.93
456,16,be,4,1.85
457,16,read,7,3.56
458,16,it,2,2.81
459,16,in,2,3.0
460,16,the,3,1.43
461,16,paper,5,4.93
462,16,in,2,3.0
463,16,Ivan,4,.
464,16,Ionov,5,.
465,16,’s,2,.
466,16,tavern,6,4.78
467,17,and,3,1.52
468,17,again,5,2.0
469,17,they,4,2.93
470,17,be,4,1.85
471,17,silent,6,3.67
472,17,for,3,1.63
473,17,a,1,1.46
474,17,long,4,3.18
475,17,time,4,3.07
476,18,Marya,5,.
477,18,Vassilyevna,11,.
478,18,think,7,2.41
479,18,of,2,1.67
480,18,her,3,3.0
481,18,school,6,4.79
482,18,of,2,1.67
483,18,the,3,1.43
484,18,examination,11,3.93
485,18,that,4,1.54
486,18,be,3,1.85
487,18,come,6,2.72
488,18,soon,4,1.79
489,18,and,3,1.52
490,18,of,2,1.67
491,18,the,3,1.43
492,18,girl,4,4.85
493,18,and,3,1.52
494,18,four,4,3.37
495,18,boy,4,4.76
496,18,she,3,3.36
497,18,be,3,1.85
498,18,send,7,2.7
499,18,up,2,3.83
500,18,for,3,1.63
501,18,it,2,2.81
502,19,and,3,1.52
503,19,just,4,1.52
504,19,as,2,1.33
505,19,she,3,3.36
506,19,be,3,1.85
507,19,think,8,2.41
508,19,about,5,1.77
509,19,the,3,1.43
510,19,examination,11,3.93
511,19,she,3,3.36
512,19,be,3,1.85
513,19,overtake,9,2.63
514,19,by,2,1.55
515,19,a,1,1.46
516,19,neighboring,11,3.04
517,19,landowner,9,4.29
518,19,call,6,4.0
519,19,Hanov,5,.
520,19,in,2,3.0
521,19,a,1,1.46
522,19,carriage,8,4.86
523,19,with,4,2.0
524,19,four,4,3.37
525,19,horse,6,5.0
526,19,the,3,1.43
527,19,very,4,1.43
528,19,man,3,4.79
529,19,who,3,1.74
530,19,have,3,2.18
531,19,be,4,1.85
532,19,examiner,8,3.57
533,19,in,2,3.0
534,19,her,3,3.0
535,19,school,6,4.79
536,19,the,3,1.43
537,19,year,4,3.25
538,19,before,6,1.96
539,20,when,4,1.6
540,20,he,2,3.93
541,20,come,4,2.72
542,20,up,2,3.83
543,20,to,2,1.55
544,20,she,3,3.36
545,20,he,2,3.93
546,20,recognize,10,2.07
547,20,she,3,3.36
548,20,and,3,1.52
549,20,bow,5,4.61
550,21,good,4,1.64
551,21,morning,7,3.44
552,21,he,2,3.93
553,21,say,4,2.58
554,21,to,2,1.55
555,21,she,3,3.36
556,22,you,3,4.11
557,22,be,3,1.85
558,22,drive,7,3.86
559,22,home,4,4.11
560,22,I,1,3.93
561,22,suppose,7,1.37
562,23,this,4,2.14
563,23,Hanov,5,.
564,23,a,1,1.46
565,23,man,3,4.79
566,23,of,2,1.67
567,23,forty,5,4.14
568,23,with,4,2.0
569,23,a,1,1.46
570,23,listless,8,2.07
571,23,expression,10,2.54
572,23,and,3,1.52
573,23,a,1,1.46
574,23,face,4,4.87
575,23,that,4,1.54
576,23,show,6,3.97
577,23,sign,5,4.62
578,23,of,2,1.67
579,23,wear,4,3.61
580,23,be,3,1.85
581,23,begin,9,2.56
582,23,to,2,1.55
583,23,look,4,2.96
584,23,old,3,2.72
585,23,but,3,2.04
586,23,be,3,1.85
587,23,still,5,3.46
588,23,handsome,8,2.63
589,23,and,3,1.52
590,23,admire,7,2.04
591,23,by,2,1.55
592,23,woman,5,4.46
593,24,he,2,3.93
594,24,live,5,3.57
595,24,in,2,3.0
596,24,his,3,3.14
597,24,big,3,3.66
598,24,homestead,9,4.07
599,24,alone,5,2.86
600,24,and,3,1.52
601,24,be,3,1.85
602,24,not,3,2.08
603,24,in,2,3.0
604,24,the,3,1.43
605,24,service,7,2.21
606,24,and,3,1.52
607,24,people,6,4.82
608,24,use,4,2.78
609,24,to,2,1.55
610,24,say,3,2.58
611,24,of,2,1.67
612,24,he,3,3.93
613,24,that,4,1.54
614,24,he,2,3.93
615,24,do,3,2.46
616,24,nothing,7,2.21
617,24,at,2,2.07
618,24,home,4,4.11
619,24,but,3,2.04
620,24,walk,4,4.07
621,24,up,2,3.83
622,24,and,3,1.52
623,24,down,4,3.52
624,24,the,3,1.43
625,24,room,4,4.79
626,24,whistle,9,4.42
627,24,or,2,1.72
628,24,play,4,3.24
629,24,chess,5,4.7
630,24,with,4,2.0
631,24,his,3,3.14
632,24,old,3,2.72
633,24,footman,7,4.55
634,25,People,6,.
635,25,say,4,2.58
636,25,too,3,1.7
637,25,that,4,1.54
638,25,he,2,3.93
639,25,drink,5,4.76
640,25,heavily,7,3.15
641,26,and,3,1.52
642,26,indeed,6,1.72
643,26,at,2,2.07
644,26,the,3,1.43
645,26,examination,11,3.93
646,26,the,3,1.43
647,26,year,4,3.25
648,26,before,6,1.96
649,26,the,3,1.43
650,26,very,4,1.43
651,26,paper,6,4.93
652,26,he,2,3.93
653,26,bring,7,2.55
654,26,with,4,2.0
655,26,he,3,3.93
656,26,smelt,5,3.93
657,26,of,2,1.67
658,26,wine,4,4.79
659,26,and,3,1.52
660,26,scent,5,3.97
661,27,he,2,3.93
662,27,have,3,2.18
663,27,be,4,1.85
664,27,dress,7,4.93
665,27,all,3,2.27
666,27,in,2,3.0
667,27,new,3,2.81
668,27,clothe,7,3.5
669,27,on,2,3.25
670,27,that,4,1.54
671,27,occasion,8,2.52
672,27,and,3,1.52
673,27,Marya,5,.
674,27,Vassilyevna,11,.
675,27,think,7,2.41
676,27,he,3,3.93
677,27,very,4,1.43
678,27,attractive,10,2.64
679,27,and,3,1.52
680,27,all,3,2.27
681,27,the,3,1.43
682,27,while,5,1.55
683,27,she,3,3.36
684,27,sit,3,4.8
685,27,beside,6,2.59
686,27,he,3,3.93
687,27,she,3,3.36
688,27,have,3,2.18
689,27,feel,4,2.28
690,27,embarrassed,11,2.0
691,28,she,3,3.36
692,28,be,3,1.85
693,28,accustomed,10,2.07
694,28,to,2,1.55
695,28,see,3,3.21
696,28,frigid,6,3.28
697,28,and,3,1.52
698,28,sensible,8,1.52
699,28,examiner,9,3.57
700,28,at,2,2.07
701,28,the,3,1.43
702,28,school,6,4.79
703,28,while,5,1.55
704,28,this,4,2.14
705,28,one,3,3.97
706,28,do,3,2.46
707,28,not,3,2.08
708,28,remember,8,2.41
709,28,a,1,1.46
710,28,single,6,3.27
711,28,prayer,6,3.28
712,28,or,2,1.72
713,28,know,4,1.68
714,28,what,4,2.0
715,28,to,2,1.55
716,28,ask,3,2.52
717,28,question,9,3.36
718,28,about,5,1.77
719,28,and,3,1.52
720,28,be,3,1.85
721,28,exceedingly,11,1.91
722,28,courteous,9,1.97
723,28,and,3,1.52
724,28,delicate,8,2.3
725,28,give,6,2.83
726,28,nothing,7,2.21
727,28,but,3,2.04
728,28,the,3,1.43
729,28,high,7,3.46
730,28,mark,5,4.21
731,29,I,1,3.93
732,29,be,2,1.85
733,29,go,5,3.15
734,29,to,2,1.55
735,29,visit,5,3.92
736,29,Bakvist,7,.
737,29,he,2,3.93
738,29,go,4,3.15
739,29,on,2,3.25
740,29,address,10,3.89
741,29,Marya,5,.
742,29,Vassilyevna,11,.
743,29,but,3,2.04
744,29,I,1,3.93
745,29,be,2,1.85
746,29,tell,4,2.9
747,29,he,2,3.93
748,29,be,2,1.85
749,29,not,3,2.08
750,29,at,2,2.07
751,29,home,4,4.11
752,30,they,4,2.93
753,30,turn,6,3.44
754,30,off,3,2.79
755,30,the,3,1.43
756,30,highroad,8,2.59
757,30,into,4,2.3
758,30,a,1,1.46
759,30,by,2,1.55
760,30,road,4,4.75
761,30,to,2,1.55
762,30,the,3,1.43
763,30,village,7,4.89
764,30,Hanov,5,.
765,30,lead,7,4.1
766,30,the,3,1.43
767,30,way,3,2.34
768,30,and,3,1.52
769,30,Semyon,6,.
770,30,follow,9,3.26
771,31,the,3,1.43
772,31,four,4,3.37
773,31,horse,6,5.0
774,31,move,5,3.25
775,31,at,2,2.07
776,31,a,1,1.46
777,31,walk,7,4.07
778,31,pace,4,3.11
779,31,with,4,2.0
780,31,effort,6,2.33
781,31,drag,8,4.17
782,31,the,3,1.43
783,31,heavy,5,3.37
784,31,carriage,8,4.86
785,31,through,7,2.9
786,31,the,3,1.43
787,31,mud,3,4.86
788,32,Semyon,6,.
789,32,tack,6,4.5
790,32,from,4,1.84
791,32,side,4,3.68
792,32,to,2,1.55
793,32,side,4,3.68
794,32,keep,7,2.37
795,32,to,2,1.55
796,32,the,3,1.43
797,32,edge,4,4.24
798,32,of,2,1.67
799,32,the,3,1.43
800,32,road,4,4.75
801,32,at,2,2.07
802,32,one,3,3.97
803,32,time,4,3.07
804,32,through,7,2.9
805,32,a,1,1.46
806,32,snowdrift,9,4.78
807,32,at,2,2.07
808,32,another,7,2.69
809,32,through,7,2.9
810,32,a,1,1.46
811,32,pool,4,4.77
812,32,often,5,2.5
813,32,jump,7,4.52
814,32,out,3,2.73
815,32,of,2,1.67
816,32,the,3,1.43
817,32,cart,4,4.89
818,32,and,3,1.52
819,32,help,7,2.56
820,32,the,3,1.43
821,32,horse,5,5.0
822,33,Marya,5,.
823,33,Vassilyevna,11,.
824,33,be,3,1.85
825,33,still,5,3.46
826,33,think,8,2.41
827,33,about,5,1.77
828,33,the,3,1.43
829,33,school,6,4.79
830,33,wonder,9,1.8
831,33,whether,7,1.59
832,33,the,3,1.43
833,33,arithmetic,10,2.74
834,33,question,9,3.36
835,33,at,2,2.07
836,33,the,3,1.43
837,33,examination,11,3.93
838,33,would,5,1.12
839,33,be,2,1.85
840,33,difficult,9,2.21
841,33,or,2,1.72
842,33,easy,4,2.07
843,34,and,3,1.52
844,34,she,3,3.36
845,34,feel,4,2.28
846,34,annoyed,7,2.89
847,34,with,4,2.0
848,34,the,3,1.43
849,34,Zemstvo,7,.
850,34,board,5,4.57
851,34,at,2,2.07
852,34,which,5,1.54
853,34,she,3,3.36
854,34,have,3,2.18
855,34,find,5,2.63
856,34,no,2,2.45
857,34,one,3,3.97
858,34,the,3,1.43
859,34,day,3,3.92
860,34,before,6,1.96
861,35,how,3,1.35
862,35,unbusiness,10,.
863,35,like,4,1.89
864,36,here,4,3.13
865,36,she,3,3.36
866,36,have,3,2.18
867,36,be,4,1.85
868,36,ask,6,2.52
869,36,they,4,2.93
870,36,for,3,1.63
871,36,the,3,1.43
872,36,last,4,3.04
873,36,two,3,4.18
874,36,year,5,3.25
875,36,to,2,1.55
876,36,dismiss,7,2.39
877,36,the,3,1.43
878,36,watchman,8,4.68
879,36,who,3,1.74
880,36,do,3,2.46
881,36,nothing,7,2.21
882,36,be,3,1.85
883,36,rude,4,2.52
884,36,to,2,1.55
885,36,she,3,3.36
886,36,and,3,1.52
887,36,hit,3,4.11
888,36,the,3,1.43
889,36,schoolboy,10,4.5
890,36,but,3,2.04
891,36,no,2,2.45
892,36,one,3,3.97
893,36,pay,4,3.54
894,36,any,3,1.72
895,36,attention,9,2.3
896,37,it,2,2.81
897,37,be,3,1.85
898,37,hard,4,3.76
899,37,to,2,1.55
900,37,find,4,2.63
901,37,the,3,1.43
902,37,president,9,4.4
903,37,at,2,2.07
904,37,the,3,1.43
905,37,office,6,4.93
906,37,and,3,1.52
907,37,when,4,1.6
908,37,one,3,3.97
909,37,do,3,2.46
910,37,find,4,2.63
911,37,he,3,3.93
912,37,he,2,3.93
913,37,would,5,1.12
914,37,say,3,2.58
915,37,with,4,2.0
916,37,tear,5,4.56
917,37,in,2,3.0
918,37,his,3,3.14
919,37,eye,4,4.9
920,37,that,4,1.54
921,37,he,2,3.93
922,37,have,3,2.18
923,37,not,3,2.08
924,37,a,1,1.46
925,37,moment,6,1.61
926,37,to,2,1.55
927,37,spare,5,3.48
928,37,the,3,1.43
929,37,inspector,9,4.62
930,37,visit,7,3.92
931,37,the,3,1.43
932,37,school,6,4.79
933,37,at,2,2.07
934,37,most,4,2.38
935,37,once,4,2.74
936,37,in,2,3.0
937,37,three,5,3.62
938,37,year,5,3.25
939,37,and,3,1.52
940,37,know,4,1.68
941,37,nothing,7,2.21
942,37,whatever,8,1.46
943,37,about,5,1.77
944,37,his,3,3.14
945,37,work,4,3.48
946,37,as,2,1.33
947,37,he,2,3.93
948,37,have,3,2.18
949,37,be,4,1.85
950,37,in,2,3.0
951,37,the,3,1.43
952,37,Excise,6,.
953,37,Duties,6,.
954,37,Department,10,.
955,37,and,3,1.52
956,37,have,3,2.18
957,37,receive,8,2.69
958,37,the,3,1.43
959,37,post,4,4.3
960,37,of,2,1.67
961,37,school,6,4.79
962,37,inspector,9,4.62
963,37,through,7,2.9
964,37,influence,9,2.11
965,38,the,3,1.43
966,38,School,6,.
967,38,Council,7,.
968,38,meet,3,3.0
969,38,very,4,1.43
970,38,rarely,6,1.64
971,38,and,3,1.52
972,38,there,5,2.2
973,38,be,3,1.85
974,38,no,2,2.45
975,38,know,7,1.68
976,38,where,5,1.66
977,38,it,2,2.81
978,38,meet,3,3.0
979,38,the,3,1.43
980,38,school,6,4.79
981,38,guardian,8,3.28
982,38,be,3,1.85
983,38,an,2,1.46
984,38,almost,6,1.66
985,38,illiterate,10,2.92
986,38,peasant,7,3.96
987,38,the,3,1.43
988,38,head,4,4.75
989,38,of,2,1.67
990,38,a,1,1.46
991,38,tanning,7,3.15
992,38,business,8,3.28
993,38,unintelligent,13,1.64
994,38,rude,4,2.52
995,38,and,3,1.52
996,38,a,1,1.46
997,38,great,5,1.81
998,38,friend,6,3.07
999,38,of,2,1.67
1000,38,the,3,1.43
1001,38,watchman’s,10,.
1002,38,and,3,1.52
1003,38,goodness,8,1.38
1004,38,know,5,1.68
1005,38,to,2,1.55
1006,38,whom,4,1.93
1007,38,she,3,3.36
1008,38,could,5,1.34
1009,38,appeal,6,1.73
1010,38,with,4,2.0
1011,38,complaint,10,2.69
1012,38,or,2,1.72
1013,38,inquiry,9,2.7
1014,39,he,2,3.93
1015,39,really,6,1.44
1016,39,be,2,1.85
1017,39,handsome,8,2.63
1018,39,she,3,3.36
1019,39,think,7,2.41
1020,39,glance,8,3.48
1021,39,at,2,2.07
1022,39,Hanov,5,.
1023,40,the,3,1.43
1024,40,road,4,4.75
1025,40,grow,4,3.03
1026,40,bad,5,1.68
1027,40,and,3,1.52
1028,40,bad,5,1.68
1029,41,they,4,2.93
1030,41,drive,5,3.86
1031,41,into,4,2.3
1032,41,the,3,1.43
1033,41,wood,4,4.85
1034,42,here,4,3.13
1035,42,there,5,2.2
1036,42,be,3,1.85
1037,42,no,2,2.45
1038,42,room,4,4.79
1039,42,to,2,1.55
1040,42,turn,4,3.44
1041,42,round,5,3.9
1042,42,the,3,1.43
1043,42,wheel,6,4.86
1044,42,sink,4,4.74
1045,42,deeply,6,2.0
1046,42,in,2,3.0
1047,42,water,5,5.0
1048,42,splash,8,4.19
1049,42,and,3,1.52
1050,42,gurgle,7,4.31
1051,42,through,7,2.9
1052,42,they,4,2.93
1053,42,and,3,1.52
1054,42,sharp,5,3.86
1055,42,twig,5,4.75
1056,42,strike,6,4.07
1057,42,they,4,2.93
1058,42,in,2,3.0
1059,42,the,3,1.43
1060,42,face,4,4.87
1061,43,what,4,2.0
1062,43,a,1,1.46
1063,43,road,4,4.75
1064,44,say,4,2.58
1065,44,Hanov,5,.
1066,44,and,3,1.52
1067,44,he,2,3.93
1068,44,laugh,7,4.21
1069,45,the,3,1.43
1070,45,schoolmistress,14,4.19
1071,45,look,6,2.96
1072,45,at,2,2.07
1073,45,he,3,3.93
1074,45,and,3,1.52
1075,45,could,5,1.34
1076,45,not,3,2.08
1077,45,understand,10,2.28
1078,45,why,3,1.86
1079,45,this,4,2.14
1080,45,queer,5,2.04
1081,45,man,3,4.79
1082,45,live,5,3.57
1083,45,here,4,3.13
1084,46,what,4,2.0
1085,46,could,5,1.34
1086,46,his,3,3.14
1087,46,money,5,4.54
1088,46,his,3,3.14
1089,46,interesting,11,1.6
1090,46,appearance,10,2.57
1091,46,his,3,3.14
1092,46,refined,7,2.04
1093,46,bearing,7,2.82
1094,46,do,2,2.46
1095,46,for,3,1.63
1096,46,he,3,3.93
1097,46,here,4,3.13
1098,46,in,2,3.0
1099,46,this,4,2.14
1100,46,mud,3,4.86
1101,46,in,2,3.0
1102,46,this,4,2.14
1103,46,God,3,.
1104,46,forsake,8,1.96
1105,46,dreary,6,2.33
1106,46,place,5,3.48
1107,47,he,2,3.93
1108,47,get,3,2.38
1109,47,no,2,2.45
1110,47,special,7,1.76
1111,47,advantage,10,2.0
1112,47,out,3,2.73
1113,47,of,2,1.67
1114,47,life,4,2.69
1115,47,and,3,1.52
1116,47,here,4,3.13
1117,47,like,4,1.89
1118,47,Semyon,6,.
