,sentence,word,word_length,word_freq
1204,50,as,2,6.345177693
1205,50,at,2,6.506871261
1206,50,the,3,7.468477762
1207,50,examination,11,3.74208325
1208,50,he,2,6.882339374
1209,50,did,3,6.368878477
1210,50,not,3,6.733802491
1211,50,know,4,6.756891151
1212,50,the,3,7.468477762
1213,50,prayers,7,3.978470411
1214,51,he,2,6.882339374
1215,51,subscribed,10,2.495954125
1216,51,nothing,7,5.930672691
1217,51,to,2,7.355006441
1218,51,the,3,7.468477762
1219,51,schools,7,4.146140184
1220,51,but,3,6.644579913
1221,51,globes,6,2.570587743
1222,51,and,3,7.126115569
1223,51,genuinely,9,3.287469337
1224,51,regarded,8,3.313023441
1225,51,himself,7,5.147292723
1226,51,as,2,6.345177693
1227,51,a,1,7.309359959
1228,51,useful,6,4.117908945
1229,51,person,6,5.327583979
1230,51,and,3,7.126115569
