,sentence,word,word_length,word_freq
1231,51,a,1,7.309359959
1232,51,prominent,9,3.409105438
1233,51,worker,6,4.03924595
1234,51,in,2,6.989451386
1235,51,the,3,7.468477762
1236,51,cause,5,5.490848413
1237,51,of,2,7.063009914
1238,51,popular,7,4.362979433
1239,51,education,9,4.2905293
1240,52,and,3,7.126115569
1241,52,what,4,6.992508444
1242,52,use,3,5.535789444
1243,52,were,4,6.220255601
1244,52,his,3,6.326723177
1245,52,globes,6,2.570587743
1246,52,here,4,6.655049248
1247,53,hold,4,5.639632357
1248,53,on,2,6.841747977
1249,53,vassilyevna,11,1.5
1250,54,said,4,6.044128492
1251,54,semyon,6,1.5
1252,55,the,3,7.468477762
1253,55,cart,4,3.956476118
1254,55,lurched,7,1.893894133
1255,55,violently,9,3.274105375
1256,55,and,3,7.126115569
1257,55,was,3,6.751817351
1258,55,on,2,6.841747977
1259,55,the,3,7.468477762
1260,55,point,5,5.373325471
1261,55,of,2,7.063009914
1262,55,upsetting,9,3.632278257
1263,55,something,9,6.175546668
1264,55,heavy,5,4.674391464
1265,55,rolled,6,3.928322038
1266,55,on,2,6.841747977
1267,55,to,2,7.355006441
1268,55,marya,5,1.5
1269,55,vassilyevna’s,13,1.5
1270,55,feet—it,7,1.5
1271,55,was,3,6.751817351
1272,55,her,3,6.452086523
1273,55,parcel,6,3.149166639
1274,55,of,2,7.063009914
1275,55,purchases,9,3.032196832
1276,56,there,5,6.637707563
1277,56,was,3,6.751817351
1278,56,a,1,7.309359959
1279,56,steep,5,3.392204687
1280,56,ascent,6,2.522283064
1281,56,uphill,6,2.982030222
1282,56,through,7,5.739410756
1283,56,the,3,7.468477762
1284,56,clay,4,4.079294617
1285,56,here,4,6.655049248
1286,56,in,2,6.989451386
1287,56,the,3,7.468477762
1288,56,winding,7,3.296155516
1289,56,ditches,7,2.915083433
1290,56,rivulets,8,1.768955397
1291,56,were,4,6.220255601
1292,56,gurgling,8,2.75423214
1293,57,the,3,7.468477762
1294,57,water,5,5.351738198
1295,57,seemed,6,4.734000228
1296,57,to,2,7.355006441
1297,57,have,4,6.789085934
1298,57,gnawed,6,2.570587743
1299,57,away,4,5.863275096
1300,57,the,3,7.468477762
1301,57,road,4,5.04847025
1302,57,and,3,7.126115569
1303,57,how,3,6.484591105
1304,57,could,5,6.211487424
1305,57,one,3,6.486861564
1306,57,get,3,6.660628492
1307,57,along,5,5.261762332
1308,57,here,4,6.655049248
1309,58,the,3,7.468477762
1310,58,horses,6,4.611564636
1311,58,breathed,8,3.149166639
1312,58,hard,4,5.487761456
1313,59,hanov,5,1.5
1314,59,got,3,6.518774133
1315,59,out,3,6.58659127
1316,59,of,2,7.063009914
1317,59,his,3,6.326723177
1318,59,carriage,8,3.873897505
1319,59,and,3,7.126115569
1320,59,walked,6,4.729267586
1321,59,at,2,6.506871261
1322,59,the,3,7.468477762
1323,59,side,4,5.302473259
1324,59,of,2,7.063009914
1325,59,the,3,7.468477762
1326,59,road,4,5.04847025
1327,59,in,2,6.989451386
1328,59,his,3,6.326723177
1329,59,long,4,5.828821617
1330,59,overcoat,8,3.166895406
1331,60,he,2,6.882339374
1332,60,was,3,6.751817351
1333,60,hot,3,5.277844074
1334,61,what,4,6.992508444
1335,61,a,1,7.309359959
1336,61,road,4,5.04847025
1337,62,he,2,6.882339374
1338,62,said,4,6.044128492
1339,62,and,3,7.126115569
1340,62,laughed,7,4.029026785
1341,62,again,5,5.898527141
1342,63,it,2,7.27578186
1343,63,would,5,6.246862496
1344,63,soon,4,5.410462557
1345,63,smash,5,3.917146593
1346,63,up,2,6.564072703
1347,63,one’s,5,1.5
1348,63,carriage,8,3.873897505
1349,64,nobody,6,5.425373051
1350,64,obliges,7,2.194924129
1351,64,you,3,7.62117384
1352,64,to,2,7.355006441
1353,64,drive,5,5.18454078
1354,64,about,5,6.559491539
1355,64,in,2,6.989451386
1356,64,such,4,5.463648323
1357,64,weather,7,4.534127047
1358,64,said,4,6.044128492
1359,64,semyon,6,1.5
1360,64,surlily,7,1.5
1361,65,you,3,7.62117384
1362,65,should,6,6.025512798
1363,65,stay,4,5.711773377
1364,65,at,2,6.506871261
1365,65,home,4,5.88834327
1366,66,i,1,1.5
1367,66,am,2,6.043413452
1368,66,dull,4,4.082119306
1369,66,at,2,6.506871261
1370,66,home,4,5.88834327
1371,66,grandfather,11,4.385955738
1372,67,i,1,1.5
1373,67,don’t,5,1.5
1374,67,like,4,6.601353593
1375,67,staying,7,4.774850562
1376,67,at,2,6.506871261
1377,67,home,4,5.88834327
1378,68,beside,6,4.181135845
1379,68,old,3,5.783993644
1380,68,semyon,6,1.5
1381,68,he,2,6.882339374
1382,68,looked,6,5.081908091
1383,68,graceful,8,3.367381104
1384,68,and,3,7.126115569
1385,68,vigorous,8,2.848136643
1386,68,but,3,6.644579913
1387,68,yet,3,5.533106612
1388,68,in,2,6.989451386
1389,68,his,3,6.326723177
1390,68,walk,4,5.333621461
1391,68,there,5,6.637707563
1392,68,was,3,6.751817351
1393,68,something,9,6.175546668
1394,68,just,4,6.676020833
1395,68,perceptible,11,1.990804146
1396,68,which,5,5.678154716
1397,68,betrayed,8,4.063421623
1398,68,in,2,6.989451386
1399,68,him,3,6.541548453
1400,68,a,1,7.309359959
1401,68,being,5,5.685970495
1402,68,already,7,5.502607323
1403,68,touched,7,4.469659114
1404,68,by,2,6.12666796
1405,68,decay,5,3.317140007
1406,68,weak,4,4.498120187
1407,68,and,3,7.126115569
1408,68,on,2,6.841747977
1409,68,the,3,7.468477762
1410,68,road,4,5.04847025
1411,68,to,2,7.355006441
1412,68,ruin,4,4.454995517
1413,69,and,3,7.126115569
1414,69,all,3,6.71221242
1415,69,at,2,6.506871261
1416,69,once,4,5.537099982
1417,69,there,5,6.637707563
1418,69,was,3,6.751817351
1419,69,a,1,7.309359959
1420,69,whiff,5,3.399044112
1421,69,of,2,7.063009914
1422,69,spirits,7,4.207761354
1423,69,in,2,6.989451386
1424,69,the,3,7.468477762
1425,69,wood,4,4.43108336
1426,70,marya,5,1.5
1427,70,vassilyevna,11,1.5
1428,70,was,3,6.751817351
1429,70,filled,6,4.433910603
1430,70,with,4,6.702554028
1431,70,dread,5,3.402423852
1432,70,and,3,7.126115569
1433,70,pity,4,4.371015388
1434,70,for,3,6.837945999
1435,70,this,4,6.901338909
1436,70,man,3,6.265580656
1437,70,going,5,6.326418485
1438,70,to,2,7.355006441
1439,70,his,3,6.326723177
1440,70,ruin,4,4.454995517
1441,70,for,3,6.837945999
1442,70,no,2,6.775492746
1443,70,visible,7,3.696667859
1444,70,cause,5,5.490848413
1445,70,or,2,6.231208606
1446,70,reason,6,5.285667009
1447,70,and,3,7.126115569
1448,70,it,2,7.27578186
1449,70,came,4,5.66568365
1450,70,into,4,5.926059428
1451,70,her,3,6.452086523
1452,70,mind,4,5.684812329
1453,70,that,4,7.148972369
1454,70,if,2,6.548578339
1455,70,she,3,6.571450902
1456,70,had,3,6.22366309
1457,70,been,4,6.2391404
1458,70,his,3,6.326723177
1459,70,wife,4,5.542156539
1460,70,or,2,6.231208606
1461,70,sister,6,5.255999453
1462,70,she,3,6.571450902
1463,70,would,5,6.246862496
1464,70,have,4,6.789085934
1465,70,devoted,7,3.904617999
1466,70,her,3,6.452086523
1467,70,whole,5,5.585439745
1468,70,life,4,5.900680964
1469,70,to,2,7.355006441
1470,70,saving,6,4.47850801
1471,70,him,3,6.541548453
1472,70,from,4,6.308838249
1473,70,ruin,4,4.454995517
1474,71,his,3,6.326723177
1475,71,wife,4,5.542156539
1476,72,life,4,5.900680964
1477,72,was,3,6.751817351
1478,72,so,2,6.627197752
1479,72,ordered,7,4.567375831
1480,72,that,4,7.148972369
1481,72,here,4,6.655049248
1482,72,he,2,6.882339374
1483,72,was,3,6.751817351
1484,72,living,6,5.19405467
1485,72,in,2,6.989451386
1486,72,his,3,6.326723177
1487,72,great,5,5.913685238
1488,72,house,5,5.710384004
1489,72,alone,5,5.488728489
1490,72,and,3,7.126115569
1491,72,she,3,6.571450902
1492,72,was,3,6.751817351
1493,72,living,6,5.19405467
1494,72,in,2,6.989451386
1495,72,a,1,7.309359959
1496,72,god-forsaken,12,1.5
1497,72,village,7,4.525591505
1498,72,alone,5,5.488728489
1499,72,and,3,7.126115569
1500,72,yet,3,5.533106612
1501,72,for,3,6.837945999
1502,72,some,4,6.236760752
1503,72,reason,6,5.285667009
1504,72,the,3,7.468477762
1505,72,mere,4,3.896060195
1506,72,thought,7,5.907079076
1507,72,that,4,7.148972369
1508,72,he,2,6.882339374
1509,72,and,3,7.126115569
1510,72,she,3,6.571450902
1511,72,might,5,5.712367465
1512,72,be,2,6.758829216
1513,72,close,5,5.340741844
1514,72,to,2,7.355006441
1515,72,one,3,6.486861564
1516,72,another,7,5.706322814
1517,72,and,3,7.126115569
1518,72,equals,6,3.662902004
1519,72,seemed,6,4.734000228
1520,72,impossible,10,4.771265479
1521,72,and,3,7.126115569
1522,72,absurd,6,3.987315819
1523,73,in,2,6.989451386
1524,73,reality,7,4.480481438
1525,73,life,4,5.900680964
1526,73,was,3,6.751817351
1527,73,arranged,8,4.208288091
1528,73,and,3,7.126115569
1529,73,human,5,5.095564313
1530,73,relations,9,3.980253964
1531,73,were,4,6.220255601
1532,73,complicated,11,4.433597372
1533,73,so,2,6.627197752
1534,73,utterly,7,3.689774151
1535,73,beyond,6,4.634454185
1536,73,all,3,6.71221242
1537,73,understanding,13,4.340275946
1538,73,that,4,7.148972369
1539,73,when,4,6.307780386
1540,73,one,3,6.486861564
1541,73,thought,7,5.907079076
1542,73,about,5,6.559491539
1543,73,it,2,7.27578186
1544,73,one,3,6.486861564
1545,73,felt,4,5.078017488
1546,73,uncanny,7,3.178324867
1547,73,and,3,7.126115569
1548,73,one’s,5,1.5
1549,73,heart,5,5.387143004
1550,73,sank,4,3.337157121
1551,74,and,3,7.126115569
1552,74,it,2,7.27578186
1553,74,is,2,6.954274634
1554,74,beyond,6,4.634454185
1555,74,all,3,6.71221242
1556,74,understanding,13,4.340275946
1557,74,she,3,6.571450902
1558,74,thought,7,5.907079076
1559,74,why,3,6.351352121
1560,74,god,3,5.955176933
1561,74,gives,5,4.809162024
1562,74,beauty,6,4.682945756
1563,74,this,4,6.901338909
1564,74,graciousness,12,2.333226827
1565,74,and,3,7.126115569
1566,74,sad,3,4.801439847
1567,74,sweet,5,5.16141785
1568,74,eyes,4,5.344912586
1569,74,to,2,7.355006441
1570,74,weak,4,4.498120187
1571,74,unlucky,7,3.616116597
1572,74,useless,7,4.29958192
1573,74,people—why,10,1.5
1574,74,they,4,6.612501684
1575,74,are,3,6.716181562
1576,74,so,2,6.627197752
1577,74,charming,8,4.448686043
1578,75,here,4,6.655049248
1579,75,we,2,6.954221722
1580,75,must,4,5.844039838
1581,75,turn,4,5.485820905
1582,75,off,3,6.071113093
1583,75,to,2,7.355006441
1584,75,the,3,7.468477762
1585,75,right,5,6.602376646
1586,75,said,4,6.044128492
1587,75,hanov,5,1.5
1588,75,getting,7,5.684882609
1589,75,into,4,5.926059428
1590,75,his,3,6.326723177
1591,75,carriage,8,3.873897505
1592,76,good-by,7,1.5
1593,77,i,1,1.5
1594,77,wish,4,5.370725762
1595,77,you,3,7.62117384
1596,77,all,3,6.71221242
1597,77,things,6,5.840076109
1598,77,good,4,6.416070926
1599,78,and,3,7.126115569
1600,78,again,5,5.898527141
1601,78,she,3,6.571450902
1602,78,thought,7,5.907079076
1603,78,of,2,7.063009914
1604,78,her,3,6.452086523
1605,78,pupils,6,3.559005871
1606,78,of,2,7.063009914
1607,78,the,3,7.468477762
1608,78,examination,11,3.74208325
1609,78,of,2,7.063009914
1610,78,the,3,7.468477762
1611,78,watchman,8,3.395637863
1612,78,of,2,7.063009914
1613,78,the,3,7.468477762
1614,78,school,6,5.522027521
1615,78,council,7,4.228347885
1616,78,and,3,7.126115569
1617,78,when,4,6.307780386
1618,78,the,3,7.468477762
1619,78,wind,4,4.773133415
1620,78,brought,7,5.235674769
1621,78,the,3,7.468477762
1622,78,sound,5,5.155989098
1623,78,of,2,7.063009914
1624,78,the,3,7.468477762
1625,78,retreating,10,2.982030222
1626,78,carriage,8,3.873897505
1627,78,these,5,5.955582169
1628,78,thoughts,8,4.523303733
1629,78,were,4,6.220255601
1630,78,mingled,7,2.246076652
1631,78,with,4,6.702554028
1632,78,others,6,4.996156283
1633,79,she,3,6.571450902
1634,79,longed,6,3.117908945
1635,79,to,2,7.355006441
1636,79,think,5,6.429384465
1637,79,of,2,7.063009914
1638,79,beautiful,9,5.446166803
1639,79,eyes,4,5.344912586
1640,79,of,2,7.063009914
1641,79,love,4,6.046679186
1642,79,of,2,7.063009914
1643,79,the,3,7.468477762
1644,79,happiness,9,4.388744155
1645,79,which,5,5.678154716
1646,79,would,5,6.246862496
1647,79,never,5,6.133762704
1648,79,behis,5,1.5
1649,79,wife,4,5.542156539
1650,80,it,2,7.27578186
1651,80,was,3,6.751817351
1652,80,cold,4,5.113936811
1653,80,in,2,6.989451386
1654,80,the,3,7.468477762
1655,80,morning,7,5.641888236
1656,80,there,5,6.637707563
1657,80,was,3,6.751817351
1658,80,no,2,6.775492746
1659,80,one,3,6.486861564
1660,80,to,2,7.355006441
1661,80,heat,4,4.602527454
1662,80,the,3,7.468477762
1663,80,stove,5,3.880665868
1664,80,the,3,7.468477762
1665,80,watchman,8,3.395637863
1666,80,disappeared,11,4.459151477
1667,80,the,3,7.468477762
1668,80,children,8,5.242734232
1669,80,came,4,5.66568365
1670,80,in,2,6.989451386
1671,80,as,2,6.345177693
1672,80,soon,4,5.410462557
1673,80,as,2,6.345177693
1674,80,it,2,7.27578186
1675,80,was,3,6.751817351
1676,80,light,5,5.217455597
1677,80,bringing,8,4.650340054
1678,80,in,2,6.989451386
1679,80,snow,4,4.495954125
1680,80,and,3,7.126115569
1681,80,mud,3,4.170930022
1682,80,and,3,7.126115569
1683,80,making,6,5.346830004
1684,80,a,1,7.309359959
1685,80,noise,5,4.542254144
1686,80,it,2,7.27578186
1687,80,was,3,6.751817351
1688,80,all,3,6.71221242
1689,80,so,2,6.627197752
1690,80,inconvenient,12,3.216113428
1691,80,so,2,6.627197752
1692,80,comfortless,11,1.768955397
1693,81,her,3,6.452086523
1694,81,abode,5,2.823313059
1695,81,consisted,9,2.75423214
1696,81,of,2,7.063009914
1697,81,one,3,6.486861564
1698,81,little,6,6.159696264
1699,81,room,4,5.64239226
1700,81,and,3,7.126115569
1701,81,the,3,7.468477762
1702,81,kitchen,7,4.765321112
1703,81,close,5,5.340741844
1704,81,by,2,6.12666796
1705,82,her,3,6.452086523
1706,82,head,4,5.569397518
1707,82,ached,5,2.522283064
1708,82,every,5,5.73911624
1709,82,day,3,5.903493735
1710,82,after,5,5.833575592
1711,82,her,3,6.452086523
1712,82,work,4,5.901428551
1713,82,and,3,7.126115569
1714,82,after,5,5.833575592
1715,82,dinner,6,5.306228658
1716,82,she,3,6.571450902
1717,82,had,3,6.22366309
1718,82,heart-burn,10,1.5
1719,83,she,3,6.571450902
1720,83,had,3,6.22366309
1721,83,to,2,7.355006441
1722,83,collect,7,4.300859884
1723,83,money,5,5.80611619
1724,83,from,4,6.308838249
1725,83,the,3,7.468477762
1726,83,school-children,15,1.5
1727,83,for,3,6.837945999
1728,83,wood,4,4.43108336
1729,83,and,3,7.126115569
1730,83,for,3,6.837945999
1731,83,the,3,7.468477762
1732,83,watchman,8,3.395637863
1733,83,and,3,7.126115569
1734,83,to,2,7.355006441
1735,83,give,4,6.066788831
1736,83,it,2,7.27578186
1737,83,to,2,7.355006441
1738,83,the,3,7.468477762
1739,83,school,6,5.522027521
1740,83,guardian,8,3.846928591
1741,83,and,3,7.126115569
1742,83,then,4,6.172459118
1743,83,to,2,7.355006441
1744,83,entreat,7,2.634256823
1745,83,him—that,8,1.5
1746,83,overfed,7,2.246076652
1747,83,insolent,8,3.084225832
1748,83,peasant—for,11,1.5
1749,83,god’s,5,1.5
1750,83,sake,4,4.806780147
1751,83,to,2,7.355006441
1752,83,send,4,5.254203478
1753,83,her,3,6.452086523
1754,83,wood,4,4.43108336
1755,84,and,3,7.126115569
1756,84,at,2,6.506871261
1757,84,night,5,5.936951709
1758,84,she,3,6.571450902
1759,84,dreamed,7,4.186703799
1760,84,of,2,7.063009914
1761,84,examinations,12,2.823313059
1762,84,peasants,8,3.48495874
1763,84,snowdrifts,10,1.893894133
1764,85,and,3,7.126115569
1765,85,this,4,6.901338909
1766,85,life,4,5.900680964
1767,85,was,3,6.751817351
1768,85,making,6,5.346830004
1769,85,her,3,6.452086523
1770,85,grow,4,4.773992838
1771,85,old,3,5.783993644
1772,85,and,3,7.126115569
1773,85,coarse,6,3.136932182
1774,85,making,6,5.346830004
1775,85,her,3,6.452086523
1776,85,ugly,4,4.624474553
1777,85,angular,7,2.194924129
1778,85,and,3,7.126115569
1779,85,awkward,7,4.155751519
1780,85,as,2,6.345177693
1781,85,though,6,5.259382118
1782,85,she,3,6.571450902
1783,85,were,4,6.220255601
1784,85,made,4,5.74860998
1785,85,of,2,7.063009914
1786,85,lead,4,4.919916403
1787,86,she,3,6.571450902
1788,86,was,3,6.751817351
1789,86,always,6,5.815827592
1790,86,afraid,6,5.393306259
1791,86,and,3,7.126115569
1792,86,she,3,6.571450902
1793,86,would,5,6.246862496
1794,86,get,3,6.660628492
1795,86,up,2,6.564072703
1796,86,from,4,6.308838249
1797,86,her,3,6.452086523
1798,86,seat,4,4.895952148
1799,86,and,3,7.126115569
1800,86,not,3,6.733802491
1801,86,venture,7,3.675649508
1802,86,to,2,7.355006441
1803,86,sit,3,5.49268464
1804,86,down,4,6.172676305
1805,86,in,2,6.989451386
1806,86,the,3,7.468477762
1807,86,presence,8,4.31918375
1808,86,of,2,7.063009914
1809,86,a,1,7.309359959
1810,86,member,6,4.458855938
1811,86,of,2,7.063009914
1812,86,the,3,7.468477762
1813,86,zemstvo,7,1.5
1814,86,or,2,6.231208606
1815,86,the,3,7.468477762
1816,86,school,6,5.522027521
1817,86,guardian,8,3.846928591
1818,87,and,3,7.126115569
1819,87,she,3,6.571450902
1820,87,used,4,5.536160752
1821,87,formal,6,3.920223072
1822,87,deferential,11,2.069985393
1823,87,expressions,11,3.007837486
1824,87,when,4,6.307780386
1825,87,she,3,6.571450902
1826,87,spoke,5,4.586520766
1827,87,of,2,7.063009914
1828,87,any,3,6.040556953
1829,87,one,3,6.486861564
1830,87,of,2,7.063009914
1831,87,them,4,6.249541971
1832,88,and,3,7.126115569
1833,88,no,2,6.775492746
1834,88,one,3,6.486861564
1835,88,thought,7,5.907079076
1836,88,her,3,6.452086523
1837,88,attractive,10,4.39116942
1838,88,and,3,7.126115569
1839,88,life,4,5.900680964
1840,88,was,3,6.751817351
1841,88,passing,7,4.414377666
1842,88,drearily,8,1.5
1843,88,without,7,5.549224691
1844,88,affection,9,3.927317889
1845,88,without,7,5.549224691
1846,88,friendly,8,4.415359123
1847,88,sympathy,8,3.922262017
1848,88,without,7,5.549224691
1849,88,interesting,11,4.93745288
1850,88,acquaintances,13,3.032196832
1851,89,how,3,6.484591105
1852,89,awful,5,4.801708427
1853,89,it,2,7.27578186
1854,89,would,5,6.246862496
1855,89,have,4,6.789085934
1856,89,been,4,6.2391404
1857,89,in,2,6.989451386
1858,89,her,3,6.452086523
1859,89,position,8,4.857327772
1860,89,if,2,6.548578339
1861,89,she,3,6.571450902
1862,89,had,3,6.22366309
1863,89,fallen,6,4.228347885
1864,89,in,2,6.989451386
1865,89,love,4,6.046679186
1866,90,hold,4,5.639632357
1867,90,on,2,6.841747977
1868,90,vassilyevna,11,1.5
1869,91,again,5,5.898527141
1870,91,a,1,7.309359959
1871,91,sharp,5,4.376052829
1872,91,ascent,6,2.522283064
1873,91,uphill,6,2.982030222
1874,92,she,3,6.571450902
1875,92,had,3,6.22366309
1876,92,become,6,5.062317952
1877,92,a,1,7.309359959
1878,92,schoolmistress,14,1.893894133
1879,92,from,4,6.308838249
1880,92,necessity,9,3.462095858
1881,92,without,7,5.549224691
1882,92,feeling,7,5.225220184
1883,92,any,3,6.040556953
1884,92,vocation,8,2.925302598
1885,92,for,3,6.837945999
1886,92,it,2,7.27578186
1887,92,and,3,7.126115569
1888,92,she,3,6.571450902
1889,92,had,3,6.22366309
1890,92,never,5,6.133762704
1891,92,thought,7,5.907079076
1892,92,of,2,7.063009914
1893,92,a,1,7.309359959
1894,92,vocation,8,2.925302598
1895,92,of,2,7.063009914
1896,92,serving,7,4.067808473
1897,92,the,3,7.468477762
1898,92,cause,5,5.490848413
1899,92,of,2,7.063009914
1900,92,enlightenment,13,3.166895406
1901,92,and,3,7.126115569
1902,92,it,2,7.27578186
1903,92,always,6,5.815827592
1904,92,seemed,6,4.734000228
1905,92,to,2,7.355006441
1906,92,her,3,6.452086523
1907,92,that,4,7.148972369
1908,92,what,4,6.992508444
1909,92,was,3,6.751817351
1910,92,most,4,5.544444483
1911,92,important,9,5.316648075
1912,92,in,2,6.989451386
1913,92,her,3,6.452086523
1914,92,work,4,5.901428551
1915,92,was,3,6.751817351
1916,92,not,3,6.733802491
1917,92,the,3,7.468477762
1918,92,children,8,5.242734232
1919,92,nor,3,4.555706819
1920,92,enlightenment,13,3.166895406
1921,92,but,3,6.644579913
1922,92,the,3,7.468477762
1923,92,examinations,12,2.823313059
1924,93,and,3,7.126115569
1925,93,what,4,6.992508444
1926,93,time,4,6.291360503
1927,93,had,3,6.22366309
1928,93,she,3,6.571450902
1929,93,for,3,6.837945999
1930,93,thinking,8,5.448807084
1931,93,of,2,7.063009914
1932,93,vocation,8,2.925302598
1933,93,of,2,7.063009914
1934,93,serving,7,4.067808473
1935,93,the,3,7.468477762
1936,93,cause,5,5.490848413
1937,93,of,2,7.063009914
1938,93,enlightenment,13,3.166895406
1939,94,teachers,8,4.056757127
1940,94,badly,5,4.417965549
1941,94,paid,4,4.932315579
1942,94,doctors,7,4.560412114
1943,94,and,3,7.126115569
1944,94,their,5,5.81576261
1945,94,assistants,10,3.388744155
1946,94,with,4,6.702554028
1947,94,their,5,5.81576261
1948,94,terribly,8,4.37318145
1949,94,hard,4,5.487761456
1950,94,work,4,5.901428551
1951,94,have,4,6.789085934
1952,94,not,3,6.733802491
1953,94,even,4,5.94187926
1954,94,the,3,7.468477762
1955,94,comfort,7,4.235823017
1956,94,of,2,7.063009914
1957,94,thinking,8,5.448807084
1958,94,that,4,7.148972369
1959,94,they,4,6.612501684
1960,94,are,3,6.716181562
1961,94,serving,7,4.067808473
1962,94,an,2,6.269886772
1963,94,idea,4,5.554569922
1964,94,or,2,6.231208606
1965,94,the,3,7.468477762
1966,94,people,6,6.041979831
1967,94,as,2,6.345177693
1968,94,their,5,5.81576261
1969,94,heads,5,4.629892018
1970,94,are,3,6.716181562
1971,94,always,6,5.815827592
1972,94,stuffed,7,3.937256411
1973,94,with,4,6.702554028
1974,94,thoughts,8,4.523303733
1975,94,of,2,7.063009914
1976,94,their,5,5.81576261
1977,94,daily,5,4.193837033
1978,94,bread,5,4.452002435
1979,94,of,2,7.063009914
1980,94,wood,4,4.43108336
1981,94,for,3,6.837945999
1982,94,the,3,7.468477762
1983,94,fire,4,5.33287135
1984,94,of,2,7.063009914
1985,94,bad,3,5.735957042
1986,94,roads,5,3.957415133
1987,94,of,2,7.063009914
1988,94,illnesses,9,2.848136643
1989,95,it,2,7.27578186
1990,95,is,2,6.954274634
1991,95,a,1,7.309359959
1992,95,hard-working,12,1.5
1993,95,an,2,6.269886772
1994,95,uninteresting,13,2.522283064
1995,95,life,4,5.900680964
1996,95,and,3,7.126115569
1997,95,only,4,6.034323607
1998,95,silent,6,4.361502239
1999,95,patient,7,4.803316431
2000,95,cart-horses,11,1.5
2001,95,like,4,6.601353593
2002,95,mary,4,4.944370561
2003,95,vassilyevna,11,1.5
2004,95,could,5,6.211487424
2005,95,put,3,5.917681413
2006,95,up,2,6.564072703
2007,95,with,4,6.702554028
2008,95,it,2,7.27578186
2009,95,for,3,6.837945999
2010,95,long,4,5.828821617
2011,95,the,3,7.468477762
2012,95,lively,6,3.609897477
2013,95,nervous,7,4.826621501
2014,95,impressionable,14,2.935286819
2015,95,people,6,6.041979831
2016,95,who,3,6.34633612
2017,95,talked,6,5.010086642
2018,95,about,5,6.559491539
2019,95,vocation,8,2.925302598
2020,95,and,3,7.126115569
2021,95,serving,7,4.067808473
2022,95,the,3,7.468477762
2023,95,idea,4,5.554569922
2024,95,were,4,6.220255601
2025,95,soon,4,5.410462557
2026,95,weary,5,3.620213746
2027,95,of,2,7.063009914
2028,95,it,2,7.27578186
2029,95,and,3,7.126115569
2030,95,gave,4,5.38627033
2031,95,up,2,6.564072703
2032,95,the,3,7.468477762
2033,95,work,4,5.901428551
2034,96,semyon,6,1.5
2035,96,kept,4,4.950798985
2036,96,picking,7,4.511680528
2037,96,out,3,6.58659127
2038,96,the,3,7.468477762
2039,96,driest,6,2.069985393
2040,96,and,3,7.126115569
2041,96,shortest,8,3.200319161
2042,96,way,3,6.15314149
2043,96,first,5,5.923987626
2044,96,by,2,6.12666796
2045,96,a,1,7.309359959
2046,96,meadow,6,3.360020004
2047,96,then,4,6.172459118
2048,96,by,2,6.12666796
2049,96,the,3,7.468477762
2050,96,backs,5,3.894978515
2051,96,of,2,7.063009914
2052,96,the,3,7.468477762
2053,96,village,7,4.525591505
2054,96,huts,4,3.047708998
2055,96,but,3,6.644579913
2056,96,in,2,6.989451386
2057,96,one,3,6.486861564
2058,96,place,5,5.779495619
2059,96,the,3,7.468477762
2060,96,peasants,8,3.48495874
2061,96,would,5,6.246862496
2062,96,not,3,6.733802491
2063,96,let,3,6.383085948
2064,96,them,4,6.249541971
2065,96,pass,4,5.033379659
2066,96,in,2,6.989451386
2067,96,another,7,5.706322814
2068,96,it,2,7.27578186
2069,96,was,3,6.751817351
2070,96,the,3,7.468477762
2071,96,priest’s,8,1.5
2072,96,land,4,4.944563838
2073,96,and,3,7.126115569
2074,96,they,4,6.612501684
2075,96,could,5,6.211487424
2076,96,not,3,6.733802491
2077,96,cross,5,4.740231246
2078,96,it,2,7.27578186
2079,96,in,2,6.989451386
2080,96,another,7,5.706322814
2081,96,ivan,4,1.5
2082,96,ionov,5,1.5
2083,96,had,3,6.22366309
2084,96,bought,6,4.931619355
2085,96,a,1,7.309359959
2086,96,plot,4,4.064155849
2087,96,from,4,6.308838249
2088,96,the,3,7.468477762
2089,96,landowner,9,2.592864138
2090,96,and,3,7.126115569
2091,96,had,3,6.22366309
2092,96,dug,3,3.950798985
2093,96,a,1,7.309359959
2094,96,ditch,5,3.896060195
2095,96,round,5,4.82254598
2096,96,it,2,7.27578186
2097,97,they,4,6.612501684
2098,97,kept,4,4.950798985
2099,97,having,6,5.460714485
2100,97,to,2,7.355006441
2101,97,turn,4,5.485820905
2102,97,back,4,6.302422402
2103,98,they,4,6.612501684
2104,98,reached,7,4.392893497
2105,98,nizhneye,8,1.5
2106,98,gorodistche,11,1.5
2107,99,near,4,4.919097559
2108,99,the,3,7.468477762
2109,99,tavern,6,3.493231266
2110,99,on,2,6.841747977
2111,99,the,3,7.468477762
2112,99,dung-strewn,11,1.5
2113,99,earth,5,4.997270189
2114,99,where,5,6.261911244
2115,99,the,3,7.468477762
2116,99,snow,4,4.495954125
2117,99,was,3,6.751817351
2118,99,still,5,5.896340991
2119,99,lying,5,4.94243304
2120,99,there,5,6.637707563
2121,99,stood,5,4.411090031
2122,99,wagons,6,3.51194223
2123,99,that,4,7.148972369
2124,99,had,3,6.22366309
2125,99,brought,7,5.235674769
2126,99,great,5,5.913685238
2127,99,bottles,7,4.126254846
2128,99,of,2,7.063009914
2129,99,crude,5,3.48495874
2130,99,sulphuric,9,2.371015388
