RECORDING_SESSION_LABEL,story,sentence,norm_dt_smooth
id3,SM,107,0.24137917340564705
id3,SM,108,0.2340129797936624
id3,SM,109,0.19593298417848534
id3,SM,110,0.15241192912260515
id3,SM,111,0.1253922842019201
id3,SM,112,0.11291198164913092
id3,SM,113,0.18397686232885394
id3,SM,114,0.2104878155776358
id3,SM,115,0.2190160223220418
id3,SM,116,0.24040167207516716
id3,SM,117,0.22633074272643436
id3,SM,118,0.18484973712629862
id3,SM,119,0.18760596902340682
id3,SM,120,0.20545554459753318
id3,SM,121,0.21226613394515356
id3,SM,122,0.2573067029619188
id3,SM,123,0.2460565601013128
id3,SM,124,0.24399828532371276
id3,SM,125,0.22700834120860577
id3,SM,126,0.1991648591975587
id3,SM,127,0.16073462759516513
id3,SM,128,0.1446695984658619
id3,SM,129,0.1810559689317845
id3,SM,130,0.1966287358339375
id3,SM,131,0.20313056226013382
id3,SM,132,0.1970708264289734
id3,SM,133,0.21572535148901556
id3,SM,134,0.19935182247950717
id3,SM,135,0.1709021005312136
id3,SM,136,0.1861055680958202
id3,SM,137,0.17172874897863666
id3,SM,138,0.24614614152657924
id3,SM,139,0.31124711267697747
id3,SM,140,0.3104945580638429
id3,SM,141,0.30379190145755064
id3,SM,142,0.3625404084969152
id3,SM,143,0.28299008977951134
id3,SM,144,0.16968319972330667
id3,SM,145,0.18520225300396587
id3,SM,146,0.17832340389104626
id3,SM,147,0.12750355964992424
id3,SM,148,0.10964196535125499
id3,SM,149,0.15219887938696075
id3,SM,150,0.15123131271445536
id3,SM,151,0.21002128694555972
id3,SM,152,0.27322708587401856
id3,SM,153,0.2938347127255786
id3,SM,154,0.29694478812134584
id3,SM,155,0.3341998760576016
id3,SM,156,0.3514230237471848
id3,SM,157,0.28450513482866563
id3,SM,158,0.3523273850650351
id3,SM,159,0.321909805563905
id3,SM,160,0.31424791063732427
id3,SM,161,0.25824401328454566
id3,SM,162,0.28192458735906867
id3,SM,163,0.22583256088569942
id3,SM,164,0.223546908556819
id3,SM,165,0.27620614432802626
id3,SM,166,0.25092218643585734
id3,SM,167,0.2701301520835095
id3,SM,168,0.2371599661396079
id3,SM,169,0.2796234345814149
id3,SM,170,0.22554212351932873
id3,SM,171,0.271683729908604
id3,SM,172,0.2651750194901058
id3,SM,173,0.2886261789708048
id3,SM,174,0.24732232052228817
id3,SM,175,0.188635183518101
id3,SM,176,0.1722089536802858
id3,SM,177,0.15402592914763358
id3,SM,178,0.1426751163420056
id3,SM,179,0.13844898214423582
id3,SM,180,0.1558284510837426
id3,SM,181,0.1355977922697118
id3,SM,182,0.1451540813535938
id3,SM,183,0.1488401571075638
id3,SM,184,0.1913656324726232
id3,SM,185,0.1858721659643442
id3,SM,186,0.2296229579328876
id3,SM,187,0.222311406943351
id3,SM,188,0.21715196213801002
id3,SM,189,0.25092688054076884
id3,SM,190,0.274822224309412
id3,SM,191,0.24030436533773178
id3,SM,192,0.3434690189862166
id3,SM,193,0.3346175000561134
id3,SM,194,0.2864317747841208
id3,SM,195,0.2637844612707564
id3,SM,196,0.2654843770964362
id3,SM,197,0.1650693310275832
id3,SM,198,0.202261537004645
id3,SM,199,0.202261537004645
id3,SM,200,0.202261537004645
id3,SM,201,0.202261537004645
id3,SM,202,0.202261537004645
id5,SM,0,0.330533626243179
id5,SM,1,0.276348495474872
id5,SM,2,0.27026685724281896
id5,SM,3,0.2737154399578266
id5,SM,4,0.3010267049370598
id5,SM,5,0.2933083415768298
id5,SM,6,0.3001837320181038
id5,SM,7,0.30344648212156045
id5,SM,8,0.3231463408020872
id5,SM,9,0.2952601175432715
id5,SM,10,0.3268316872038166
id5,SM,11,0.27408335407386203
id5,SM,12,0.27247989986653987
id5,SM,13,0.24427949507295327
id5,SM,14,0.2636477992639053
id5,SM,15,0.23757987511072187
id5,SM,16,0.30103773270221057
id5,SM,17,0.2775705478854518
id5,SM,18,0.26014794097604
id5,SM,19,0.25874901684192664
id5,SM,20,0.2559052774120322
id5,SM,21,0.2688298470678688
id5,SM,22,0.2783574287084126
id5,SM,23,0.2933783915280948
id5,SM,24,0.2585675493660512
id5,SM,25,0.2320401575101622
id5,SM,26,0.21155200143264183
id5,SM,27,0.21651112854421437
id5,SM,28,0.22523341176155198
id5,SM,29,0.22856330198007319
id5,SM,30,0.2586662671161658
id5,SM,31,0.2657537787266326
id5,SM,32,0.28027781153517883
id5,SM,33,0.2866324787304718
id5,SM,34,0.28420701327743403
id5,SM,35,0.2548302822254594
id5,SM,36,0.2359472509133468
id5,SM,37,0.21705673280491142
id5,SM,38,0.2303597778558654
id5,SM,39,0.26192090302042476
id5,SM,40,0.23530303135326786
id5,SM,41,0.22156920154338772
id5,SM,42,0.2279318817124553
id5,SM,43,0.21602702354499304
id5,SM,44,0.19877734427191107
id5,SM,45,0.2630160465984344
id5,SM,46,0.2960214608213424
id5,SM,47,0.29111822506285484
id5,SM,48,0.3146900075000124
id5,SM,49,0.30819882568672763
id5,SM,50,0.28628447281255764
id5,SM,51,0.2366404958866898
id5,SM,52,0.2313708932746112
id5,SM,53,0.1974379406529208
id5,SM,54,0.1758022376233316
id5,SM,55,0.1456806267404671
id5,SM,56,0.19380007777098113
id5,SM,57,0.2079151548607649
id5,SM,58,0.18024674733846358
id5,SM,59,0.23336499242772718
id5,SM,60,0.26051188812129306
id5,SM,61,0.22765268306537084
id5,SM,62,0.18691783303188242
id5,SM,63,0.2515992611830737
id5,SM,64,0.22317249089885388
id5,SM,65,0.20881106269068112
id5,SM,66,0.18859749097351672
id5,SM,67,0.2480191733610908
id5,SM,68,0.20671600867032622
id5,SM,69,0.2045538568436612
id5,SM,70,0.22996012645027902
id5,SM,71,0.23588636957617443
id5,SM,72,0.3012359606283984
id5,SM,73,0.3206364194901882
id5,SM,74,0.316898349625023
id5,SM,75,0.2854886794908338
id5,SM,76,0.29858228734414116
id5,SM,77,0.20383026931525322
id5,SM,78,0.178151013798554
id5,SM,79,0.1847516137143724
id5,SM,80,0.2146174796540204
id5,SM,81,0.24266644146412322
id5,SM,82,0.2440577924462736
id5,SM,83,0.2553854766032614
id5,SM,84,0.23784208281116737
id5,SM,85,0.25679985007180883
id5,SM,86,0.2296161531750264
id5,SM,87,0.253588492652163
id5,SM,88,0.23363447472233978
id5,SM,89,0.2425439751235706
id5,SM,90,0.21778262071893256
id5,SM,91,0.23017154667745182
id5,SM,92,0.23732623773068337
id5,SM,93,0.25576481001343215
id5,SM,94,0.24381865252519094
id5,SM,95,0.2457092891681898
id5,SM,96,0.2173934343193286
id5,SM,97,0.17884327565365982
id5,SM,98,0.1908126757377548
id5,SM,99,0.19615812004260622
id5,SM,100,0.2097797167443908
id5,SM,101,0.23437109838178322
id5,SM,102,0.2005445139899135
id5,SM,103,0.17608594925902069
id5,SM,104,0.18051849862781869
id5,SM,105,0.1924526652654011
id5,SM,106,0.1719183128816817
id5,SM,107,0.2810040548033338
id5,SM,108,0.28099118902218434
id5,SM,109,0.3029881320365648
id5,SM,110,0.26025328532698644
id5,SM,111,0.25084379960285264
id5,SM,112,0.16737343807777622
id5,SM,113,0.1765907805959476
id5,SM,114,0.14750479216817142
id5,SM,115,0.1384642221840764
id5,SM,116,0.1583527271613548
id5,SM,117,0.13330772972907534
id5,SM,118,0.15193292729397892
id5,SM,119,0.16329984493959632
id5,SM,120,0.1847634812449563
id5,SM,121,0.1971785701821051
id5,SM,122,0.220944527027781
id5,SM,123,0.1929846911217582
id5,SM,124,0.176887953280515
id5,SM,125,0.177486347855914
id5,SM,126,0.13968239424485257
id5,SM,127,0.13830205392420436
id5,SM,128,0.12209721433232246
id5,SM,129,0.14452520307725386
id5,SM,130,0.10992045081162094
id5,SM,131,0.1269660418370586
id5,SM,132,0.18029876382235419
id5,SM,133,0.20336044948970566
id5,SM,134,0.19278361218196366
id5,SM,135,0.19718181682020136
id5,SM,136,0.17014304562463273
id5,SM,137,0.1277417826170239
id5,SM,138,0.1896610582772499
id5,SM,139,0.21834631473843089
id5,SM,140,0.2141923682166683
id5,SM,141,0.30151867108920116
id5,SM,142,0.3094218928382032
id5,SM,143,0.24336007309716895
id5,SM,144,0.21605171224902256
id5,SM,145,0.2531278176489664
id5,SM,146,0.1844060649942132
id5,SM,147,0.19052755377908298
id5,SM,148,0.1791334410885606
id5,SM,149,0.1976163655271888
id5,SM,150,0.17096761928015897
id5,SM,151,0.19377734586216178
id5,SM,152,0.20080446398229118
id5,SM,153,0.2798937658116052
id5,SM,154,0.2515775423052458
id5,SM,155,0.24851483377956823
id5,SM,156,0.2555495570058882
id5,SM,157,0.21579123185768342
id5,SM,158,0.18789431960392283
id5,SM,159,0.22477754513323145
id5,SM,160,0.22187324820278437
id5,SM,161,0.19893257073768358
id5,SM,162,0.20535905752998035
id5,SM,163,0.18551491567214734
id5,SM,164,0.17367690646675554
id5,SM,165,0.304632178881704
id5,SM,166,0.2816222482719166
id5,SM,167,0.3341645848653214
id5,SM,168,0.30388409405676364
id5,SM,169,0.3693981422180314
id5,SM,170,0.27699610200204383
id5,SM,171,0.3119622381516144
id5,SM,172,0.24387652430825496
id5,SM,173,0.24359920779090416
id5,SM,174,0.13643239712770572
id5,SM,175,0.09597594830298098
id5,SM,176,0.07241394158480514
id5,SM,177,0.08714292176809074
id5,SM,178,0.09566493390668873
id5,SM,179,0.17114380210898603
id5,SM,180,0.17373559722696938
id5,SM,181,0.17788505143473804
id5,SM,182,0.2062049749778092
id5,SM,183,0.22099308179314123
id5,SM,184,0.1530541331569692
id5,SM,185,0.1517762559388825
id5,SM,186,0.16919919623151108
id5,SM,187,0.15981016895471786
id5,SM,188,0.15900323503802766
id5,SM,189,0.20595329254453693
id5,SM,190,0.2106305590426872
id5,SM,191,0.18995932093483842
id5,SM,192,0.2004290738281928
id5,SM,193,0.17360601781311352
id5,SM,194,0.13528999262889213
id5,SM,195,0.12401054331901311
id5,SM,196,0.12849788843513527
id5,SM,197,0.12185460449803831
id5,SM,198,0.14094693426488836
id5,SM,199,0.14094693426488836
id5,SM,200,0.14094693426488836
id5,SM,201,0.14094693426488836
id5,SM,202,0.14094693426488836
id7,SM,0,0.2285832380550726
id7,SM,1,0.1824948431597686
id7,SM,2,0.14850418375362423
id7,SM,3,0.1585914410396982
id7,SM,4,0.14662657726253903
id7,SM,5,0.13601949625966445
id7,SM,6,0.14425370767664705
id7,SM,7,0.14422097740719664
id7,SM,8,0.14929652971979007
id7,SM,9,0.15148738208684026
id7,SM,10,0.1637282103110424
id7,SM,11,0.1826074204352044
id7,SM,12,0.16789938476739188
id7,SM,13,0.19841200712700027
id7,SM,14,0.2010663090332343
id7,SM,15,0.1962963158240667
id7,SM,16,0.16472798441029468
id7,SM,17,0.19421328814749278
id7,SM,18,0.13167094040421778
id7,SM,19,0.13488499305258256
id7,SM,20,0.14625484313274117
id7,SM,21,0.150949120099043
id7,SM,22,0.13314697661061758
id7,SM,23,0.154635717506605
id7,SM,24,0.14848245544840982
id7,SM,25,0.16342532308257202
id7,SM,26,0.1615478258016744
id7,SM,27,0.18069517671876917
id7,SM,28,0.18240081002299083
id7,SM,29,0.1728180120272214
id7,SM,30,0.16822505500637402
id7,SM,31,0.1923828269250332
id7,SM,32,0.1971927066466146
id7,SM,33,0.19328704024838742
id7,SM,34,0.193599247436459
id7,SM,35,0.179910984798548
id7,SM,36,0.174357025347689
id7,SM,37,0.14023132903672075
id7,SM,38,0.14208511260906956
id7,SM,39,0.16544652196980553
id7,SM,40,0.15029528703495382
id7,SM,41,0.14020472661363603
id7,SM,42,0.1549366561987341
id7,SM,43,0.16576475110924188
id7,SM,44,0.14469110864987406
id7,SM,45,0.1546916602763918
id7,SM,46,0.1422559908232222
id7,SM,47,0.1332640910420718
id7,SM,48,0.13687809876532037
id7,SM,49,0.11765857375799642
id7,SM,50,0.1209997512897972
id7,SM,51,0.13192417224562863
id7,SM,52,0.13487645453739344
id7,SM,53,0.13014332437267542
id7,SM,54,0.1908072124773356
id7,SM,55,0.1838331267809418
id7,SM,56,0.1922660242401144
id7,SM,57,0.26588428134317316
id7,SM,58,0.2366925541415089
id7,SM,59,0.19784890599070187
id7,SM,60,0.19018345334843317
id7,SM,61,0.21242142850270218
id7,SM,62,0.1441328411002558
id7,SM,63,0.22442898474518874
id7,SM,64,0.23617849808482552
id7,SM,65,0.2722350227039468
id7,SM,66,0.2451117677751656
id7,SM,67,0.2873187793793952
id7,SM,68,0.23096206268863062
id7,SM,69,0.226827422237836
id7,SM,70,0.20952876307457102
id7,SM,71,0.22273535257309338
id7,SM,72,0.2273999420908514
id7,SM,73,0.2230869009248412
id7,SM,74,0.2169999499830948
id7,SM,75,0.206928444181868
id7,SM,76,0.18713538450079098
id7,SM,77,0.148163491433071
id7,SM,78,0.1625701908616874
id7,SM,79,0.1688877048366758
id7,SM,80,0.1690290888481602
id7,SM,81,0.187882861856386
id7,SM,82,0.1781376757860794
id7,SM,83,0.17401588658553518
id7,SM,84,0.1582251746126207
id7,SM,85,0.16876023288491174
id7,SM,86,0.12595565338201173
id7,SM,87,0.11248256708412327
id7,SM,88,0.10493418858491828
id7,SM,89,0.12224051052269577
id7,SM,90,0.1153636210376646
id7,SM,91,0.14701090797482635
id7,SM,92,0.16588245745021798
id7,SM,93,0.1563665399002338
id7,SM,94,0.1280862392860846
id7,SM,95,0.1379290696973512
id7,SM,96,0.14048287174807722
id7,SM,97,0.1442512605764302
id7,SM,98,0.148511055302344
id7,SM,99,0.1760418065690194
id7,SM,100,0.15149989152727084
id7,SM,101,0.12561858918665403
id7,SM,102,0.15463587224646763
id7,SM,103,0.25547297272564085
id7,SM,104,0.24531405564687386
id7,SM,105,0.2745902386582448
id7,SM,106,0.2872242004011008
id7,SM,107,0.2581269424012154
id7,SM,108,0.1569156452247348
id7,SM,109,0.13741596006817175
id7,SM,110,0.13350661736439334
id7,SM,111,0.12665875289861864
id7,SM,112,0.10462335512906315
id7,SM,113,0.09556427696561656
id7,SM,114,0.10886457218244965
id7,SM,115,0.09072157601781503
id7,SM,116,0.09139185427696493
id7,SM,117,0.08794682116559852
id7,SM,118,0.14114831656183893
id7,SM,119,0.1435182289781191
id7,SM,120,0.1647545540475199
id7,SM,121,0.20349504152577153
id7,SM,122,0.2089189914022474
id7,SM,123,0.15059409508220858
id7,SM,124,0.1626008501652844
id7,SM,125,0.14822189114051282
id7,SM,126,0.11976908300821218
id7,SM,127,0.14123985494443464
id7,SM,128,0.15084392738227118
id7,SM,129,0.16657643286689497
id7,SM,130,0.19240805875082498
id7,SM,131,0.18441302687664715
id7,SM,132,0.21183267034294734
id7,SM,133,0.23540699239531276
id7,SM,134,0.228473135439001
id7,SM,135,0.2045069501781056
id7,SM,136,0.20539061431674419
id7,SM,137,0.1726920188215308
id7,SM,138,0.2896113994412478
id7,SM,139,0.3234317410274754
id7,SM,140,0.32791074058462
id7,SM,141,0.3175196814647673
id7,SM,142,0.3154922186083979
id7,SM,143,0.18090064340244874
id7,SM,144,0.15276879303221313
id7,SM,145,0.14959771249221512
id7,SM,146,0.15193416732144202
id7,SM,147,0.14099991311935825
id7,SM,148,0.13018323786605243
id7,SM,149,0.11027713529107083
id7,SM,150,0.09790740909106203
id7,SM,151,0.12309353712290323
id7,SM,152,0.13594372889117842
id7,SM,153,0.1685537237391948
id7,SM,154,0.1946556757685038
id7,SM,155,0.273957582002404
id7,SM,156,0.4335316846986088
id7,SM,157,0.45618793165161
id7,SM,158,0.4556134074294816
id7,SM,159,0.43986942786869576
id7,SM,160,0.38169976639256487
id7,SM,161,0.20652591053864722
id7,SM,162,0.1710318635162794
id7,SM,163,0.162407616581883
id7,SM,164,0.1663153170145738
id7,SM,165,0.1983171955609434
id7,SM,166,0.211547036302376
id7,SM,167,0.24165886465040778
id7,SM,168,0.226210546677618
id7,SM,169,0.23594023699124184
id7,SM,170,0.19150437918598678
id7,SM,171,0.2033539412673882
id7,SM,172,0.20235608340790182
id7,SM,173,0.2326094169628258
id7,SM,174,0.19288517074708028
id7,SM,175,0.18980992725452608
id7,SM,176,0.17219082715140088
id7,SM,177,0.1578201620689485
id7,SM,178,0.12096618356201416
id7,SM,179,0.1809370889390677
id7,SM,180,0.1899826887110973
id7,SM,181,0.20476264959177573
id7,SM,182,0.2027192759710817
id7,SM,183,0.22272470444048303
id7,SM,184,0.1750923906910474
id7,SM,185,0.165962151189865
id7,SM,186,0.1542634694706522
id7,SM,187,0.14677738874361118
id7,SM,188,0.12286599351404426
id7,SM,189,0.12704285064618565
id7,SM,190,0.13018350891466327
id7,SM,191,0.11544924225195766
id7,SM,192,0.10723164337814177
id7,SM,193,0.09484970966699632
id7,SM,194,0.10963215186509712
id7,SM,195,0.09557673030163984
id7,SM,196,0.11262006983799884
id7,SM,197,0.1317949847292515
id7,SM,198,0.1501016994810976
id7,SM,199,0.1501016994810976
id7,SM,200,0.1501016994810976
id7,SM,201,0.1501016994810976
id7,SM,202,0.1501016994810976
id8,SM,0,0.4437097421242414
id8,SM,1,0.36593357781260877
id8,SM,2,0.33152163015737035
id8,SM,3,0.26915228615677
id8,SM,4,0.2938390837912512
id8,SM,5,0.309106369552005
id8,SM,6,0.3039865538687126
