,Unnamed: 0.1,category,proportion,RECORDING_SESSION_LABEL,IA_DWELL_TIME,IA_REGRESSION_PATH_DURATION,IA_AVERAGE_FIX_PUPIL_SIZE,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT_FULL_COUNT,word,story,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral.1,positive,word_length,concreteness,valence_avg,valence_max,valence_min,arousal_avg,arousal_max,arousal_min,word_freq,Unnamed: 0,0,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score,tally
110,110.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,2.0,EL,0.7351493239402771,0.049326729029417,0.0965346693992614,0.0096698170527815,0.0258639082312583,0.0255173351615667,0.0579381957650184,0.3578586280345917,0.5191752910614014,0.122965969145298,3.333333333333333,2.773333333333333,0.408,0.408,0.408,0.382,0.382,0.382,20.199016169,110,You mustn’t!”,141.30549637835531,354.9126544524925,,0.2812100553898594,0.2812100553898594,1.57,1
111,111.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,19.0,EL,0.6126406788825989,0.3118375241756439,0.0231470353901386,0.0008112702635116,0.0164204929023981,0.0336440056562423,0.0014990556519478,0.839133083820343,0.1529474705457687,0.0079193916171789,4.578947368421052,2.667222222222222,0.4918888888888888,0.786,0.06,0.524,0.878,0.09,106.390994173,111,And Vorotov did not sleep all night afterwards; he was tortured by shame; he blamed himself and thought intensely.,1342.4022155943755,3371.6702172986797,,2.671495526203664,2.671495526203664,1.57,1
112,112.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,21.0,EL,0.7920625805854797,0.1555487364530563,0.0056596496142446,0.0013977747876197,0.0283632222563028,0.014168825931847,0.0027992164250463,0.7684629559516907,0.2256270051002502,0.0059101223014295,3.6666666666666665,2.489047619047619,0.481,0.757,0.085,0.4655,0.831,0.269,134.126766548,112,"It seemed to him that he had insulted the girl by his declaration, that she would not come to him again.",1483.707711972731,3726.582871751172,,2.9527055815935235,2.9527055815935235,1.57,1
113,113.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,22.0,EL,0.0431435853242874,0.0510896928608417,0.0045836446806788,0.0093313138931989,0.3571233749389648,0.5232985019683838,0.0114298705011606,0.0531215891242027,0.8921215534210205,0.0547568760812282,4.045454545454546,2.731818181818182,0.6502222222222223,0.774,0.562,0.3667777777777778,0.555,0.235,133.88280428,113,"He resolved to find out her address from the address bureau in the morning, and to write her a letter of apology.",1554.3604601619086,3904.0391989774175,,3.093310609288453,3.093310609288453,1.57,1
114,114.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,6.0,EL,0.3375621438026428,0.1130271106958389,0.0078279757872223,0.0024113412946462,0.0819847881793975,0.3634460270404815,0.0937404930591583,0.1986447274684906,0.765040934085846,0.0363143645226955,4.333333333333333,2.614,0.5820000000000001,0.635,0.529,0.274,0.279,0.269,35.33929743,114,But Alice came without a letter.,423.916489135066,1064.7379633574776,,0.8436301661695782,0.8436301661695782,1.57,1
115,115.0,4,0.5107296137339056,17,0.0,0.0,empty,0.0,0.0,41.0,EL,0.0044296383857727,0.1815768629312515,0.7801653742790222,0.0046122912317514,0.017732860520482,0.006342526525259,0.005140465684235,0.5714471340179443,0.3828912079334259,0.0456616096198558,4.219512195121951,2.638292682926829,0.6350526315789474,0.908,0.073,0.4196315789473684,0.642,0.189,233.255430434,115,"For the first minute she felt uncomfortable, then she opened a book and began briskly and rapidly translating as usual:  “‘Oh, young gentleman, don’t tear those flowers in my garden which I want to be giving to my ill daughter....’”",2896.762675756284,7275.709416276096,,5.764806135492117,5.764806135492117,1.57,1
116,116.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,6.0,EL,0.0043541844934225,0.0130797354504466,0.002883514156565,0.0102687086910009,0.9198752045631408,0.0230462905019521,0.0264922976493835,0.0259925127029418,0.7959295511245728,0.1780778616666793,3.5,2.858333333333333,0.624,0.719,0.529,0.269,0.269,0.269,39.124103233,116,She still comes to this day.,423.916489135066,1064.7379633574776,,0.8436301661695782,0.8436301661695782,1.57,1
117,117.0,0,0.0,17,0.0,0.0,empty,0.0,0.0,37.0,EL,0.0392663888633251,0.3040430247783661,0.010954599827528,0.0089447051286697,0.6081653833389282,0.0159221906214952,0.0127037139609456,0.2678970396518707,0.6563413739204407,0.0757617503404617,4.54054054054054,2.6285294117647062,0.6465882352941177,0.802,0.531,0.3714705882352941,0.663,0.21,212.37813135,117,"Four books have already been translated, but Vorotov knows no French but the word “Mémoires,” and when he is asked about his literary researches, he waves his hand, and without answering, turns the conversation to the weather.",2614.151682999573,6565.884107371112,,5.202386024712399,5.202386024712399,1.57,1
14,14.0,0,0.0,23,0.0,0.0,empty,0.0,0.0,2.0,EL,0.0480286888778209,0.1325065344572067,0.0634163916110992,0.0141092985868453,0.6804285049438477,0.0466886982321739,0.0148218255490064,0.0107611371204257,0.15492844581604,0.8343104124069214,3.0,2.14,,,,,,,12.59947095,14,"Yes, yes...",439.9175257731959,484.4329896907217,28.551808844076888,0.4536082474226804,0.3298969072164949,2.86,1
16,16.0,0,0.0,23,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0065799173898994,0.0029147600289434,0.0275458898395299,0.8321048617362976,0.0763309448957443,0.0030491137877106,0.0514744818210601,0.0020576973911374,0.0375015102326869,0.9604409337043762,9.0,2.86,0.938,0.938,0.938,0.664,0.664,0.664,4.112035602,16,Delighted!”,239.21804511278197,341.22556390977445,10.514386484937038,0.3007518796992481,0.2406015037593984,2.86,1
33,33.0,4,1.0,23,0.0,0.0,empty,0.0,0.0,4.0,EL,0.0010399254970252,0.0035552729386836,0.0012447821209207,0.0022956449538469,0.0097334384918212,0.974306583404541,0.0078242970630526,0.8327959775924683,0.1450311839580536,0.0221728514879941,2.4,2.6275,0.337,0.449,0.225,0.2775,0.333,0.222,26.922888732,33,It’s a sad thing!”,729.4797687861271,1461.664739884393,30.529965741186416,0.6242774566473989,0.9248554913294798,2.86,1
110,110.0,1,0.8571428571428571,23,0.0,0.0,empty,0.0,0.0,2.0,EL,0.7351493239402771,0.049326729029417,0.0965346693992614,0.0096698170527815,0.0258639082312583,0.0255173351615667,0.0579381957650184,0.3578586280345917,0.5191752910614014,0.122965969145298,3.333333333333333,2.773333333333333,0.408,0.408,0.408,0.382,0.382,0.382,20.199016169,110,You mustn’t!”,435.702479338843,1636.0330578512396,24.299044181643865,0.4628099173553718,0.4462809917355372,2.86,1
11,11.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0070505728945136,0.0022600279189646,0.024726441130042,0.8142812252044678,0.0802353098988533,0.0034330103080719,0.068013347685337,0.0024085706099867,0.0479586571455001,0.9496328830718994,9.0,,0.938,0.938,0.938,0.664,0.664,0.664,4.112035602,11,“Delighted!,205.00699300699296,366.9510489510489,11.113365711611324,0.2517482517482517,0.2587412587412587,1.71,1
16,16.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0065799173898994,0.0029147600289434,0.0275458898395299,0.8321048617362976,0.0763309448957443,0.0030491137877106,0.0514744818210601,0.0020576973911374,0.0375015102326869,0.9604409337043762,9.0,2.86,0.938,0.938,0.938,0.664,0.664,0.664,4.112035602,16,Delighted!”,197.7537313432836,763.9626865671642,11.58034130335166,0.2388059701492537,0.2462686567164178,1.71,1
33,33.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,4.0,EL,0.0010399254970252,0.0035552729386836,0.0012447821209207,0.0022956449538469,0.0097334384918212,0.974306583404541,0.0078242970630526,0.8327959775924683,0.1450311839580536,0.0221728514879941,2.4,2.6275,0.337,0.449,0.225,0.2775,0.333,0.222,26.922888732,33,It’s a sad thing!”,876.9717514124294,1396.7909604519775,36.65779456944961,1.310734463276836,1.3559322033898304,1.71,1
46,46.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,7.0,EL,0.008707626722753,0.0144352605566382,0.0062907710671424,0.0093816863372921,0.9545215964317322,0.0035003980156034,0.0031627607531845,0.0349906384944915,0.8522924780845642,0.1127168238162994,3.5,3.127142857142857,0.781,0.828,0.74,0.3876666666666666,0.537,0.283,44.257752116,46,We’ll take some author and read him.”,1230.7719298245613,2316.3859649122805,60.46415812336052,1.4327485380116958,1.719298245614035,1.71,1
60,60.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,4.0,EL,0.0090212635695934,0.0859048962593078,0.1033393070101738,0.0058753560297191,0.0321737937629222,0.0035752630792558,0.7601101398468018,0.2506086230278015,0.5805764198303223,0.1688150316476822,3.2,2.325,0.3815,0.449,0.314,0.4425,0.663,0.222,27.057623126,60,It’s a strange thing!,779.958762886598,2882.721649484537,32.691870313725985,1.1134020618556704,1.0721649484536084,1.71,1
105,105.0,0,0.0,15,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0301747377961874,0.0245549231767654,0.0253932457417249,0.049841683357954,0.7002174258232117,0.0793177485466003,0.0905002728104591,0.188352420926094,0.7305243015289307,0.0811232328414917,1.0,3.93,,,,,,,1.5,105,I...,205.04455445544556,1060.3316831683169,6.988942300392504,0.2871287128712871,0.306930693069307,1.71,1
11,11.0,1,0.5,19,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0070505728945136,0.0022600279189646,0.024726441130042,0.8142812252044678,0.0802353098988533,0.0034330103080719,0.068013347685337,0.0024085706099867,0.0479586571455001,0.9496328830718994,9.0,,0.938,0.938,0.938,0.664,0.664,0.664,4.112035602,11,“Delighted!,237.00000000000003,237.72222222222223,6.250886009566566,0.0972222222222222,0.0833333333333333,1.14,1
16,16.0,0,0.0,8,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0065799173898994,0.0029147600289434,0.0275458898395299,0.8321048617362976,0.0763309448957443,0.0030491137877106,0.0514744818210601,0.0020576973911374,0.0375015102326869,0.9604409337043762,9.0,2.86,0.938,0.938,0.938,0.664,0.664,0.664,4.112035602,16,Delighted!”,177.44029850746267,217.58955223880596,19.1816886166956,0.1791044776119403,0.1194029850746268,3.14,1
72,72.0,5,1.0,8,0.0,0.0,empty,0.0,0.0,3.0,EL,0.0137390829622745,0.0611879117786884,0.1070719435811042,0.033295352011919,0.7358202338218689,0.0243523232638835,0.0245332103222608,0.1966732442378997,0.7340825200080872,0.0692441314458847,4.75,2.195,0.6905,0.704,0.677,0.573,0.577,0.569,22.630284121,72,The lessons began again.,511.3406593406593,578.2417582417582,32.5943782788804,0.2747252747252747,0.2307692307692307,3.14,1
94,94.0,5,1.0,8,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0312557891011238,0.0077636046335101,0.0071485228836536,0.0018334054620936,0.0224702022969722,0.0037157647311687,0.9258126616477966,0.3205423653125763,0.6120098233222961,0.0674477741122245,3.0,1.86,,,,,,,6.351352121,94,Why?,187.1896551724138,220.37068965517244,27.43871601897464,0.1206896551724138,0.1120689655172414,3.14,1
100,100.0,0,0.0,8,0.0,0.0,empty,0.0,0.0,1.0,EL,0.0432799272239208,0.1205886378884315,0.0379757210612297,0.029714610427618,0.6017542481422424,0.102769061923027,0.0639178082346916,0.2144877910614013,0.6091043949127197,0.1764077544212341,5.0,,,,,,,,1.5,100,Mdlle.,96.4423076923077,117.13076923076925,11.90825626566416,0.0769230769230769,0.073076923076923,3.14,1
103,103.0,0,0.0,8,0.0,0.0,empty,0.0,0.0,50.0,EL,0.2964390516281128,0.6176245212554932,0.0058734421618282,0.0038911872543394,0.049967486411333,0.0222567468881607,0.0039476449601352,0.2209700495004654,0.6021662950515747,0.1768635958433151,4.14,2.459791666666667,0.63795,1.0,0.24,0.4171999999999999,0.75,0.173,291.233827588,103,"He inwardly composed declarations of love, remembered that Frenchwomen were frivolous and easily won, but it was enough for him to glance at the face of his teacher for his ideas to be extinguished as a candle is blown out when you bring it into the wind on the verandah.",3680.133928571429,4226.339285714286,713.593117139948,2.4553571428571432,2.4553571428571432,3.14,1
110,110.0,0,0.0,8,0.0,0.0,empty,0.0,0.0,1.0,EL,0.7351493239402771,0.049326729029417,0.0965346693992614,0.0096698170527815,0.0258639082312583,0.0255173351615667,0.0579381957650184,0.3578586280345917,0.5191752910614014,0.122965969145298,3.333333333333333,2.773333333333333,0.408,0.408,0.408,0.382,0.382,0.382,20.199016169,110,You mustn’t!”,155.6638655462185,174.09243697478988,27.433122673311743,0.0588235294117647,0.0504201680672268,3.14,1
35,35.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,2.0,SM,0.1113387271761894,0.5663744211196899,0.0294830184429883,0.0027331348974257,0.0389294885098934,0.0586448237299919,0.1924963295459747,0.8565725684165955,0.1288889199495315,0.0145383868366479,5.666666666666667,1.62,0.719,0.719,0.719,0.353,0.353,0.353,14.585944698,35,How unbusiness-like!,219.25093632958803,290.6367041198502,14.37873409154308,0.2921348314606741,0.2921348314606741,-0.14,1
60,60.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,3.0,SM,0.0333524085581302,0.5018562078475952,0.0078313574194908,0.0056434324942529,0.3730741143226623,0.0319582298398017,0.0462843403220176,0.0086264675483107,0.1145904138684272,0.8767832517623901,2.333333333333333,3.3633333333333333,0.5800000000000001,0.67,0.49,0.49,0.74,0.24,18.919012664,60,He was hot.,210.4954128440367,256.5688073394496,52.7225498762196,0.2477064220183486,0.2477064220183486,-0.14,1
106,106.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,2.0,SM,0.1094569042325019,0.0433382540941238,0.0180472284555435,0.0074460534378886,0.0191071517765522,0.0100184315815567,0.7925859689712524,0.1679610460996627,0.6274835467338562,0.2045553922653198,4.5,2.1,,,,,,,13.630216007,106,"""What there!""",239.18584070796464,301.4159292035398,36.36270949415493,0.3362831858407079,0.3362831858407079,-0.14,1
157,157.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,1.0,SM,0.0510637313127517,0.0207381173968315,0.0257824584841728,0.0029588947072625,0.0157441906630992,0.0053682564757764,0.8783444166183472,0.2665855288505554,0.6435562968254089,0.0898582711815834,4.0,2.0,,,,,,,6.992508444,157,"""What?""",152.56716417910448,127.04477611940298,28.3858655440745,0.1641791044776119,0.1791044776119403,-0.14,1
169,169.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,2.0,SM,0.7570830583572388,0.019380172714591,0.1516196578741073,0.0079261604696512,0.0467420555651187,0.0081888847053051,0.009059939533472,0.0461349934339523,0.5927977561950684,0.3610671758651733,2.0,3.2,0.51,0.51,0.51,0.441,0.441,0.441,13.420141873,169,"""Go on!""",193.95555555555555,640.5037037037036,31.55890260631001,0.1925925925925926,0.2074074074074073,-0.14,1
175,175.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,2.0,SM,0.7570830583572388,0.019380172714591,0.1516196578741073,0.0079261604696512,0.0467420555651187,0.0081888847053051,0.009059939533472,0.0461350455880165,0.5927979946136475,0.3610669374465942,2.0,3.2,0.51,0.51,0.51,0.441,0.441,0.441,13.420141873,175,"""Go on!""",272.04301075268813,640.0860215053763,48.93279171644762,0.3440860215053763,0.3440860215053763,-0.14,1
181,181.0,0,0.0,id27,0.0,0.0,empty,0.0,0.0,5.0,SM,0.0217892695218324,0.0160582046955823,0.0127273937687277,0.3231378495693207,0.1540707945823669,0.0197035633027553,0.4525128901004791,0.9463700652122498,0.0470487028360366,0.0065813604742288,4.4,2.166,0.455,0.67,0.24,0.391,0.542,0.24,30.207036235,181,"How tiresome you are really!...""",554.2514970059881,674.7904191616767,62.25010811709914,0.8383233532934132,0.7485029940119761,-0.14,1
