,Unnamed: 0.1,category,proportion_x,RECORDING_SESSION_LABEL,IA_DWELL_TIME,IA_REGRESSION_PATH_DURATION,IA_AVERAGE_FIX_PUPIL_SIZE,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT_FULL_COUNT,story,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral.1,positive,word_length,concreteness,valence_avg_x,valence_max_x,valence_min_x,arousal_avg_x,arousal_max_x,arousal_min_x,word_freq,word_count,Unnamed: 0,0,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score,proportion_y,valence_avg_y,valence_max_y,valence_min_y,arousal_avg_y,arousal_max_y,arousal_min_y
20,20.0,0,0.0,id10,2158.0,2158.0,196.75,1.0,0.0,SM,0.0586210638284683,0.7809762358665466,0.017393996939063,0.0215236321091651,0.1128000989556312,0.0045994315296411,0.0040855752304196,0.0096839517354965,0.4717381298542022,0.5185778141021729,3.363636363636364,2.952727272727273,0.6063333333333333,0.76,0.529,0.2966666666666667,0.315,0.269,69.598922686,11,20,When he came up to her he recognized her and bowed.,2158.0,2158.0,196.75,1.0,1.5628415300546448,2.14,0.0,0.6063333333333333,0.76,0.529,0.2966666666666667,0.315,0.269
21,21.0,0,0.0,id10,902.0,1270.0,214.83333333333331,0.0,1.0,SM,0.0104506108909845,0.0133192660287022,0.0056282160803675,0.237496793270111,0.7130539417266846,0.0122617576271295,0.0077894967980682,0.0048894342035055,0.3470036089420318,0.6481068730354309,3.5,2.75,0.7323333333333334,0.938,0.571,0.3043333333333333,0.368,0.235,39.080952118,6,21,"""Good-morning,"" he said to her.",902.0,1270.0,214.83333333333331,0.8709677419354839,1.0,2.14,0.0,0.7323333333333334,0.938,0.571,0.3043333333333333,0.368,0.235
22,22.0,0,0.0,id10,2040.0,876.0,223.625,4.0,2.0,SM,0.0238773245364427,0.0604103468358516,0.0282180588692426,0.0036593559198081,0.8518609404563904,0.0056237163953483,0.0263502337038517,0.0682538002729415,0.8659375309944153,0.0658087953925132,3.6666666666666665,3.205,0.675,0.854,0.551,0.3855,0.689,0.24,32.052053287,6,22,"""You are driving home, I suppose.""",2040.0,876.0,223.625,4.0,2.0,2.14,0.0,0.675,0.854,0.551,0.3855,0.689,0.24
23,23.0,0,0.0,id10,7366.0,9384.0,231.5381818181818,7.0,7.0,SM,0.0077017988078296,0.3350030779838562,0.0052108820527791,0.0327997952699661,0.1930519491434097,0.4202866554260254,0.0059458096511662,0.0309467501938343,0.2801136374473572,0.68893963098526,3.838709677419355,2.557333333333333,0.6258461538461539,0.89,0.219,0.4563076923076922,0.771,0.173,181.233403484,31,23,"This Hanov, a man of forty with a listless expression and a face that showed signs of wear, was beginning to look old, but was still handsome and admired by women.",7366.0,9384.0,231.5381818181818,7.0,7.0,2.14,0.0,0.6258461538461539,0.89,0.219,0.4563076923076922,0.771,0.173
24,24.0,0,0.0,id10,8733.0,23970.0,221.9225,5.0,6.0,SM,0.0346200466156005,0.1702043116092682,0.0211507193744182,0.0095029445365071,0.7111809849739075,0.0277189202606678,0.0256220418959856,0.1957581043243408,0.7237884998321533,0.0804533585906028,3.609756097560976,2.9068292682926837,0.6512941176470588,0.88,0.208,0.4051176470588236,0.765,0.167,251.067401973,41,24,"He lived in his big homestead alone, and was not in the service; and people used to say of him that he did nothing at home but walk up and down the room whistling, or play chess with his old footman.",8733.0,23970.0,221.9225,5.0,6.0,2.14,0.0,0.6512941176470588,0.88,0.208,0.4051176470588236,0.765,0.167
25,25.0,0,0.0,id10,1772.0,1772.0,220.0,0.0,0.0,SM,0.0173056200146675,0.617740273475647,0.0067158751189708,0.0019342973828315,0.322525292634964,0.0288840793073177,0.0048945029266178,0.4538805484771728,0.5298690795898438,0.0162504985928535,4.285714285714286,2.9433333333333334,0.59175,0.65,0.542,0.48525,0.679,0.31,41.604319028,7,25,"People said, too, that he drank heavily.",1772.0,1772.0,220.0,1.0187793427230043,0.9859154929577464,2.14,0.0,0.59175,0.65,0.542,0.48525,0.679,0.31
26,26.0,0,0.0,id10,4606.0,4760.0,213.59375,4.0,4.0,SM,0.002438258845359,0.9879853129386902,0.0026762837078422,0.0003107690718024,0.0037316570524126,0.0021021361462771,0.0007555985357612,0.0946053937077522,0.7936685085296631,0.1117261201143264,4.1,2.6695,0.5475714285714286,0.792,0.333,0.3988571428571428,0.657,0.123,118.580249809,20,26,And indeed at the examination the year before the very papers he brought with him smelt of wine and scent.,4606.0,4760.0,213.59375,4.0,4.0,2.14,0.0,0.5475714285714286,0.792,0.333,0.3988571428571428,0.657,0.123
27,27.0,3,0.9941520467836256,id10,6814.0,7268.0,205.1818181818182,3.0,3.0,SM,0.0024660506751388,0.7931619882583618,0.0142454635351896,0.0036861367989331,0.0418243892490863,0.1299088597297668,0.014707232825458,0.1784771829843521,0.4651879370212555,0.356334924697876,4.366666666666666,2.677857142857143,0.7164166666666666,0.917,0.184,0.41825,0.63,0.23,173.453381054,30,27,"He had been dressed all in new clothes on that occasion, and Marya Vassilyevna thought him very attractive, and all the while she sat beside him she had felt embarrassed.",6814.0,7268.0,205.1818181818182,3.0,3.0,2.14,0.9941520467836256,0.7164166666666666,0.917,0.184,0.41825,0.63,0.23
28,28.0,0,0.0,id10,10070.0,10990.0,199.75,5.0,5.0,SM,0.1068329066038131,0.1735241413116455,0.0045388829894363,0.447934091091156,0.2548925876617431,0.0057621449232101,0.0065152151510119,0.0963255986571312,0.5674585700035095,0.3362158238887787,4.575,2.36725,0.6098571428571429,0.937,0.219,0.3746666666666666,0.575,0.217,234.386611629,40,28,"She was accustomed to see frigid and sensible examiners at the school, while this one did not remember a single prayer, or know what to ask questions about, and was exceedingly courteous and delicate, giving nothing but the highest marks.",10070.0,10990.0,199.75,5.0,5.0,2.14,0.0,0.6098571428571429,0.937,0.219,0.3746666666666666,0.575,0.217
29,29.0,0,0.0,id10,4954.0,4954.0,207.82692307692307,2.0,2.0,SM,0.0172703117132186,0.0447348542511463,0.040786538273096,0.004218531306833,0.1799494326114654,0.6914541721343994,0.02158616296947,0.2634333670139313,0.7008391618728638,0.0357274077832698,3.380952380952381,2.9655555555555555,0.6506666666666666,0.854,0.51,0.3324444444444444,0.443,0.24,110.390318623,21,29,"""I am going to visit Bakvist,"" he went on, addressing Marya Vassilyevna, ""but I am told he is not at home.""",4954.0,4954.0,207.82692307692307,2.0,2.0,2.14,0.0,0.6506666666666666,0.854,0.51,0.3324444444444444,0.443,0.24
