RECORDING_SESSION_LABEL,story,sentence,norm_dt_smooth
id2,SM,0,0.22957242049976578
id2,SM,1,0.20254467031397078
id2,SM,2,0.1895017973294464
id2,SM,3,0.1699905423877606
id2,SM,4,0.15646493762543562
id2,SM,5,0.14237003224433822
id2,SM,6,0.14924668562239501
id2,SM,7,0.159887628716919
id2,SM,8,0.164410223763131
id2,SM,9,0.2219403645672664
id2,SM,10,0.2493675239725924
id2,SM,11,0.264911087006541
id2,SM,12,0.2738063307366138
id2,SM,13,0.2732935607928212
id2,SM,14,0.22676804877316786
id2,SM,15,0.21555404852954402
id2,SM,16,0.21436804392178602
id2,SM,17,0.2076586464264698
id2,SM,18,0.21387105151472538
id2,SM,19,0.2120767439581456
id2,SM,20,0.20261909253899496
id2,SM,21,0.17312764916331935
id2,SM,22,0.14559688556168154
id2,SM,23,0.13765643216152051
id2,SM,24,0.15097130793190275
id2,SM,25,0.12181749859477571
id2,SM,26,0.1544561175962665
id2,SM,27,0.171936590299571
id2,SM,28,0.1608644956275498
id2,SM,29,0.14926160983079756
id2,SM,30,0.15650651548460826
id2,SM,31,0.12741784224783487
id2,SM,32,0.12220891314814049
id2,SM,33,0.12737490659575307
id2,SM,34,0.12894279930850328
id2,SM,35,0.161647931455041
id2,SM,36,0.16852299308604402
id2,SM,37,0.1705290822291266
id2,SM,38,0.15385048592621817
id2,SM,39,0.16565405559390378
id2,SM,40,0.14960304155847018
id2,SM,41,0.17860932567963436
id2,SM,42,0.1853230827574686
id2,SM,43,0.1907335507148254
id2,SM,44,0.15978447809333388
id2,SM,45,0.15477165884473895
id2,SM,46,0.11293675821632687
id2,SM,47,0.09209376187366522
id2,SM,48,0.12235586620262681
id2,SM,49,0.13936154073714474
id2,SM,50,0.1453646220102945
id2,SM,51,0.16529608833511455
id2,SM,52,0.1727987621724694
id2,SM,53,0.1500236413757038
id2,SM,54,0.1742175078582992
id2,SM,55,0.1769224764158696
id2,SM,56,0.16584368734181382
id2,SM,57,0.16128792361042638
id2,SM,58,0.15191236893140078
id2,SM,59,0.12550964730631436
id2,SM,60,0.1290415146435264
id2,SM,61,0.14784439404398
id2,SM,62,0.13327975544818071
id2,SM,63,0.15310423035203632
id2,SM,64,0.16175287272980393
id2,SM,65,0.15788737623044494
id2,SM,66,0.1512392024374479
id2,SM,67,0.16870296340776642
id2,SM,68,0.15526184488111983
id2,SM,69,0.1509027203023858
id2,SM,70,0.15842279831353961
id2,SM,71,0.1437239649080354
id2,SM,72,0.1756143110277474
id2,SM,73,0.1836023184213696
id2,SM,74,0.17584116248478138
id2,SM,75,0.1629715134254076
id2,SM,76,0.17416485016803424
id2,SM,77,0.1515240849575028
id2,SM,78,0.1459033374967
id2,SM,79,0.1571174730868398
id2,SM,80,0.1739139757328642
id2,SM,81,0.1694063701804556
id2,SM,82,0.1644587127947552
id2,SM,83,0.1532763836358952
id2,SM,84,0.14394263856421302
id2,SM,85,0.13926722851260723
id2,SM,86,0.12283886839033127
id2,SM,87,0.13709132806377444
id2,SM,88,0.14002003331966645
id2,SM,89,0.16146336653190024
id2,SM,90,0.15432048121487044
id2,SM,91,0.1717428261512672
id2,SM,92,0.1577836505275614
id2,SM,93,0.14846504289517798
id2,SM,94,0.11680938763435555
id2,SM,95,0.12748298984321055
id2,SM,96,0.12078936988462656
id2,SM,97,0.11278530413477635
id2,SM,98,0.11950996016890567
id2,SM,99,0.12424844169700647
id2,SM,100,0.10569750983624329
id2,SM,101,0.10000773565223786
id2,SM,102,0.18707698235071246
id2,SM,103,0.18035232631658318
id2,SM,104,0.19215067547579137
id2,SM,105,0.18190020708016963
id2,SM,106,0.18875267814721525
id2,SM,107,0.09852488996064593
id2,SM,108,0.11198510098519979
id2,SM,109,0.10324829001981177
id2,SM,110,0.12799437028802987
id2,SM,111,0.13716990434868367
id2,SM,112,0.16941524504486738
id2,SM,113,0.16366877033823096
id2,SM,114,0.17191746376097022
id2,SM,115,0.1561417199307939
id2,SM,116,0.15246949825640294
id2,SM,117,0.12006145171266965
id2,SM,118,0.13947521761346823
id2,SM,119,0.14244602158515984
id2,SM,120,0.15103312524178333
id2,SM,121,0.14681263416595253
id2,SM,122,0.1535427396782294
id2,SM,123,0.1400260522437824
id2,SM,124,0.129766026301871
id2,SM,125,0.12167357809741582
id2,SM,126,0.10998027189666448
id2,SM,127,0.10925549130303472
id2,SM,128,0.10241915635310153
id2,SM,129,0.18622450099366952
id2,SM,130,0.21408570967539514
