Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
schoolmistress.txt,1,9,99,99,77.17,20.23,9,11.11,88.89,77.78,66.67,11.11,11.11,0,0,0,0,11.11,0,22.22,11.11,11.11,33.33,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,11.11
schoolmistress.txt,2,24,89.52,18.97,39.59,99,24,12.5,79.17,70.83,58.33,0,0,0,0,0,0,0,0,20.83,20.83,0,8.33,12.5,8.33,8.33,0,16.67,8.33,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,4.17,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,20.83,0,0,8.33,4.17,0,8.33,4.17,12.5,0,0,0,0,0,0,0,12.5,4.17,8.33,0,0,0,0
schoolmistress.txt,3,15,77.34,40.06,99,1,15,6.67,93.33,73.33,53.33,0,0,0,0,0,0,0,0,13.33,6.67,0,13.33,13.33,6.67,6.67,0,20,13.33,13.33,0,0,0,0,13.33,6.67,6.67,0,0,0,6.67,0,0,0,6.67,0,6.67,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,26.67,0,6.67,20,6.67,0,0,13.33,13.33,0,0,0,0,0,0,0,40,6.67,26.67,0,0,0,6.67
schoolmistress.txt,4,60,77.34,1,89.39,97.84,60,20,81.67,73.33,55,8.33,1.67,0,0,0,0,0,6.67,16.67,11.67,1.67,15,6.67,1.67,10,6.67,15,11.67,3.33,0,0,0,0,16.67,0,16.67,1.67,0,1.67,5,0,11.67,0,6.67,6.67,0,1.67,1.67,0,0,0,0,0,1.67,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,1.67,3.33,20,0,3.33,8.33,5,0,3.33,1.67,8.33,0,0,0,0,0,0,0,10,1.67,8.33,0,0,0,0
schoolmistress.txt,5,71,21.96,56.87,16.15,20.23,71,11.27,95.77,83.1,74.65,14.08,8.45,0,0,0,8.45,0,5.63,19.72,5.63,2.82,16.9,12.68,8.45,12.68,1.41,14.08,5.63,11.27,0,0,0,0,19.72,5.63,14.08,2.82,1.41,4.23,2.82,1.41,5.63,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,9.86,0,0,8.45,0,0,0,0,0,1.41,0,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,2.82,1.41,0,0,0,0,0,0,4.23,1.41,0,0,1.41,0,0,0,15.49,9.86,1.41,0,0,0,0,0,0,11.27,1.41,8.45,0,0,0,1.41
schoolmistress.txt,6,43,81.67,87.48,36.92,20.23,43,4.65,95.35,81.4,67.44,18.6,11.63,0,0,0,11.63,0,6.98,25.58,9.3,2.33,20.93,4.65,2.33,9.3,0,13.95,0,11.63,0,0,0,0,16.28,4.65,11.63,6.98,0,0,2.33,0,4.65,0,0,0,0,0,0,0,0,0,0,0,16.28,0,0,0,0,0,0,13.95,0,0,11.63,0,0,0,0,0,2.33,0,0,2.33,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,11.63,0,0,9.3,0,0,2.33,6.98,11.63,0,0,0,0,0,0,0,9.3,2.33,6.98,0,0,0,0
schoolmistress.txt,7,34,16.49,57.59,93.5,20.23,34,5.88,97.06,73.53,70.59,8.82,8.82,0,0,0,8.82,0,0,26.47,14.71,0,5.88,8.82,14.71,14.71,2.94,8.82,5.88,0,0,0,0,0,14.71,2.94,11.76,2.94,0,2.94,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,8.82,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,14.71,0,0,14.71,0,0,0,14.71,8.82,0,2.94,0,0,0,0,0,23.53,11.76,11.76,0,0,0,0
schoolmistress.txt,8,22,71.44,96.39,1,20.23,22,13.64,90.91,90.91,68.18,18.18,13.64,0,0,0,13.64,0,4.55,13.64,9.09,0,22.73,9.09,4.55,9.09,0,27.27,4.55,0,0,0,0,0,18.18,0,18.18,4.55,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,13.64,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,9.09,22.73,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0
schoolmistress.txt,9,40,62.1,89.5,78.67,20.23,40,2.5,95,77.5,65,12.5,7.5,0,0,0,5,2.5,5,20,10,2.5,15,10,7.5,7.5,0,12.5,15,7.5,5,5,0,0,12.5,2.5,10,0,0,0,5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12.5,5,0,7.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,22.5,2.5,0,0,2.5,12.5,0,0,0,0,0,0,0,7.5,2.5,2.5,0,0,0,2.5
schoolmistress.txt,10,17,1,99,12.44,20.23,17,0,100,88.24,64.71,17.65,17.65,0,0,0,17.65,0,0,17.65,0,5.88,5.88,17.65,11.76,17.65,0,29.41,5.88,11.76,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,0,0,0,0,0,29.41,11.76,0,23.53,5.88,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,29.41,0,5.88,0,0,0,0,0,29.41,23.53,5.88,0,0,0,0
