,story,sentence,RECORDING_SESSION_LABEL,category,proportion_highlighted,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral_sentiment,positive,word_length_mean,concreteness,valence_mean,valence_max,valence_min,arousal_mean,arousal_max,arousal_min,word_freq_mean,word_count,text,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score,word_count_norm,character_count,character_count_norm,normalized_dt,norm_dt_smooth,norm_reg_path,highlighted,valence_diff,arousal_diff,word_freq_norm,no_highlight,present,confused,curious,connected,other
37,EL,1,id23,3,0.990909091,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",5546,30888,134.3816667,2,11,2.86,0.2,86,0.221354167,0.253324879,0.306739578,1625.684211,1,0.411,0.418,0.705357247,0,0,0,1,0,0
38,EL,1,id24,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",6450,6902,374.5478571,4,4,3.14,0.2,86,0.221354167,0.16013203,0.199756331,363.2631579,0,0.411,0.418,0.705357247,1,0,0,0,0,0
39,EL,1,id25,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",4074,4704,212,3,2,1.14,0.2,86,0.221354167,0.312892419,0.298848074,247.5789474,0,0.411,0.418,0.705357247,1,0,0,0,0,0
40,EL,1,id27,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",3820,17838,169.7083333,6,6,1.29,0.2,86,0.221354167,0.319433827,0.34440704,938.8421053,0,0.411,0.418,0.705357247,1,0,0,0,0,0
41,EL,1,id28,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",4938,5526,232.0714286,3,4,2.29,0.2,86,0.221354167,0.370163276,0.33047298,290.8421053,0,0.411,0.418,0.705357247,1,0,0,0,0,0
42,EL,1,id3,4,0.990909091,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",5644,8326,288.8333333,7,8,2.29,0.2,86,0.221354167,0.654182455,0.466164724,438.2105263,1,0.411,0.418,0.705357247,0,0,0,0,1,0
43,EL,1,id30,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",7564,6954,167.2666667,1,2,3.14,0.2,86,0.221354167,0.194874498,0.205033753,366,0,0.411,0.418,0.705357247,1,0,0,0,0,0
44,EL,1,id5,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",5770,15422,182.7761538,4,7,2.86,0.2,86,0.221354167,0.536892668,0.451825652,811.6842105,0,0.411,0.418,0.705357247,1,0,0,0,0,0
45,EL,1,id7,3,0.990909091,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",2578,5188,492.08375,6,3,1.14,0.2,86,0.221354167,0.19009621,0.223587162,273.0526316,1,0.411,0.418,0.705357247,0,0,0,1,0,0
46,EL,1,id8,0,0,0.010886623,0.156600878,0.802592993,0.003065022,0.012265697,0.007862078,0.006726652,0.042429935,0.8377195,0.119850576,4.526315789,2.55,0.669444444,0.828,0.417,0.492666667,0.663,0.245,102.4417575,19,"Vorotov became acutely conscious of it when, after taking his degree, he began upon a piece of research work.",6160,12592,191.7427273,3,4,3.14,0.2,86,0.221354167,0.443004194,0.388848576,662.7368421,0,0.411,0.418,0.705357247,1,0,0,0,0,0
