,category,proportion,RECORDING_SESSION_LABEL,IA_DWELL_TIME,IA_REGRESSION_PATH_DURATION,IA_AVERAGE_FIX_PUPIL_SIZE,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT_FULL_COUNT,word,story,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral,positive,word_length,concreteness,valence_avg,valence_max,valence_min,arousal_avg,arousal_max,arousal_min,Unnamed: 0,0,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score
19.0,0,0.0,22,5332.0,8246.0,349.71541666666667,8.0,9.0,36,SM,0.059031084179878235,0.12094932794570923,0.4396648705005646,0.0026802467182278633,0.020034106448292732,0.008434025570750237,0.3492063879966736,0.1929325461387634,0.7661206722259521,0.0409468337893486,4.54054054054054,2.6502777777777777,0.6202666666666666,0.786,0.378,0.42246666666666666,0.657,0.24,19,"And just as she was thinking about the examination, she was overtaken by a neighboring landowner called Hanov in a carriage with four horses, the very man who had been examiner in her school the year before.",5332.0,8246.0,349.71541666666667,8.0,9.0,2.71
20.0,0,0.0,22,386.0,484.0,290.0,1.0,1.0,11,SM,0.05862106382846832,0.7809762358665466,0.017393996939063072,0.02152363210916519,0.11280009895563126,0.004599431529641151,0.004085575230419636,0.0096839517354965,0.4717381298542022,0.5185778141021729,3.6363636363636362,2.952727272727273,0.6063333333333333,0.76,0.529,0.2966666666666667,0.315,0.269,20,When he came up to her he recognized her and bowed.,386.0,484.0,290.0,1.0,1.0,2.71
21.0,0,0.0,22,842.0,842.0,308.6666666666667,0.0,0.0,5,SM,0.010450610890984535,0.013319266028702259,0.005628216080367565,0.23749679327011108,0.7130539417266846,0.012261757627129555,0.007789496798068285,0.0048894342035055,0.3470036089420318,0.6481068730354309,3.6666666666666665,2.75,0.7323333333333334,0.938,0.571,0.30433333333333334,0.368,0.235,21,"""Good-morning,"" he said to her.",842.0,842.0,308.6666666666667,0.9340659340659341,0.9890109890109892,2.71
22.0,0,0.0,22,854.0,1244.0,362.875,2.0,2.0,6,SM,0.023877324536442757,0.06041034683585167,0.028218058869242668,0.0036593559198081493,0.8518609404563904,0.0056237163953483105,0.0263502337038517,0.0682538002729415,0.8659375309944153,0.0658087953925132,4.166666666666667,3.205,0.675,0.854,0.551,0.3855,0.689,0.24,22,"""You are driving home, I suppose.""",854.0,1244.0,362.875,2.0,2.0,2.71
23.0,0,0.0,22,4197.0,5765.0,344.13157894736844,3.0,4.0,31,SM,0.0077017988078296185,0.3350030779838562,0.005210882052779198,0.032799795269966125,0.19305194914340973,0.4202866554260254,0.005945809651166201,0.0309467501938343,0.2801136374473572,0.68893963098526,4.161290322580645,2.5573333333333332,0.6258461538461539,0.89,0.219,0.45630769230769225,0.771,0.173,23,"This Hanov, a man of forty with a listless expression and a face that showed signs of wear, was beginning to look old, but was still handsome and admired by women.",4197.0,5765.0,344.13157894736844,3.0,4.0,2.71
24.0,5,0.67,22,5284.0,6524.0,366.7068,12.0,11.0,41,SM,0.034620046615600586,0.1702043116092682,0.02115071937441826,0.00950294453650713,0.7111809849739075,0.0277189202606678,0.025622041895985603,0.1957581043243408,0.7237884998321533,0.0804533585906028,3.7804878048780486,2.9068292682926833,0.6512941176470588,0.88,0.208,0.4051176470588236,0.765,0.167,24,"He lived in his big homestead alone, and was not in the service; and people used to say of him that he did nothing at home but walk up and down the room whistling, or play chess with his old footman.",5284.0,6524.0,366.7068,12.0,11.0,2.71
25.0,0,0.0,22,1406.0,1576.0,363.8,0.0,1.0,7,SM,0.01730562001466751,0.617740273475647,0.006715875118970871,0.0019342973828315735,0.322525292634964,0.028884079307317734,0.004894502926617861,0.4538805484771728,0.5298690795898438,0.0162504985928535,4.428571428571429,2.9433333333333334,0.59175,0.65,0.542,0.48525,0.679,0.31,25,"People said, too, that he drank heavily.",1406.0,1576.0,363.8,1.3666666666666665,1.0,2.71
26.0,0,0.0,22,2970.0,4330.0,381.11538461538464,6.0,5.0,20,SM,0.002438258845359087,0.9879853129386902,0.002676283707842231,0.0003107690718024969,0.003731657052412629,0.0021021361462771893,0.0007555985357612371,0.0946053937077522,0.7936685085296631,0.1117261201143264,4.3,2.6695,0.5475714285714286,0.792,0.333,0.39885714285714285,0.657,0.123,26,And indeed at the examination the year before the very papers he brought with him smelt of wine and scent.,2970.0,4330.0,381.11538461538464,6.0,5.0,2.71
27.0,0,0.0,22,4492.0,5918.0,339.7,8.0,9.0,30,SM,0.002466050675138831,0.7931619882583618,0.014245463535189629,0.0036861367989331484,0.04182438924908638,0.12990885972976685,0.01470723282545805,0.1784771829843521,0.4651879370212555,0.356334924697876,4.6,2.677857142857143,0.7164166666666666,0.917,0.184,0.41825,0.63,0.23,27,"He had been dressed all in new clothes on that occasion, and Marya Vassilyevna thought him very attractive, and all the while she sat beside him she had felt embarrassed.",4492.0,5918.0,339.7,8.0,9.0,2.71
28.0,4,0.698744769874477,22,7148.0,10820.0,317.88,7.0,9.0,39,SM,0.10683290660381317,0.1735241413116455,0.004538882989436388,0.447934091091156,0.25489258766174316,0.005762144923210144,0.006515215151011944,0.0963255986571312,0.5674585700035095,0.3362158238887787,4.85,2.36725,0.6098571428571429,0.937,0.219,0.37466666666666665,0.575,0.217,28,"She was accustomed to see frigid and sensible examiners at the school, while this one did not remember a single prayer, or know what to ask questions about, and was exceedingly courteous and delicate, giving nothing but the highest marks.",7148.0,10820.0,317.88,7.0,9.0,2.71
29.0,0,0.0,22,2296.0,4125.0,315.5,2.0,3.0,20,SM,0.01727031171321869,0.044734854251146317,0.040786538273096085,0.004218531306833029,0.17994943261146545,0.6914541721343994,0.021586162969470024,0.2634333670139313,0.7008391618728638,0.0357274077832698,3.761904761904762,2.9655555555555555,0.6506666666666666,0.854,0.51,0.33244444444444443,0.443,0.24,29,"""I am going to visit Bakvist,"" he went on, addressing Marya Vassilyevna, ""but I am told he is not at home.""",2296.0,4125.0,315.5,2.0,3.0,2.71
30.0,0,0.0,22,3978.0,7301.0,301.2142857142857,8.0,9.0,18,SM,0.04109735041856766,0.032976552844047546,0.7639063000679016,0.0064850617200136185,0.12391635030508041,0.01037469319999218,0.021243704482913017,0.0307369194924831,0.9163867831230164,0.0528761632740497,4.368421052631579,2.5741176470588236,0.5568333333333334,0.684,0.323,0.43500000000000005,0.657,0.275,30,"They turned off the highroad into a by-road to the village, Hanov leading the way and Semyon following.",3978.0,7301.0,301.2142857142857,8.0,9.0,2.71
31.0,0,0.0,22,3388.0,3796.0,320.1818181818182,4.0,3.0,17,SM,0.0478687547147274,0.2201029360294342,0.5143219232559204,0.004237168934196234,0.17428988218307495,0.02466587722301483,0.014513513073325157,0.0728616043925285,0.8667364716529846,0.0604017972946167,4.647058823529412,3.006470588235294,0.5315000000000001,0.698,0.25,0.48650000000000004,0.778,0.26,31,"The four horses moved at a walking pace, with effort dragging the heavy carriage through the mud.",3388.0,3796.0,320.1818181818182,4.0,3.0,2.71
32.0,0,0.0,22,3304.0,5196.0,325.8,4.0,5.0,32,SM,0.02221936546266079,0.10687782615423203,0.7181154489517212,0.0035959503147751093,0.10969444364309311,0.010303881950676441,0.029193125665187836,0.0269811116158962,0.8392337560653687,0.1337851136922836,4.117647058823529,2.8206060606060603,0.5596923076923077,0.714,0.365,0.40792307692307694,0.865,0.288,32,"Semyon tacked from side to side, keeping to the edge of the road, at one time through a snowdrift, at another through a pool, often jumping out of the cart and helping the horse.",3304.0,5196.0,325.8,4.0,5.0,2.71
33.0,0,0.0,22,3138.0,3562.0,329.36083333333335,3.0,3.0,21,SM,0.010941147804260254,0.014013980515301228,0.12665697932243347,0.005194938741624355,0.08993151783943176,0.008283598348498344,0.7449778914451599,0.2243541479110717,0.7312476634979248,0.0443981774151325,5.809523809523809,2.2647368421052634,0.614909090909091,0.939,0.235,0.44681818181818184,0.771,0.194,33,"Marya Vassilyevna was still thinking about the school, wondering whether the arithmetic questions at the examination would be difficult or easy.",3138.0,3562.0,329.36083333333335,3.0,3.0,2.71
34.0,0,0.0,22,1626.0,1832.0,329.5625,2.0,1.0,18,SM,0.8519898653030396,0.06212505325675011,0.004349326714873314,0.0016638990491628647,0.05051953345537186,0.021754978224635124,0.007597367744892836,0.8480405807495117,0.1442421972751617,0.0077173924073576,3.9444444444444446,2.5623529411764707,0.6128571428571429,0.802,0.104,0.4492857142857143,0.783,0.255,34,And she felt annoyed with the Zemstvo board at which she had found no one the day before.,1626.0,1832.0,329.5625,2.0,1.0,2.71
35.0,0,0.0,22,148.0,370.0,328.0,0.0,1.0,2,SM,0.11133872717618942,0.5663744211196899,0.029483018442988396,0.0027331348974257708,0.03892948850989342,0.05864482372999191,0.19249632954597473,0.8565725684165955,0.1288889199495315,0.0145383868366479,5.666666666666667,1.62,0.719,0.719,0.719,0.353,0.353,0.353,35,How unbusiness-like!,148.0,370.0,328.0,0.5509433962264151,1.0,2.71
36.0,0,0.0,22,7266.0,10336.0,295.38391304347823,15.0,13.0,32,SM,0.6985368132591248,0.18911130726337433,0.003833046415820718,0.001664981129579246,0.04384515434503555,0.05843957141041756,0.004569121636450291,0.7967612743377686,0.192874476313591,0.0103642074391245,4.0625,2.5881250000000002,0.5168,0.757,0.061,0.4671333333333333,0.931,0.2,36,"Here she had been asking them for the last two years to dismiss the watchman, who did nothing, was rude to her, and hit the schoolboys; but no one paid any attention.",7266.0,10336.0,295.38391304347823,15.0,13.0,2.71
37.0,0,0.0,22,13012.0,16410.0,304.7932608695652,19.0,21.0,68,SM,0.00604358920827508,0.12764248251914978,0.003270384855568409,0.006172452587634325,0.7012783288955688,0.13476279377937317,0.020829886198043823,0.5313431024551392,0.4195989966392517,0.0490578897297382,4.173913043478261,2.673787878787879,0.6183125,0.774,0.302,0.4391875,0.708,0.225,37,"It was hard to find the president at the office, and when one did find him he would say with tears in his eyes that he hadn’t a moment to spare; the inspector visited the school at most once in three years, and knew nothing whatever about his work, as he had been in the Excise Duties Department, and had received the post of school inspector through influence.",13012.0,16410.0,304.7932608695652,19.0,21.0,2.71
38.0,0,0.0,22,9670.0,11384.0,278.9714285714286,15.0,14.0,48,SM,0.1291152536869049,0.7309384942054749,0.011042388156056404,0.002083508064970374,0.09013717621564865,0.019170638173818588,0.017512617632746696,0.4646015167236328,0.4505959749221802,0.08480254560709,4.836734693877551,2.1843478260869564,0.6349090909090909,0.969,0.061,0.4531818181818182,0.821,0.24,38,"The School Council met very rarely, and there was no knowing where it met; the school guardian was an almost illiterate peasant, the head of a tanning business, unintelligent, rude, and a great friend of the watchman’s—and goodness knows to whom she could appeal with complaints or inquiries....",9670.0,11384.0,278.9714285714286,15.0,14.0,2.71
39.0,0,0.0,22,1922.0,2620.0,317.5242857142857,3.0,2.0,9,SM,0.017478112131357193,0.2510853409767151,0.011444655247032642,0.1929008960723877,0.21364228427410126,0.009023738093674183,0.3044250011444092,0.0031454064883291,0.0896655097603797,0.9071889519691468,4.777777777777778,2.64625,0.74275,0.89,0.625,0.40125,0.6,0.24,39,"""He really is handsome,"" she thought, glancing at Hanov.",1922.0,2620.0,317.5242857142857,3.0,2.0,2.71
40.0,0,0.0,22,670.0,712.0,310.5,0.0,1.0,5,SM,0.028191594406962395,0.9473656415939331,0.010199934244155884,0.0004148053121753037,0.004441949538886547,0.008739217184484005,0.0006468920619226992,0.945687472820282,0.0496618635952472,0.0046506533399224,4.0,2.348333333333333,0.455,0.914,0.125,0.56725,0.625,0.404,40,The road grew worse and worse....,670.0,712.0,310.5,1.4215686274509804,1.0,2.71
41.0,0,0.0,22,948.0,838.0,311.3333333333333,2.0,1.0,5,SM,0.1807907670736313,0.1637636125087738,0.5493220686912537,0.0028624567203223705,0.06043526902794838,0.017810404300689697,0.025015423074364662,0.2554003596305847,0.6790157556533813,0.0655839145183563,4.0,3.074,0.5595,0.625,0.494,0.4355,0.689,0.182,41,They drove into the wood.,948.0,838.0,311.3333333333333,2.0,1.0,2.71
42.0,0,0.0,22,4402.0,5400.0,332.75,4.0,5.0,27,SM,0.03367285057902336,0.9160274863243103,0.021598780527710915,0.00045118643902242184,0.012567960657179356,0.010412023402750492,0.005269727203994989,0.6364631056785583,0.3376035392284393,0.0259334128350019,4.296296296296297,3.2081481481481484,0.5403333333333333,0.812,0.271,0.37466666666666665,0.811,0.123,42,"Here there was no room to turn round, the wheels sank deeply in, water splashed and gurgled through them, and sharp twigs struck them in the face.",4402.0,5400.0,332.75,4.0,5.0,2.71
43.0,0,0.0,22,290.0,290.0,355.0,0.0,0.0,3,SM,0.09265094250440598,0.06933663040399551,0.015868498012423515,0.0058758677914738655,0.013954457826912403,0.010738124139606953,0.7915754914283752,0.0657425969839096,0.3910029232501983,0.5432543158531189,3.0,2.736666666666667,0.656,0.656,0.656,0.404,0.404,0.404,43,"""What a road!""",290.0,290.0,355.0,0.6909090909090909,0.6909090909090909,2.71
44.0,0,0.0,22,676.0,676.0,381.0,0.0,0.0,5,SM,0.01966782845556736,0.023725435137748718,0.0015809856122359633,0.8028950095176697,0.10052955895662308,0.01141534186899662,0.04018579423427582,0.0720335096120834,0.7174272537231445,0.210539311170578,4.2,3.06,0.7755,0.98,0.571,0.47450000000000003,0.639,0.31,44,"said Hanov, and he laughed.",676.0,676.0,381.0,0.984251968503937,1.062992125984252,2.71
45.0,0,0.0,22,1712.0,2014.0,320.75,4.0,3.0,15,SM,0.037882134318351746,0.535651445388794,0.01998107321560383,0.0024592343252152205,0.02572537772357464,0.010641191154718399,0.3676595687866211,0.8277518153190613,0.1662897169589996,0.0059583252295851,4.866666666666666,2.622,0.7863333333333333,0.88,0.719,0.492,0.673,0.374,45,The schoolmistress looked at him and could not understand why this queer man lived here.,1712.0,2014.0,320.75,4.0,3.0,2.71
46.0,4,0.9926470588235294,22,3725.0,8977.0,326.42857142857144,3.0,4.0,22,SM,0.005633959546685219,0.03124961070716381,0.03617065027356148,0.0025468578096479177,0.017442835494875908,0.9017869234085083,0.0051690577529370785,0.532774031162262,0.4151912629604339,0.0520346798002719,4.6521739130434785,2.745,0.5960909090909091,0.927,0.102,0.4786363636363636,0.726,0.26,46,"What could his money, his interesting appearance, his refined bearing do for him here, in this mud, in this God-forsaken, dreary place?",3725.0,8977.0,326.42857142857144,3.0,4.0,2.71
47.0,0,0.0,22,5010.0,6210.0,310.5525,7.0,8.0,26,SM,0.0038319292943924665,0.9337453842163086,0.03537720441818237,0.0009166041854768991,0.014625170268118382,0.009032498113811016,0.002471179235726595,0.809043824672699,0.1730339229106903,0.0179222244769334,4.296296296296297,2.480384615384615,0.5971538461538461,0.918,0.153,0.5825384615384614,0.827,0.24,47,"He got no special advantages out of life, and here, like Semyon, was driving at a jog-trot on an appalling road and enduring the same discomforts.",5010.0,6210.0,310.5525,7.0,8.0,2.71
48.0,0,0.0,22,1860.0,1988.0,300.04714285714283,2.0,3.0,10,SM,0.017709854990243912,0.011663292534649372,0.015955092385411263,0.0080336919054389,0.8212559223175049,0.006770465523004532,0.118611641228199,0.2617311179637909,0.6990998983383179,0.0391690321266651,4.090909090909091,2.607,0.74475,0.88,0.542,0.5585,0.673,0.292,48,Why live here if one could live in Petersburg or abroad?,1860.0,1988.0,300.04714285714283,2.0,3.0,2.71
49.0,0,0.0,22,8824.0,11048.0,317.28542857142855,11.0,11.0,56,SM,0.0029972167685627937,0.00827614963054657,0.007483151275664568,0.003022711491212249,0.017763450741767883,0.9583885073661804,0.0020687738433480263,0.5713837742805481,0.3450469672679901,0.0835693255066871,4.035714285714286,2.4003636363636365,0.5923076923076923,0.98,0.115,0.444,0.794,0.173,49,"And one would have thought it would be nothing for a rich man like him to make a good road instead of this bad one, to avoid enduring this misery and seeing the despair on the faces of his coachman and Semyon; but he only laughed, and apparently did not mind, and wanted no better life.",8824.0,11048.0,317.28542857142855,11.0,11.0,2.71
50.0,0,0.0,22,4122.0,5376.0,291.5,6.0,6.0,24,SM,0.03444621339440346,0.7509011626243591,0.006632540374994278,0.00455628102645278,0.18477030098438263,0.016699809581041336,0.001993709011003375,0.7498743534088135,0.229774072766304,0.0203515589237213,4.041666666666667,2.46125,0.6660833333333334,0.918,0.333,0.3933333333333333,0.657,0.179,50,"He was kind, soft, naive, and he did not understand this coarse life, just as at the examination he did not know the prayers.",4122.0,5376.0,291.5,6.0,6.0,2.71
51.0,0,0.0,22,4628.0,6360.0,304.395625,6.0,9.0,25,SM,0.11060132831335068,0.30518463253974915,0.0034241967368870974,0.12780359387397766,0.43374085426330566,0.015449085272848606,0.003796212375164032,0.0184229649603366,0.3819518089294433,0.5996253490447998,4.961538461538462,2.463846153846154,0.7369090909090908,0.896,0.469,0.431,0.676,0.275,51,"He subscribed nothing to the schools but globes, and genuinely regarded himself as a useful person and a prominent worker in the cause of popular education.",4628.0,6360.0,304.395625,6.0,9.0,2.71
52.0,0,0.0,22,658.0,518.0,322.1666666666667,2.0,1.0,7,SM,0.17681869864463806,0.12143604457378387,0.005319063551723957,0.0038582009728997946,0.3821251392364502,0.019042838364839554,0.2914000451564789,0.1769886612892151,0.7949156165122986,0.0280957110226154,3.857142857142857,2.7157142857142853,0.6226666666666666,0.76,0.438,0.30433333333333334,0.358,0.24,52,And what use were his globes here?,658.0,518.0,322.1666666666667,2.0,1.0,2.71
