,category,proportion,RECORDING_SESSION_LABEL,IA_DWELL_TIME,IA_REGRESSION_PATH_DURATION,IA_AVERAGE_FIX_PUPIL_SIZE,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT_FULL_COUNT,word,story,anger,disgust,fear,joy,neutral,sadness,surprise,negative,neutral,positive,word_length,concreteness,valence_avg,valence_max,valence_min,arousal_avg,arousal_max,arousal_min,Unnamed: 0,0,IA_DWELL_TIME_SMOOTHED,IA_REGRESSION_PATH_DURATION_SMOOTHED,IA_AVERAGE_FIX_PUPIL_SIZE_SMOOTHED,IA_REGRESSION_IN_COUNT_SMOOTHED,IA_REGRESSION_OUT_FULL_COUNT_SMOOTHED,engagement_score
32.0,0,0.0,12,2972.0,3264.0,176.91666666666666,2.0,2.0,31,EL,0.008296199142932892,0.6586730480194092,0.044259943068027496,0.003059948794543743,0.029568031430244446,0.25376877188682556,0.002374121220782399,0.7506000995635986,0.2195612341165542,0.0298386011272668,4.65625,2.2282758620689656,0.5606363636363636,0.875,0.071,0.47445454545454546,0.82,0.23,32,"“On the other hand, it’s very unpleasant to think that poverty should not spare such elegant and pretty girls asAlice Osipovna, and that she, too, should have to struggle for existence.",2972.0,3264.0,176.91666666666666,2.0,2.0,3.57
33.0,0,0.0,12,406.0,406.0,174.0,0.0,0.0,4,EL,0.0010399254970252514,0.003555272938683629,0.0012447821209207177,0.0022956449538469315,0.009733438491821289,0.974306583404541,0.007824297063052654,0.8327959775924683,0.1450311839580536,0.0221728514879941,2.6,2.6275,0.337,0.449,0.225,0.2775,0.333,0.222,33,It’s a sad thing!”,406.0,406.0,174.0,0.6936416184971098,0.7861271676300577,3.57
34.0,0,0.0,12,5520.0,8201.0,216.7391304347826,11.0,9.0,34,EL,0.006300167180597782,0.2403818815946579,0.00437540840357542,0.4332325756549835,0.28734397888183594,0.010076153092086315,0.018289895728230476,0.0233335997909307,0.3855324685573578,0.5911338329315186,5.777777777777778,2.696060606060606,0.6924285714285715,0.89,0.542,0.4227142857142857,0.67,0.205,34,"Having never seen virtuous Frenchwomen before, he reflected also that this elegantly dressed young lady with her well-developed shoulders and exaggeratedly small waist in all probability followed another calling as well as giving French lessons.",5520.0,8201.0,216.7391304347826,11.0,9.0,3.57
35.0,0,0.0,12,2860.0,9642.0,199.875,4.0,6.0,12,EL,0.026660265401005745,0.043258361518383026,0.19531698524951935,0.012795834802091122,0.4875536859035492,0.03899791091680527,0.1954168826341629,0.0390308648347854,0.9055678248405457,0.0554012469947338,4.461538461538462,2.6999999999999997,0.5648333333333334,0.677,0.458,0.21933333333333335,0.279,0.173,35,"The next evening when the clock pointed to five minutes to seven, Mdlle.",2860.0,9642.0,199.875,4.0,6.0,3.57
36.0,0,0.0,12,1550.0,2148.0,170.4,1.0,2.0,6,EL,0.01230915728956461,0.2759627103805542,0.005988137796521187,0.08245614171028137,0.5762378573417664,0.035746995359659195,0.011299004778265953,0.0066491542384028,0.3863094747066498,0.6070414781570435,5.166666666666667,2.8739999999999997,0.7080000000000001,0.94,0.449,0.49633333333333335,0.528,0.455,36,"Enquête appeared, rosy from the frost.",1550.0,2148.0,170.4,1.0,2.0,3.57
37.0,0,0.0,12,2676.0,3780.0,175.36363636363637,3.0,3.0,17,EL,0.023232445120811462,0.03704266622662544,0.15137559175491333,0.030334806069731712,0.5095000267028809,0.019788552075624466,0.22872598469257355,0.0930116027593612,0.8349491357803345,0.0720392167568206,5.2105263157894735,2.8211764705882354,0.6273,0.757,0.5,0.3712,0.569,0.154,37,"She opened Margot, which she had brought with her, and without introduction began:  “French grammar has twenty-six letters.",2676.0,3780.0,175.36363636363637,3.0,3.0,3.57
38.0,0,0.0,12,1904.0,1514.0,169.91666666666666,3.0,1.0,9,EL,0.011555753648281097,0.00695777777582407,0.00661848671734333,0.015275169163942337,0.8575988411903381,0.008688021451234818,0.0933060273528099,0.0755990743637085,0.8690152168273926,0.055385798215866,3.6666666666666665,2.781428571428571,0.6028,0.67,0.49,0.37120000000000003,0.627,0.21,38,"The first letter is called A, the second B...”",1904.0,1514.0,169.91666666666666,3.0,1.0,3.57
39.0,2,0.5116279069767442,12,2194.0,1510.0,201.125,4.0,3.0,5,EL,0.10800012201070786,0.23574218153953552,0.005230975337326527,0.315896213054657,0.3176358640193939,0.014460659585893154,0.0030340731609612703,0.0493220649659633,0.7016336917877197,0.2490442246198654,6.6,3.43,0.45199999999999996,0.906,0.21,0.6429999999999999,0.696,0.598,39,"“Excuse me,” Vorotov interrupted, smiling.",2194.0,1510.0,201.125,4.0,3.0,3.57
40.0,2,1.0,12,1880.0,2088.0,162.71428571428572,2.0,2.0,15,EL,0.024209177121520042,0.0180825125426054,0.6241456270217896,0.003849670523777604,0.2142789661884308,0.1020883321762085,0.013345872983336449,0.2781235873699188,0.6921073198318481,0.0297689922153949,4.125,2.9162500000000002,0.50925,0.752,0.385,0.39437500000000003,0.647,0.16,40,"“I must warn you, mademoiselle, that you must change your method a little in my case.",1880.0,2088.0,162.71428571428572,2.0,2.0,3.57
41.0,2,1.0,12,1008.0,1276.0,172.5,1.0,1.0,9,EL,0.010819025337696075,0.05086177960038185,0.0036938204430043697,0.006927293259650469,0.8912853002548218,0.004240977577865124,0.032171785831451416,0.0639988034963607,0.729404628276825,0.2065965682268142,3.888888888888889,2.9633333333333334,0.7,0.765,0.635,0.315,0.361,0.269,41,"You see, I know Russian, Greek, and Latin well....",1008.0,1276.0,172.5,1.0,1.0,3.57
42.0,2,1.0,12,3280.0,4404.0,153.23583333333332,7.0,7.0,18,EL,0.006680070422589779,0.02849532850086689,0.003642851486802101,0.0036804478149861097,0.9417486190795898,0.004702426493167877,0.011050207540392876,0.1025160178542137,0.8133063912391663,0.0841776132583618,5.055555555555555,2.6453333333333333,0.6091428571428572,0.786,0.33,0.32242857142857145,0.408,0.265,42,"I’ve studied comparative philology, and I think we might omit Margot and pass straight to reading some author.”",3280.0,4404.0,153.23583333333332,7.0,7.0,3.57
43.0,1,0.6575342465753424,12,3114.0,3310.0,194.4,4.0,3.0,12,EL,0.022653181105852127,0.03119264729321003,0.003200806910172105,0.021008891984820366,0.892554759979248,0.005743448156863451,0.02364634908735752,0.1019968315958976,0.7873969078063965,0.1106063425540924,4.538461538461538,2.7358333333333333,0.7494,0.914,0.604,0.5024,0.643,0.337,43,And he explained to the French girl how grown-up people learn languages.,3114.0,3310.0,194.4,4.0,3.0,3.57
44.0,1,0.0963855421686747,12,5956.0,9302.0,154.91666666666666,8.0,8.0,42,EL,0.21754159033298492,0.297311395406723,0.019252276048064232,0.03895946964621544,0.3064640760421753,0.019096270203590393,0.10137491673231125,0.0350752659142017,0.6851011514663696,0.2798236906528473,4.363636363636363,2.5995,0.6279047619047619,0.906,0.265,0.36957142857142855,0.643,0.24,44,"“A friend of mine,” he said, “wanting to learn modern languages, laid before him the French, German, and Latin gospels, and read them side by side, carefully analysing each word, and would you believe it, he attained his object in less than a year.",5956.0,9302.0,154.91666666666666,8.0,8.0,3.57
45.0,0,0.0,12,0.0,0.0,,0.0,0.0,5,EL,0.08924036473035812,0.025630202144384384,0.018271032720804214,0.008092141710221767,0.8408328294754028,0.01494129654020071,0.0029920688830316067,0.0367458872497081,0.6777826547622681,0.2854715287685394,2.8,2.374,0.5485,0.67,0.427,0.4605,0.548,0.373,45,Let us do the same.,642.9714285714285,942.8,45.83915721844293,0.7142857142857142,0.7714285714285715,3.57
46.0,0,0.0,12,682.0,682.0,135.66666666666666,0.0,0.0,7,EL,0.008707626722753048,0.01443526055663824,0.006290771067142487,0.009381686337292194,0.9545215964317322,0.003500398015603423,0.003162760753184557,0.0349906384944915,0.8522924780845642,0.1127168238162994,3.625,3.1271428571428572,0.781,0.828,0.74,0.38766666666666666,0.537,0.283,46,We’ll take some author and read him.”,682.0,682.0,135.66666666666666,1.0174418604651163,1.0988372093023258,3.57
47.0,0,0.0,12,760.0,1162.0,192.0,1.0,1.0,8,EL,0.03719327598810196,0.09645010530948639,0.07264644652605057,0.005832909606397152,0.12090279906988144,0.004236704204231501,0.6627377867698669,0.1607266664505005,0.7932425737380981,0.0460307039320468,4.5,2.871428571428571,0.497,0.719,0.275,0.5745,0.72,0.429,47,The French girl looked at him in perplexity.,760.0,1162.0,192.0,1.0,1.0,3.57
48.0,0,0.0,12,1432.0,5456.0,130.15,0.0,3.0,9,EL,0.2956933379173279,0.6371793746948242,0.02335485629737377,0.0012615832965821028,0.022396033629775047,0.008292559534311295,0.011822303757071495,0.8090540766716003,0.1817381829023361,0.0092077981680631,5.5,1.7866666666666664,0.42533333333333334,0.646,0.159,0.4203333333333333,0.594,0.302,48,Evidently the suggestion seemed to her very naïve and ridiculous.,1432.0,5456.0,130.15,1.051948051948052,3.0,3.57
49.0,1,0.902621722846442,12,4392.0,5318.0,148.35,2.0,2.0,50,EL,0.3112996220588684,0.30547231435775757,0.16711753606796265,0.014148632064461708,0.1593734174966812,0.03925057128071785,0.003337907139211893,0.3679386079311371,0.5508401989936829,0.0812210738658905,4.078431372549019,2.4741176470588235,0.5785789473684211,0.914,0.122,0.47436842105263155,0.83,0.24,49,"If this strange proposal had been made to her by a child, she would certainly have been angry and have scolded it, but as he was a grown-up man and very stout and she could not scold him, she only shrugged her shoulders hardly perceptibly and said:  “As you please.”",4392.0,5318.0,148.35,2.0,2.0,3.57
50.0,1,0.0933333333333333,12,1034.0,1176.0,147.195,2.0,2.0,12,EL,0.014939436689019203,0.8033507466316223,0.010322258807718754,0.002135572722181678,0.15477894246578217,0.007132591214030981,0.0073404014110565186,0.0946074649691581,0.8189429044723511,0.0864495933055877,4.6923076923076925,3.128888888888889,0.5245,0.802,0.243,0.3775,0.615,0.21,50,Vorotov rummaged in his bookcase and picked out a dog’s-eared French book.,1034.0,1176.0,147.195,2.0,2.0,3.57
51.0,0,0.0,12,258.0,258.0,234.0,1.0,0.0,3,EL,0.19375170767307281,0.03432273492217064,0.4599817991256714,0.00312212691642344,0.17728888988494873,0.03614799305796623,0.09538465738296509,0.0859308317303657,0.8496597409248352,0.0644094347953796,3.3333333333333335,2.4133333333333336,0.6839999999999999,0.698,0.67,0.478,0.548,0.408,51,“Will this do?”,258.0,258.0,234.0,1.0,0.3185840707964601,3.57
52.0,0,0.0,12,722.0,722.0,202.66666666666666,0.0,0.0,6,EL,0.011425741948187351,0.04562269151210785,0.0057511827908456326,0.002394600072875619,0.9193717241287231,0.007051547989249229,0.008382526226341724,0.1145972162485122,0.7895516157150269,0.0958511084318161,3.0,2.515,0.571,0.571,0.571,0.31,0.31,0.31,52,"“It’s all the same,” she said.",722.0,722.0,202.66666666666666,0.611111111111111,0.6666666666666665,3.57
