,category,proportion
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,4,0.975
6,4,0.7194244604316546
7,3,0.4596774193548387
8,3,0.10714285714285714
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0
21,4,0.9108910891089109
22,4,1.0
23,4,0.10989010989010989
24,0,0.0
25,0,0.0
26,0,0.0
27,4,0.13523131672597866
28,0,0.0
29,0,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,0,0.0
34,0,0.0
35,0,0.0
36,0,0.0
37,2,0.1532258064516129
38,0,0.0
39,0,0.0
40,0,0.0
41,0,0.0
42,0,0.0
43,0,0.0
44,0,0.0
45,0,0.0
46,0,0.0
47,4,0.4222222222222222
48,4,1.0
49,4,0.09737827715355805
50,0,0.0
51,0,0.0
52,0,0.0
53,0,0.0
54,0,0.0
55,0,0.0
56,0,0.0
57,5,0.7777777777777778
58,4,0.20567375886524822
59,0,0.0
60,0,0.0
61,0,0.0
62,0,0.0
63,0,0.0
64,0,0.0
65,3,0.5975103734439834
66,0,0.0
67,0,0.0
68,0,0.0
69,0,0.0
70,0,0.0
71,0,0.0
72,0,0.0
73,0,0.0
74,0,0.0
75,0,0.0
76,0,0.0
77,0,0.0
78,0,0.0
79,0,0.0
80,0,0.0
81,5,0.15648854961832062
82,2,0.6235294117647059
83,0,0.0
84,3,0.32926829268292684
85,3,0.4666666666666667
86,0,0.0
87,4,0.7676348547717843
88,4,1.0
89,4,0.7397260273972602
90,0,0.0
91,0,0.0
92,0,0.0
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.0
97,0,0.0
98,0,0.0
99,0,0.0
100,0,0.0
101,0,0.0
102,3,0.3132530120481928
103,3,0.20955882352941177
104,0,0.0
105,0,0.0
106,0,0.0
107,4,0.5428571428571428
108,4,1.0
109,4,0.5
110,0,0.0
111,0,0.0
112,0,0.0
113,0,0.0
114,0,0.0
115,2,0.12446351931330472
116,0,0.0
117,5,0.5132743362831859
