,category,proportion
0,5,0.9879518072289156
1,0,0.0
2,2,0.1076923076923077
3,0,0.0
4,5,0.5918367346938775
5,0,0.0
6,4,0.4316546762589928
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,4,0.8146341463414634
13,4,0.17647058823529413
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0
21,4,0.8514851485148515
22,4,0.9378531073446328
23,4,0.10989010989010989
24,0,0.0
25,0,0.0
26,4,0.950207468879668
27,4,0.03914590747330961
28,0,0.0
29,0,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,0,0.0
34,0,0.0
35,0,0.0
36,0,0.0
37,0,0.0
38,0,0.0
39,0,0.0
40,0,0.0
41,4,0.4117647058823529
42,4,1.0
43,4,0.6027397260273972
44,4,0.09236947791164658
45,0,0.0
46,0,0.0
47,1,0.4222222222222222
48,1,1.0
49,4,0.19850187265917604
50,4,0.21333333333333335
51,0,0.0
52,4,0.06451612903225806
53,4,0.5510204081632653
54,0,0.0
55,0,0.0
56,0,0.0
57,4,0.20987654320987653
58,0,0.0
59,0,0.0
60,0,0.0
61,0,0.0
62,0,0.0
63,0,0.0
64,0,0.0
65,0,0.0
66,4,0.3081395348837209
67,4,0.4583333333333333
68,0,0.0
69,0,0.0
70,3,0.16
71,5,0.3670886075949367
72,5,1.0
73,5,0.7058823529411765
74,4,0.6644736842105263
75,4,0.211864406779661
76,0,0.0
77,0,0.0
78,0,0.0
79,0,0.0
80,0,0.0
81,0,0.0
82,0,0.0
83,0,0.0
84,0,0.0
85,0,0.0
86,0,0.0
87,0,0.0
88,0,0.0
89,4,0.5068493150684932
90,0,0.0
91,0,0.0
92,0,0.0
93,5,0.5
94,5,1.0
95,5,0.5333333333333333
96,0,0.0
97,4,0.5757575757575758
98,4,0.6883116883116883
99,4,0.12804878048780488
100,0,0.0
101,4,0.7666666666666667
102,4,0.6626506024096386
103,0,0.0
104,1,0.7213740458015268
105,1,1.0
106,1,0.9032258064516129
107,1,0.5357142857142857
108,1,0.7108433734939759
109,0,0.0
110,0,0.0
111,4,0.5043478260869565
112,1,1.0
113,1,0.5175438596491229
114,0,0.0
115,0,0.0
116,0,0.0
117,5,0.27876106194690264
