,category,proportion,percent_highlighted
0,3,0.9148936170212766,0.9148936170212766
1,1,0.967479674796748,0.967479674796748
2,1,1.0,1.0
3,1,0.9971590909090909,0.9971590909090909
4,4,0.5643835616438356,0.5643835616438356
5,0,0.0,0.0
6,4,0.9943502824858758,0.9943502824858758
7,1,0.03389830508474576,0.03389830508474576
8,1,1.0,1.0
9,1,1.0,1.0
10,1,1.0,1.0
11,1,0.9946808510638298,0.9946808510638298
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,0,0.0,0.0
16,0,0.0,0.0
17,2,1.0,1.0
18,2,1.0,1.0
19,2,1.0,1.0
20,2,0.9807692307692307,0.9807692307692307
21,0,0.0,0.0
22,0,0.0,0.0
23,1,0.9634146341463414,0.9634146341463414
24,1,1.0,1.0
25,1,1.0,1.0
26,1,1.0,1.0
27,0,0.0,0.0
28,0,0.0,0.0
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,2,1.0,1.0
34,2,1.0,1.0
35,2,1.0,1.0
36,2,1.0,1.0
37,2,0.9806629834254144,0.9806629834254144
38,2,0.9797297297297297,0.9797297297297297
39,0,0.0,0.0
40,0,0.0,0.0
41,0,0.0,0.0
42,1,0.9183673469387755,0.9183673469387755
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,4,1.0,1.0
47,4,1.0,1.0
48,0,0.0,0.0
49,4,0.9860627177700348,0.9860627177700348
50,4,1.0,1.0
51,4,1.0,1.0
52,4,0.9714285714285714,0.9714285714285714
53,0,0.0,0.0
54,0,0.0,0.0
55,1,0.7702702702702703,0.7702702702702703
56,0,0.0,0.0
57,0,0.0,0.0
58,1,0.8846153846153846,0.8846153846153846
59,0,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,0,0.0,0.0
66,2,0.9696969696969697,0.9696969696969697
67,2,0.967741935483871,0.967741935483871
68,1,0.9641025641025641,0.9641025641025641
69,1,1.0,1.0
70,1,0.46473029045643155,0.46473029045643155
71,0,0.0,0.0
72,2,0.496,0.496
73,0,0.0,0.0
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,0,0.0,0.0
78,2,0.004975124378109453,0.004975124378109453
79,2,0.898989898989899,0.898989898989899
80,4,0.0044444444444444444,0.0044444444444444444
81,4,1.0,1.0
82,4,1.0,1.0
83,4,1.0,1.0
84,4,1.0,1.0
85,4,1.0,1.0
86,4,1.0,1.0
87,4,1.0,1.0
88,4,1.0,1.0
89,4,1.0,1.0
90,0,0.0,0.0
91,0,0.0,0.0
92,0,0.0,0.0
93,0,0.0,0.0
94,0,0.0,0.0
95,4,0.9925650557620818,0.9925650557620818
96,0,0.0,0.0
97,0,0.0,0.0
98,0,0.0,0.0
99,0,0.0,0.0
100,1,0.9827586206896551,0.9827586206896551
101,1,1.0,1.0
102,1,0.009523809523809525,0.009523809523809525
103,0,0.0,0.0
104,0,0.0,0.0
105,0,0.0,0.0
106,0,0.0,0.0
107,0,0.0,0.0
108,0,0.0,0.0
109,0,0.0,0.0
110,3,0.9924242424242424,0.9924242424242424
111,0,0.0,0.0
112,0,0.0,0.0
113,0,0.0,0.0
114,0,0.0,0.0
115,0,0.0,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,0,0.0,0.0
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,0,0.0,0.0
124,0,0.0,0.0
125,0,0.0,0.0
126,0,0.0,0.0
127,1,0.972972972972973,0.972972972972973
128,1,1.0,1.0
129,1,0.9870967741935484,0.9870967741935484
130,0,0.0,0.0
131,0,0.0,0.0
132,0,0.0,0.0
133,0,0.0,0.0
134,0,0.0,0.0
135,0,0.0,0.0
136,0,0.0,0.0
137,0,0.0,0.0
138,0,0.0,0.0
139,0,0.0,0.0
140,0,0.0,0.0
141,0,0.0,0.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,3,0.9705882352941176,0.9705882352941176
146,3,1.0,1.0
147,3,1.0,1.0
148,0,0.0,0.0
149,0,0.0,0.0
150,0,0.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,0,0.0,0.0
154,0,0.0,0.0
155,0,0.0,0.0
