,category,proportion,percent_highlighted
0,0,0.0,0.0
1,1,0.42276422764227645,0.7235772357723578
2,5,0.4880952380952381,0.4880952380952381
3,1,0.5426136363636364,0.5426136363636364
4,4,0.37534246575342467,0.37534246575342467
5,4,0.463768115942029,0.8695652173913044
6,4,0.4406779661016949,0.4406779661016949
7,0,0.0,0.0
8,4,0.46596858638743455,0.46596858638743455
9,0,0.0,0.0
10,0,0.0,0.0
11,1,0.5372340425531915,0.5372340425531915
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,0,0.0,0.0
16,0,0.0,0.0
17,1,0.8636363636363636,0.8636363636363636
18,0,0.0,0.0
19,4,0.22115384615384615,0.22115384615384615
20,0,0.0,0.0
21,0,0.0,0.0
22,3,0.8857142857142857,0.8857142857142857
23,1,0.7865853658536586,0.7865853658536586
24,0,0.0,0.0
25,0,0.0,0.0
26,1,0.9345794392523364,0.9345794392523364
27,4,0.3333333333333333,0.3333333333333333
28,1,0.12133891213389121,0.12133891213389121
29,0,0.0,0.0
30,1,0.5096153846153846,0.5096153846153846
31,1,0.4387755102040816,0.4387755102040816
32,1,0.6256983240223464,0.6256983240223464
33,4,0.1724137931034483,0.1724137931034483
34,0,0.0,0.0
35,4,0.9047619047619048,0.9047619047619048
36,4,0.1497005988023952,0.1497005988023952
37,1,0.24861878453038674,0.3149171270718232
38,4,0.24324324324324326,0.2939189189189189
39,0,0.0,0.0
40,0,0.0,0.0
41,1,0.8076923076923077,0.8076923076923077
42,1,0.9931972789115646,0.9931972789115646
43,0,0.0,0.0
44,0,0.0,0.0
45,4,0.5617977528089888,0.5617977528089888
46,4,0.34558823529411764,0.34558823529411764
47,0,0.0,0.0
48,4,0.9824561403508771,0.9824561403508771
49,3,0.2508710801393728,0.2508710801393728
50,0,0.0,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,1,0.3783783783783784,0.3783783783783784
56,1,0.5098039215686274,0.5098039215686274
57,5,0.24691358024691357,0.24691358024691357
58,0,0.0,0.0
59,0,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,1,0.25675675675675674,0.25675675675675674
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,1,0.8358974358974359,0.8358974358974359
69,0,0.0,0.0
70,4,0.3278008298755187,0.3278008298755187
71,0,0.0,0.0
72,5,0.488,0.488
73,5,0.6763005780346821,0.6763005780346821
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,0,0.0,0.0
78,4,0.44776119402985076,0.44776119402985076
79,5,0.8383838383838383,0.8383838383838383
80,4,0.18666666666666668,0.18666666666666668
81,0,0.0,0.0
82,4,0.9743589743589743,0.9743589743589743
83,0,0.0,0.0
84,4,0.90625,0.90625
85,4,0.8442622950819673,0.8442622950819673
86,0,0.0,0.0
87,0,0.0,0.0
88,1,0.9863945578231292,0.9863945578231292
89,0,0.0,0.0
90,0,0.0,0.0
91,4,0.6875,0.6875
92,0,0.0,0.0
93,4,0.9425287356321839,0.9425287356321839
94,4,0.7062937062937062,0.7062937062937062
95,5,0.4944237918215613,0.5130111524163569
96,0,0.0,0.0
97,1,0.967741935483871,0.967741935483871
98,2,0.5714285714285714,0.5714285714285714
99,1,0.9530201342281879,0.9530201342281879
100,1,0.43103448275862066,0.8189655172413792
101,0,0.0,0.0
102,1,0.819047619047619,0.819047619047619
103,0,0.0,0.0
104,0,0.0,0.0
105,0,0.0,0.0
106,0,0.0,0.0
107,0,0.0,0.0
108,0,0.0,0.0
109,0,0.0,0.0
110,0,0.0,0.0
111,0,0.0,0.0
112,0,0.0,0.0
113,0,0.0,0.0
114,1,0.8888888888888888,0.8888888888888888
115,1,1.0,1.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,5,0.9615384615384616,0.9615384615384616
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,4,0.3630952380952381,0.6369047619047619
124,0,0.0,0.0
125,0,0.0,0.0
126,0,0.0,0.0
127,1,0.972972972972973,0.972972972972973
128,0,0.0,0.0
129,1,0.9870967741935484,0.9870967741935484
130,0,0.0,0.0
131,1,0.5983606557377049,0.5983606557377049
132,0,0.0,0.0
133,0,0.0,0.0
134,0,0.0,0.0
135,0,0.0,0.0
136,0,0.0,0.0
137,0,0.0,0.0
138,0,0.0,0.0
139,0,0.0,0.0
140,0,0.0,0.0
141,0,0.0,0.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,0,0.0,0.0
146,0,0.0,0.0
147,0,0.0,0.0
148,1,0.9565217391304348,0.9565217391304348
149,1,0.7079646017699115,0.7079646017699115
150,0,0.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,4,0.9318181818181818,0.9318181818181818
154,0,0.0,0.0
155,0,0.0,0.0
156,0,0.0,0.0
157,0,0.0,0.0
158,0,0.0,0.0
159,0,0.0,0.0
160,0,0.0,0.0
161,0,0.0,0.0
162,0,0.0,0.0
163,0,0.0,0.0
164,0,0.0,0.0
165,4,0.9230769230769231,0.9230769230769231
166,0,0.0,0.0
167,1,1.0,1.0
